donor,event,method,cluster
a_001_NK.fcs,58358,k-means,2
a_001_NK.fcs,58365,k-means,2
a_001_NK.fcs,58440,k-means,0
a_001_NK.fcs,58452,k-means,3
a_001_NK.fcs,58487,k-means,1
a_001_NK.fcs,58679,k-means,2
a_001_NK.fcs,58831,k-means,2
a_001_NK.fcs,58847,k-means,3
a_001_NK.fcs,58870,k-means,2
a_001_NK.fcs,58926,k-means,1
a_001_NK.fcs,59156,k-means,2
a_001_NK.fcs,59177,k-means,2
a_001_NK.fcs,59207,k-means,3
a_001_NK.fcs,59323,k-means,2
a_001_NK.fcs,59336,k-means,2
a_001_NK.fcs,59353,k-means,1
a_001_NK.fcs,59508,k-means,1
a_001_NK.fcs,59622,k-means,3
a_001_NK.fcs,59702,k-means,1
a_001_NK.fcs,59802,k-means,2
a_001_NK.fcs,59843,k-means,2
a_001_NK.fcs,59895,k-means,2
a_001_NK.fcs,59948,k-means,2
a_001_NK.fcs,60087,k-means,3
a_001_NK.fcs,60182,k-means,0
a_001_NK.fcs,60250,k-means,2
a_001_NK.fcs,60265,k-means,2
a_001_NK.fcs,60391,k-means,2
a_001_NK.fcs,60393,k-means,2
a_001_NK.fcs,60396,k-means,0
a_001_NK.fcs,60416,k-means,1
a_001_NK.fcs,60498,k-means,2
a_001_NK.fcs,60534,k-means,2
a_001_NK.fcs,60547,k-means,2
a_001_NK.fcs,60581,k-means,2
a_001_NK.fcs,60613,k-means,0
a_001_NK.fcs,60629,k-means,1
a_001_NK.fcs,61014,k-means,2
a_001_NK.fcs,61019,k-means,1
a_001_NK.fcs,61050,k-means,2
a_001_NK.fcs,61149,k-means,3
a_001_NK.fcs,61244,k-means,2
a_001_NK.fcs,61255,k-means,2
a_001_NK.fcs,61616,k-means,2
a_001_NK.fcs,61637,k-means,2
a_001_NK.fcs,61682,k-means,1
a_001_NK.fcs,61789,k-means,3
a_001_NK.fcs,61836,k-means,2
a_001_NK.fcs,61863,k-means,2
a_001_NK.fcs,61909,k-means,0
a_001_NK.fcs,62308,k-means,0
a_001_NK.fcs,62310,k-means,3
a_001_NK.fcs,62512,k-means,2
a_001_NK.fcs,62577,k-means,0
a_001_NK.fcs,62598,k-means,2
a_001_NK.fcs,62633,k-means,2
a_001_NK.fcs,62670,k-means,0
a_001_NK.fcs,62755,k-means,0
a_001_NK.fcs,62820,k-means,2
a_001_NK.fcs,62879,k-means,3
a_001_NK.fcs,62942,k-means,2
a_001_NK.fcs,63068,k-means,0
a_001_NK.fcs,63139,k-means,2
a_001_NK.fcs,63340,k-means,3
a_001_NK.fcs,63341,k-means,1
a_001_NK.fcs,63458,k-means,2
a_001_NK.fcs,63494,k-means,2
a_001_NK.fcs,63534,k-means,0
a_001_NK.fcs,63539,k-means,2
a_001_NK.fcs,63545,k-means,0
a_001_NK.fcs,63579,k-means,2
a_001_NK.fcs,63819,k-means,1
a_001_NK.fcs,63820,k-means,2
a_001_NK.fcs,63856,k-means,0
a_001_NK.fcs,63872,k-means,1
a_001_NK.fcs,63875,k-means,2
a_001_NK.fcs,63903,k-means,2
a_001_NK.fcs,63938,k-means,3
a_001_NK.fcs,64054,k-means,2
a_001_NK.fcs,64079,k-means,0
a_001_NK.fcs,64167,k-means,2
a_001_NK.fcs,64186,k-means,0
a_001_NK.fcs,64188,k-means,2
a_001_NK.fcs,64193,k-means,2
a_001_NK.fcs,64249,k-means,2
a_001_NK.fcs,64333,k-means,2
a_001_NK.fcs,64484,k-means,2
a_001_NK.fcs,64486,k-means,2
a_001_NK.fcs,64636,k-means,1
a_001_NK.fcs,64736,k-means,3
a_001_NK.fcs,64752,k-means,0
a_001_NK.fcs,64764,k-means,1
a_001_NK.fcs,64816,k-means,3
a_001_NK.fcs,64886,k-means,2
a_001_NK.fcs,64904,k-means,2
a_001_NK.fcs,64976,k-means,2
a_001_NK.fcs,65186,k-means,2
a_001_NK.fcs,65212,k-means,1
a_001_NK.fcs,65263,k-means,2
a_001_NK.fcs,65520,k-means,2
a_001_NK.fcs,65540,k-means,2
a_001_NK.fcs,65570,k-means,2
a_001_NK.fcs,65589,k-means,0
a_001_NK.fcs,65680,k-means,1
a_001_NK.fcs,65701,k-means,1
a_001_NK.fcs,65738,k-means,2
a_001_NK.fcs,65753,k-means,2
a_001_NK.fcs,65793,k-means,0
a_001_NK.fcs,65826,k-means,3
a_001_NK.fcs,65862,k-means,2
a_001_NK.fcs,65912,k-means,2
a_001_NK.fcs,65942,k-means,0
a_001_NK.fcs,65947,k-means,2
a_001_NK.fcs,66001,k-means,2
a_001_NK.fcs,66334,k-means,1
a_001_NK.fcs,66414,k-means,2
a_001_NK.fcs,66826,k-means,2
a_001_NK.fcs,66862,k-means,2
a_001_NK.fcs,66933,k-means,2
a_001_NK.fcs,66944,k-means,2
a_001_NK.fcs,67056,k-means,2
a_001_NK.fcs,67337,k-means,0
a_001_NK.fcs,67380,k-means,2
a_001_NK.fcs,67446,k-means,0
a_001_NK.fcs,67497,k-means,2
a_001_NK.fcs,67527,k-means,1
a_001_NK.fcs,67677,k-means,2
a_001_NK.fcs,67757,k-means,2
a_001_NK.fcs,67758,k-means,2
a_001_NK.fcs,67780,k-means,2
a_001_NK.fcs,67786,k-means,0
a_001_NK.fcs,67805,k-means,2
a_001_NK.fcs,67811,k-means,2
a_001_NK.fcs,67852,k-means,1
a_001_NK.fcs,67911,k-means,0
a_001_NK.fcs,68032,k-means,2
a_001_NK.fcs,68265,k-means,1
a_001_NK.fcs,68307,k-means,0
a_001_NK.fcs,68309,k-means,1
a_001_NK.fcs,68528,k-means,2
a_001_NK.fcs,68571,k-means,2
a_001_NK.fcs,68742,k-means,1
a_001_NK.fcs,68762,k-means,0
a_001_NK.fcs,68813,k-means,2
a_001_NK.fcs,68875,k-means,3
a_001_NK.fcs,69076,k-means,3
a_001_NK.fcs,69100,k-means,0
a_001_NK.fcs,69130,k-means,1
a_001_NK.fcs,69283,k-means,1
a_001_NK.fcs,69333,k-means,2
a_001_NK.fcs,69359,k-means,1
a_001_NK.fcs,69483,k-means,2
a_001_NK.fcs,69526,k-means,1
a_001_NK.fcs,69542,k-means,3
a_001_NK.fcs,69559,k-means,1
a_001_NK.fcs,69645,k-means,1
a_001_NK.fcs,69694,k-means,0
a_001_NK.fcs,69715,k-means,2
a_001_NK.fcs,69804,k-means,2
a_001_NK.fcs,69829,k-means,2
a_001_NK.fcs,69831,k-means,0
a_001_NK.fcs,69832,k-means,2
a_001_NK.fcs,69862,k-means,2
a_001_NK.fcs,69968,k-means,2
a_001_NK.fcs,70015,k-means,3
a_001_NK.fcs,70192,k-means,3
a_001_NK.fcs,70264,k-means,2
a_001_NK.fcs,70572,k-means,0
a_001_NK.fcs,70658,k-means,1
a_001_NK.fcs,70934,k-means,3
a_001_NK.fcs,70985,k-means,0
a_001_NK.fcs,70994,k-means,2
a_001_NK.fcs,71469,k-means,3
a_001_NK.fcs,71647,k-means,0
a_001_NK.fcs,71774,k-means,1
a_001_NK.fcs,72082,k-means,1
a_001_NK.fcs,72153,k-means,0
a_001_NK.fcs,72213,k-means,2
a_001_NK.fcs,72237,k-means,2
a_001_NK.fcs,72409,k-means,2
a_001_NK.fcs,72675,k-means,2
a_001_NK.fcs,72701,k-means,2
a_001_NK.fcs,72765,k-means,1
a_001_NK.fcs,72808,k-means,1
a_001_NK.fcs,72833,k-means,2
a_001_NK.fcs,72880,k-means,3
a_001_NK.fcs,72983,k-means,3
a_001_NK.fcs,73121,k-means,1
a_001_NK.fcs,73151,k-means,1
a_001_NK.fcs,73184,k-means,2
a_001_NK.fcs,73403,k-means,1
a_001_NK.fcs,73601,k-means,3
a_001_NK.fcs,73693,k-means,1
a_001_NK.fcs,73702,k-means,0
a_001_NK.fcs,73723,k-means,0
a_001_NK.fcs,73941,k-means,0
a_001_NK.fcs,73953,k-means,3
a_001_NK.fcs,74072,k-means,1
a_001_NK.fcs,74725,k-means,3
a_001_NK.fcs,74767,k-means,3
a_001_NK.fcs,74790,k-means,0
a_001_NK.fcs,74821,k-means,2
a_001_NK.fcs,74917,k-means,2
a_001_NK.fcs,75079,k-means,2
a_001_NK.fcs,75109,k-means,2
a_001_NK.fcs,75168,k-means,1
a_001_NK.fcs,75346,k-means,2
a_001_NK.fcs,75385,k-means,2
a_001_NK.fcs,75390,k-means,0
a_001_NK.fcs,75429,k-means,2
a_001_NK.fcs,75478,k-means,1
a_001_NK.fcs,75485,k-means,0
a_001_NK.fcs,75578,k-means,2
a_001_NK.fcs,75625,k-means,3
a_001_NK.fcs,75627,k-means,2
a_001_NK.fcs,75747,k-means,1
a_001_NK.fcs,75753,k-means,2
a_001_NK.fcs,75806,k-means,2
a_001_NK.fcs,75818,k-means,3
a_001_NK.fcs,75825,k-means,2
a_001_NK.fcs,75839,k-means,2
a_001_NK.fcs,76251,k-means,3
a_001_NK.fcs,76315,k-means,2
a_001_NK.fcs,76351,k-means,2
a_001_NK.fcs,76369,k-means,3
a_001_NK.fcs,76388,k-means,2
a_001_NK.fcs,76404,k-means,0
a_001_NK.fcs,76448,k-means,2
a_001_NK.fcs,76455,k-means,2
a_001_NK.fcs,76536,k-means,2
a_001_NK.fcs,76543,k-means,2
a_001_NK.fcs,76545,k-means,1
a_001_NK.fcs,76643,k-means,3
a_001_NK.fcs,76750,k-means,2
a_001_NK.fcs,76835,k-means,0
a_001_NK.fcs,76845,k-means,2
a_001_NK.fcs,77373,k-means,2
a_001_NK.fcs,77436,k-means,3
a_001_NK.fcs,77591,k-means,2
a_001_NK.fcs,77705,k-means,3
a_001_NK.fcs,77772,k-means,2
a_001_NK.fcs,77810,k-means,0
a_001_NK.fcs,77817,k-means,1
a_001_NK.fcs,77844,k-means,3
a_001_NK.fcs,77905,k-means,0
a_001_NK.fcs,77982,k-means,0
a_001_NK.fcs,78093,k-means,1
a_001_NK.fcs,78101,k-means,0
a_001_NK.fcs,78104,k-means,2
a_001_NK.fcs,78143,k-means,2
a_001_NK.fcs,78216,k-means,2
a_001_NK.fcs,78233,k-means,0
a_001_NK.fcs,78417,k-means,3
a_001_NK.fcs,78495,k-means,2
a_001_NK.fcs,78527,k-means,2
a_001_NK.fcs,78635,k-means,2
a_001_NK.fcs,78656,k-means,2
a_001_NK.fcs,78721,k-means,2
a_001_NK.fcs,78734,k-means,2
a_001_NK.fcs,78743,k-means,2
a_001_NK.fcs,78767,k-means,0
a_001_NK.fcs,78898,k-means,2
a_001_NK.fcs,78985,k-means,2
a_001_NK.fcs,79018,k-means,2
a_001_NK.fcs,79028,k-means,0
a_001_NK.fcs,79151,k-means,0
a_001_NK.fcs,79175,k-means,2
a_001_NK.fcs,79177,k-means,2
a_001_NK.fcs,79227,k-means,2
a_001_NK.fcs,79232,k-means,1
a_001_NK.fcs,79353,k-means,2
a_001_NK.fcs,79425,k-means,2
a_001_NK.fcs,79518,k-means,2
a_001_NK.fcs,79567,k-means,2
a_001_NK.fcs,79571,k-means,0
a_001_NK.fcs,79620,k-means,2
a_001_NK.fcs,79934,k-means,2
a_001_NK.fcs,80058,k-means,3
a_001_NK.fcs,80083,k-means,2
a_001_NK.fcs,80244,k-means,0
a_001_NK.fcs,80535,k-means,2
a_001_NK.fcs,80590,k-means,2
a_001_NK.fcs,80595,k-means,2
a_001_NK.fcs,80603,k-means,2
a_001_NK.fcs,80747,k-means,2
a_001_NK.fcs,80871,k-means,3
a_001_NK.fcs,80967,k-means,2
a_001_NK.fcs,80998,k-means,0
a_001_NK.fcs,81057,k-means,2
a_001_NK.fcs,81167,k-means,1
a_001_NK.fcs,81391,k-means,2
a_001_NK.fcs,81435,k-means,2
a_001_NK.fcs,81563,k-means,2
a_001_NK.fcs,81741,k-means,2
a_001_NK.fcs,81781,k-means,2
a_001_NK.fcs,81890,k-means,0
a_001_NK.fcs,81949,k-means,0
a_001_NK.fcs,82041,k-means,2
a_001_NK.fcs,82070,k-means,3
a_001_NK.fcs,82190,k-means,2
a_002_NK.fcs,55,k-means,3
a_002_NK.fcs,114,k-means,0
a_002_NK.fcs,134,k-means,0
a_002_NK.fcs,498,k-means,1
a_002_NK.fcs,511,k-means,0
a_002_NK.fcs,590,k-means,2
a_002_NK.fcs,695,k-means,0
a_002_NK.fcs,806,k-means,2
a_002_NK.fcs,1017,k-means,3
a_002_NK.fcs,1875,k-means,2
a_002_NK.fcs,2122,k-means,1
a_002_NK.fcs,2245,k-means,3
a_002_NK.fcs,2494,k-means,3
a_002_NK.fcs,2555,k-means,3
a_002_NK.fcs,2588,k-means,2
a_002_NK.fcs,2834,k-means,2
a_002_NK.fcs,2838,k-means,0
a_002_NK.fcs,2861,k-means,0
a_002_NK.fcs,2862,k-means,1
a_002_NK.fcs,2907,k-means,0
a_002_NK.fcs,3348,k-means,1
a_002_NK.fcs,3406,k-means,2
a_002_NK.fcs,3416,k-means,2
a_002_NK.fcs,3482,k-means,0
a_002_NK.fcs,3748,k-means,1
a_002_NK.fcs,3803,k-means,2
a_002_NK.fcs,3878,k-means,2
a_002_NK.fcs,4158,k-means,0
a_002_NK.fcs,4209,k-means,1
a_002_NK.fcs,4319,k-means,3
a_002_NK.fcs,4330,k-means,2
a_002_NK.fcs,4364,k-means,2
a_002_NK.fcs,4395,k-means,2
a_002_NK.fcs,4675,k-means,3
a_002_NK.fcs,4729,k-means,3
a_002_NK.fcs,4761,k-means,2
a_002_NK.fcs,4874,k-means,2
a_002_NK.fcs,5312,k-means,2
a_002_NK.fcs,5325,k-means,2
a_002_NK.fcs,5481,k-means,2
a_002_NK.fcs,5502,k-means,3
a_002_NK.fcs,5529,k-means,3
a_002_NK.fcs,5672,k-means,2
a_002_NK.fcs,5681,k-means,2
a_002_NK.fcs,5955,k-means,2
a_002_NK.fcs,6288,k-means,2
a_002_NK.fcs,6408,k-means,2
a_002_NK.fcs,6464,k-means,2
a_002_NK.fcs,6530,k-means,2
a_002_NK.fcs,6579,k-means,3
a_002_NK.fcs,6657,k-means,0
a_002_NK.fcs,6718,k-means,0
a_002_NK.fcs,6821,k-means,2
a_002_NK.fcs,6849,k-means,2
a_002_NK.fcs,6887,k-means,1
a_002_NK.fcs,7011,k-means,0
a_002_NK.fcs,7117,k-means,0
a_002_NK.fcs,7133,k-means,2
a_002_NK.fcs,7232,k-means,1
a_002_NK.fcs,7263,k-means,1
a_002_NK.fcs,7439,k-means,3
a_002_NK.fcs,7480,k-means,2
a_002_NK.fcs,7486,k-means,1
a_002_NK.fcs,7606,k-means,2
a_002_NK.fcs,7816,k-means,0
a_002_NK.fcs,8278,k-means,0
a_002_NK.fcs,8372,k-means,2
a_002_NK.fcs,8382,k-means,2
a_002_NK.fcs,8721,k-means,1
a_002_NK.fcs,8984,k-means,3
a_002_NK.fcs,9254,k-means,3
a_002_NK.fcs,9310,k-means,2
a_002_NK.fcs,9340,k-means,3
a_002_NK.fcs,9381,k-means,2
a_002_NK.fcs,9704,k-means,1
a_002_NK.fcs,9731,k-means,1
a_002_NK.fcs,9798,k-means,2
a_002_NK.fcs,9846,k-means,3
a_002_NK.fcs,9981,k-means,0
a_002_NK.fcs,10190,k-means,1
a_002_NK.fcs,10208,k-means,1
a_002_NK.fcs,10237,k-means,0
a_002_NK.fcs,10239,k-means,0
a_002_NK.fcs,10337,k-means,2
a_002_NK.fcs,10456,k-means,3
a_002_NK.fcs,10633,k-means,3
a_002_NK.fcs,10683,k-means,3
a_002_NK.fcs,10713,k-means,0
a_002_NK.fcs,10758,k-means,3
a_002_NK.fcs,10914,k-means,2
a_002_NK.fcs,11136,k-means,2
a_002_NK.fcs,11146,k-means,0
a_002_NK.fcs,11179,k-means,3
a_002_NK.fcs,11212,k-means,1
a_002_NK.fcs,11275,k-means,1
a_002_NK.fcs,11284,k-means,0
a_002_NK.fcs,11307,k-means,2
a_002_NK.fcs,11395,k-means,2
a_002_NK.fcs,11575,k-means,2
a_002_NK.fcs,11612,k-means,0
a_002_NK.fcs,12024,k-means,2
a_002_NK.fcs,12135,k-means,0
a_002_NK.fcs,12267,k-means,2
a_002_NK.fcs,12334,k-means,1
a_002_NK.fcs,12397,k-means,3
a_002_NK.fcs,12429,k-means,0
a_002_NK.fcs,12436,k-means,0
a_002_NK.fcs,12661,k-means,2
a_002_NK.fcs,12696,k-means,0
a_002_NK.fcs,12714,k-means,0
a_002_NK.fcs,12783,k-means,1
a_002_NK.fcs,12798,k-means,2
a_002_NK.fcs,13145,k-means,1
a_002_NK.fcs,13378,k-means,0
a_002_NK.fcs,13505,k-means,3
a_002_NK.fcs,13721,k-means,0
a_002_NK.fcs,13722,k-means,3
a_002_NK.fcs,13780,k-means,3
a_002_NK.fcs,13795,k-means,2
a_002_NK.fcs,13802,k-means,1
a_002_NK.fcs,13806,k-means,0
a_002_NK.fcs,13841,k-means,2
a_002_NK.fcs,13889,k-means,1
a_002_NK.fcs,13902,k-means,0
a_002_NK.fcs,14094,k-means,0
a_002_NK.fcs,14245,k-means,2
a_002_NK.fcs,14434,k-means,0
a_002_NK.fcs,14448,k-means,2
a_002_NK.fcs,14512,k-means,1
a_002_NK.fcs,14727,k-means,3
a_002_NK.fcs,14770,k-means,0
a_002_NK.fcs,14835,k-means,2
a_002_NK.fcs,14867,k-means,2
a_002_NK.fcs,14888,k-means,0
a_002_NK.fcs,15079,k-means,3
a_002_NK.fcs,15439,k-means,0
a_002_NK.fcs,15480,k-means,2
a_002_NK.fcs,15802,k-means,1
a_002_NK.fcs,16047,k-means,3
a_002_NK.fcs,16050,k-means,0
a_002_NK.fcs,16071,k-means,3
a_002_NK.fcs,16163,k-means,2
a_002_NK.fcs,16297,k-means,3
a_002_NK.fcs,16341,k-means,2
a_002_NK.fcs,16432,k-means,2
a_002_NK.fcs,16515,k-means,1
a_002_NK.fcs,16549,k-means,3
a_002_NK.fcs,16612,k-means,0
a_002_NK.fcs,16743,k-means,2
a_002_NK.fcs,16831,k-means,3
a_002_NK.fcs,16989,k-means,2
a_002_NK.fcs,17033,k-means,2
a_002_NK.fcs,17331,k-means,2
a_002_NK.fcs,17436,k-means,1
a_002_NK.fcs,17467,k-means,2
a_002_NK.fcs,17500,k-means,3
a_002_NK.fcs,17538,k-means,2
a_002_NK.fcs,17644,k-means,0
a_002_NK.fcs,17912,k-means,2
a_002_NK.fcs,18005,k-means,3
a_002_NK.fcs,18022,k-means,1
a_002_NK.fcs,18076,k-means,3
a_002_NK.fcs,18273,k-means,3
a_002_NK.fcs,18363,k-means,2
a_002_NK.fcs,18485,k-means,2
a_002_NK.fcs,18489,k-means,2
a_002_NK.fcs,18523,k-means,2
a_002_NK.fcs,18604,k-means,3
a_002_NK.fcs,18848,k-means,2
a_002_NK.fcs,18873,k-means,0
a_002_NK.fcs,18954,k-means,2
a_002_NK.fcs,18961,k-means,0
a_002_NK.fcs,18975,k-means,2
a_002_NK.fcs,18978,k-means,0
a_002_NK.fcs,19017,k-means,3
a_002_NK.fcs,19124,k-means,0
a_002_NK.fcs,19330,k-means,0
a_002_NK.fcs,19426,k-means,2
a_002_NK.fcs,19576,k-means,1
a_002_NK.fcs,19769,k-means,3
a_002_NK.fcs,19778,k-means,3
a_002_NK.fcs,20060,k-means,0
a_002_NK.fcs,20081,k-means,3
a_002_NK.fcs,20250,k-means,0
a_002_NK.fcs,20333,k-means,2
a_002_NK.fcs,20340,k-means,1
a_002_NK.fcs,20356,k-means,0
a_002_NK.fcs,20466,k-means,2
a_002_NK.fcs,20701,k-means,2
a_002_NK.fcs,20703,k-means,2
a_002_NK.fcs,20832,k-means,2
a_002_NK.fcs,20904,k-means,3
a_002_NK.fcs,20937,k-means,1
a_002_NK.fcs,21060,k-means,2
a_002_NK.fcs,21070,k-means,1
a_002_NK.fcs,21104,k-means,0
a_002_NK.fcs,21237,k-means,3
a_002_NK.fcs,21393,k-means,2
a_002_NK.fcs,21466,k-means,2
a_002_NK.fcs,21467,k-means,0
a_002_NK.fcs,21605,k-means,1
a_002_NK.fcs,21681,k-means,3
a_002_NK.fcs,21747,k-means,3
a_002_NK.fcs,21835,k-means,3
a_002_NK.fcs,21914,k-means,1
a_002_NK.fcs,21980,k-means,1
a_002_NK.fcs,22089,k-means,0
a_002_NK.fcs,22133,k-means,1
a_002_NK.fcs,22256,k-means,2
a_002_NK.fcs,22300,k-means,2
a_002_NK.fcs,22427,k-means,0
a_002_NK.fcs,22582,k-means,2
a_002_NK.fcs,22632,k-means,2
a_002_NK.fcs,22864,k-means,2
a_002_NK.fcs,23065,k-means,0
a_002_NK.fcs,23142,k-means,0
a_002_NK.fcs,23147,k-means,2
a_002_NK.fcs,23181,k-means,2
a_002_NK.fcs,23190,k-means,3
a_002_NK.fcs,23301,k-means,1
a_002_NK.fcs,23381,k-means,2
a_002_NK.fcs,23518,k-means,2
a_002_NK.fcs,23590,k-means,1
a_002_NK.fcs,23651,k-means,2
a_002_NK.fcs,23771,k-means,0
a_002_NK.fcs,23875,k-means,3
a_002_NK.fcs,23884,k-means,2
a_002_NK.fcs,24039,k-means,3
a_002_NK.fcs,24260,k-means,1
a_002_NK.fcs,24388,k-means,1
a_002_NK.fcs,24441,k-means,3
a_002_NK.fcs,24674,k-means,0
a_002_NK.fcs,24740,k-means,1
a_002_NK.fcs,25052,k-means,0
a_002_NK.fcs,25205,k-means,3
a_002_NK.fcs,25300,k-means,3
a_002_NK.fcs,25562,k-means,1
a_002_NK.fcs,25812,k-means,2
a_002_NK.fcs,25842,k-means,2
a_002_NK.fcs,25981,k-means,0
a_002_NK.fcs,26035,k-means,2
a_002_NK.fcs,26198,k-means,2
a_002_NK.fcs,26234,k-means,3
a_002_NK.fcs,26324,k-means,1
a_002_NK.fcs,26390,k-means,3
a_002_NK.fcs,26482,k-means,0
a_002_NK.fcs,26485,k-means,2
a_002_NK.fcs,26815,k-means,3
a_002_NK.fcs,27122,k-means,2
a_002_NK.fcs,27396,k-means,0
a_002_NK.fcs,27703,k-means,2
a_002_NK.fcs,27705,k-means,2
a_002_NK.fcs,27753,k-means,2
a_002_NK.fcs,27769,k-means,2
a_002_NK.fcs,27845,k-means,2
a_002_NK.fcs,28018,k-means,1
a_002_NK.fcs,28210,k-means,2
a_002_NK.fcs,28535,k-means,1
a_002_NK.fcs,28765,k-means,2
a_002_NK.fcs,28881,k-means,0
a_002_NK.fcs,29094,k-means,0
a_002_NK.fcs,29153,k-means,3
a_002_NK.fcs,29176,k-means,0
a_002_NK.fcs,29218,k-means,0
a_002_NK.fcs,29544,k-means,3
a_002_NK.fcs,29806,k-means,2
a_002_NK.fcs,29968,k-means,1
a_002_NK.fcs,30123,k-means,1
a_002_NK.fcs,30131,k-means,0
a_002_NK.fcs,30183,k-means,3
a_002_NK.fcs,30184,k-means,3
a_002_NK.fcs,30264,k-means,2
a_002_NK.fcs,30443,k-means,0
a_002_NK.fcs,30544,k-means,0
a_002_NK.fcs,30565,k-means,1
a_002_NK.fcs,30617,k-means,0
a_002_NK.fcs,30707,k-means,1
a_002_NK.fcs,30778,k-means,2
a_002_NK.fcs,30792,k-means,2
a_002_NK.fcs,30915,k-means,2
a_002_NK.fcs,31056,k-means,2
a_002_NK.fcs,31083,k-means,2
a_002_NK.fcs,31088,k-means,2
a_002_NK.fcs,31124,k-means,2
a_002_NK.fcs,31135,k-means,2
a_002_NK.fcs,31210,k-means,2
a_002_NK.fcs,31240,k-means,3
a_002_NK.fcs,31241,k-means,2
a_002_NK.fcs,31407,k-means,3
a_002_NK.fcs,31727,k-means,2
a_002_NK.fcs,31937,k-means,1
a_002_NK.fcs,32446,k-means,0
a_002_NK.fcs,32452,k-means,0
a_002_NK.fcs,32462,k-means,3
a_002_NK.fcs,32497,k-means,3
a_002_NK.fcs,32603,k-means,3
a_002_NK.fcs,32658,k-means,2
a_002_NK.fcs,32747,k-means,3
a_002_NK.fcs,32802,k-means,2
a_002_NK.fcs,32814,k-means,2
a_002_NK.fcs,32972,k-means,3
a_002_NK.fcs,33046,k-means,2
a_002_NK.fcs,33119,k-means,3
a_002_NK.fcs,33273,k-means,0
a_002_NK.fcs,33574,k-means,1
a_002_NK.fcs,33598,k-means,2
a_002_NK.fcs,33899,k-means,1
a_002_NK.fcs,33954,k-means,2
a_002_NK.fcs,34086,k-means,1
a_002_NK.fcs,34232,k-means,3
a_002_NK.fcs,34240,k-means,0
a_002_NK.fcs,34420,k-means,0
a_002_NK.fcs,34462,k-means,2
a_002_NK.fcs,34523,k-means,2
a_002_NK.fcs,34585,k-means,2
a_002_NK.fcs,34591,k-means,2
a_002_NK.fcs,34612,k-means,3
a_002_NK.fcs,34619,k-means,2
a_002_NK.fcs,34702,k-means,3
a_002_NK.fcs,34819,k-means,0
a_002_NK.fcs,34876,k-means,1
a_002_NK.fcs,34918,k-means,2
a_002_NK.fcs,35057,k-means,3
a_002_NK.fcs,35058,k-means,2
a_002_NK.fcs,35147,k-means,2
a_002_NK.fcs,35221,k-means,1
a_002_NK.fcs,35224,k-means,2
a_002_NK.fcs,35246,k-means,2
a_002_NK.fcs,35468,k-means,3
a_002_NK.fcs,35508,k-means,3
a_002_NK.fcs,35690,k-means,3
a_002_NK.fcs,35892,k-means,3
a_002_NK.fcs,36124,k-means,0
a_002_NK.fcs,36210,k-means,2
a_002_NK.fcs,36299,k-means,2
a_002_NK.fcs,36375,k-means,0
a_002_NK.fcs,36633,k-means,2
a_002_NK.fcs,36749,k-means,3
a_002_NK.fcs,36772,k-means,3
a_002_NK.fcs,36819,k-means,3
a_002_NK.fcs,36881,k-means,3
a_002_NK.fcs,37047,k-means,3
a_002_NK.fcs,37169,k-means,3
a_002_NK.fcs,37289,k-means,2
a_002_NK.fcs,37533,k-means,3
a_002_NK.fcs,37635,k-means,0
a_002_NK.fcs,37641,k-means,1
a_002_NK.fcs,37794,k-means,2
a_002_NK.fcs,38001,k-means,0
a_002_NK.fcs,38431,k-means,3
a_002_NK.fcs,38509,k-means,2
a_002_NK.fcs,38675,k-means,3
a_002_NK.fcs,38762,k-means,2
a_002_NK.fcs,38869,k-means,1
a_002_NK.fcs,38873,k-means,2
a_002_NK.fcs,38943,k-means,2
a_002_NK.fcs,38957,k-means,3
a_002_NK.fcs,39025,k-means,3
a_002_NK.fcs,39095,k-means,2
a_002_NK.fcs,39126,k-means,2
a_002_NK.fcs,39316,k-means,3
a_002_NK.fcs,39333,k-means,2
a_002_NK.fcs,39370,k-means,1
a_002_NK.fcs,39408,k-means,0
a_002_NK.fcs,39595,k-means,0
a_002_NK.fcs,39656,k-means,2
a_002_NK.fcs,39886,k-means,0
a_002_NK.fcs,39901,k-means,0
a_002_NK.fcs,39944,k-means,0
a_002_NK.fcs,39951,k-means,3
a_002_NK.fcs,40061,k-means,1
a_002_NK.fcs,40261,k-means,2
a_002_NK.fcs,40422,k-means,2
a_002_NK.fcs,40684,k-means,2
a_002_NK.fcs,40835,k-means,3
a_002_NK.fcs,40875,k-means,2
a_002_NK.fcs,40928,k-means,0
a_002_NK.fcs,41047,k-means,2
a_002_NK.fcs,41341,k-means,2
a_002_NK.fcs,41380,k-means,0
a_002_NK.fcs,41477,k-means,2
a_002_NK.fcs,41502,k-means,2
a_002_NK.fcs,41769,k-means,1
a_002_NK.fcs,41925,k-means,0
a_002_NK.fcs,41950,k-means,2
a_002_NK.fcs,41971,k-means,2
a_002_NK.fcs,41998,k-means,1
a_002_NK.fcs,42069,k-means,0
a_002_NK.fcs,42153,k-means,1
a_002_NK.fcs,42219,k-means,2
a_002_NK.fcs,42298,k-means,0
a_002_NK.fcs,42310,k-means,1
a_002_NK.fcs,42329,k-means,3
a_002_NK.fcs,42345,k-means,1
a_002_NK.fcs,42450,k-means,3
a_002_NK.fcs,42642,k-means,3
a_002_NK.fcs,42858,k-means,3
a_002_NK.fcs,42896,k-means,1
a_002_NK.fcs,42926,k-means,3
