cell_id,sample_id,event_index,component_1,component_2,n_test_models,positive_count,negative_count,positive_frequency,negative_frequency
gated_alive:a_004:42075,a_004,42075,4.830492973327637,54.71277618408203,13,0,0,0.0,0.0
gated_alive:a_004:42205,a_004,42205,-39.324851989746094,38.47018051147461,13,0,0,0.0,0.0
gated_alive:a_004:43260,a_004,43260,-43.55221939086914,31.705793380737305,13,0,0,0.0,0.0
gated_alive:a_004:43418,a_004,43418,37.93617248535156,50.456363677978516,13,0,0,0.0,0.0
gated_alive:a_004:43477,a_004,43477,-7.4155707359313965,-55.66350555419922,13,0,4,0.0,0.3076923076923077
gated_alive:a_004:43495,a_004,43495,-22.575132369995117,-12.040961265563965,13,0,0,0.0,0.0
gated_alive:a_004:43580,a_004,43580,-8.35054874420166,13.641646385192871,13,0,0,0.0,0.0
gated_alive:a_004:43820,a_004,43820,-17.97655487060547,34.49805450439453,13,0,0,0.0,0.0
gated_alive:a_004:44028,a_004,44028,38.287899017333984,-23.946802139282227,13,0,1,0.0,0.07692307692307693
gated_alive:a_004:44332,a_004,44332,-35.57228088378906,35.826751708984375,13,0,0,0.0,0.0
gated_alive:a_004:44408,a_004,44408,18.981264114379883,26.843053817749023,13,0,0,0.0,0.0
gated_alive:a_004:44440,a_004,44440,-14.012299537658691,-37.811519622802734,13,0,0,0.0,0.0
gated_alive:a_004:44543,a_004,44543,-11.748377799987793,3.7089345455169678,13,0,0,0.0,0.0
gated_alive:a_004:44644,a_004,44644,8.499731063842773,42.24263000488281,13,0,0,0.0,0.0
gated_alive:a_004:44770,a_004,44770,38.10544204711914,-13.942703247070312,13,0,0,0.0,0.0
gated_alive:a_004:45705,a_004,45705,-12.56849479675293,19.079164505004883,13,0,0,0.0,0.0
gated_alive:a_004:45849,a_004,45849,-49.75998306274414,36.36038589477539,13,0,0,0.0,0.0
gated_alive:a_004:47755,a_004,47755,14.815119743347168,36.11296081542969,13,0,0,0.0,0.0
gated_alive:a_004:47779,a_004,47779,-37.08723449707031,-19.706884384155273,13,0,0,0.0,0.0
gated_alive:a_004:48752,a_004,48752,8.243844985961914,46.93415069580078,13,0,0,0.0,0.0
gated_alive:a_004:49166,a_004,49166,-9.311720848083496,40.100284576416016,13,0,0,0.0,0.0
gated_alive:a_004:49190,a_004,49190,56.75774383544922,-11.021059036254883,13,0,0,0.0,0.0
gated_alive:a_004:49343,a_004,49343,-47.91624069213867,37.1966552734375,13,0,0,0.0,0.0
gated_alive:a_004:49625,a_004,49625,52.08527755737305,-22.19317626953125,13,0,0,0.0,0.0
gated_alive:a_004:50175,a_004,50175,54.716224670410156,15.312726974487305,13,0,0,0.0,0.0
gated_alive:a_004:50278,a_004,50278,13.974605560302734,42.208797454833984,13,0,0,0.0,0.0
gated_alive:a_004:50732,a_004,50732,-37.970611572265625,-11.977959632873535,13,0,0,0.0,0.0
gated_alive:a_004:50974,a_004,50974,-49.2847785949707,39.0972785949707,13,0,0,0.0,0.0
gated_alive:a_004:51101,a_004,51101,-35.30099868774414,36.771148681640625,13,0,0,0.0,0.0
gated_alive:a_004:51562,a_004,51562,45.52195358276367,-17.171201705932617,13,0,0,0.0,0.0
gated_alive:a_004:51801,a_004,51801,-39.58470916748047,-6.858359336853027,13,0,0,0.0,0.0
gated_alive:a_004:52196,a_004,52196,-30.149396896362305,-14.480454444885254,13,0,0,0.0,0.0
gated_alive:a_004:52363,a_004,52363,-5.671181678771973,-45.64345169067383,13,0,0,0.0,0.0
gated_alive:a_004:52601,a_004,52601,0.5976173877716064,44.79621887207031,13,0,0,0.0,0.0
gated_alive:a_004:52784,a_004,52784,14.954779624938965,37.29817581176758,13,0,0,0.0,0.0
gated_alive:a_004:52830,a_004,52830,55.75931167602539,34.5280647277832,13,0,0,0.0,0.0
gated_alive:a_004:52951,a_004,52951,6.725785255432129,-48.62394332885742,13,0,0,0.0,0.0
gated_alive:a_004:53019,a_004,53019,25.853717803955078,54.74263381958008,13,0,0,0.0,0.0
gated_alive:a_004:53128,a_004,53128,-1.6901198625564575,35.17603302001953,13,0,0,0.0,0.0
gated_alive:a_004:53742,a_004,53742,-7.555695533752441,-19.118148803710938,13,0,0,0.0,0.0
gated_alive:a_004:54854,a_004,54854,-38.92571258544922,38.928794860839844,13,0,0,0.0,0.0
gated_alive:a_004:55206,a_004,55206,2.001708745956421,42.26491165161133,13,0,0,0.0,0.0
gated_alive:a_004:55313,a_004,55313,-7.111884593963623,16.42889976501465,13,0,0,0.0,0.0
gated_alive:a_004:55688,a_004,55688,47.40427017211914,-17.457128524780273,13,0,0,0.0,0.0
gated_alive:a_004:55766,a_004,55766,-3.4068551063537598,32.43440246582031,13,0,0,0.0,0.0
gated_alive:a_004:57284,a_004,57284,-28.382545471191406,-14.108034133911133,13,0,0,0.0,0.0
gated_alive:a_004:57354,a_004,57354,46.949913024902344,-29.0791015625,13,0,0,0.0,0.0
gated_alive:a_004:57768,a_004,57768,20.384719848632812,-27.46456527709961,13,0,0,0.0,0.0
gated_alive:a_004:58007,a_004,58007,-48.773990631103516,-3.98624324798584,13,0,0,0.0,0.0
gated_alive:a_004:58320,a_004,58320,-19.35157012939453,22.118867874145508,13,0,0,0.0,0.0
gated_alive:a_004:58413,a_004,58413,15.138991355895996,43.071441650390625,13,0,0,0.0,0.0
gated_alive:a_004:58422,a_004,58422,11.467906951904297,57.26809310913086,13,0,0,0.0,0.0
gated_alive:a_004:58434,a_004,58434,49.79719924926758,8.277820587158203,13,0,0,0.0,0.0
gated_alive:a_004:58457,a_004,58457,-38.18629837036133,38.39823913574219,13,0,0,0.0,0.0
gated_alive:a_004:58492,a_004,58492,16.678007125854492,50.72998809814453,13,0,0,0.0,0.0
gated_alive:a_004:58689,a_004,58689,-0.9176610112190247,36.835880279541016,13,0,0,0.0,0.0
gated_alive:a_004:58882,a_004,58882,-35.23395538330078,-3.6937031745910645,13,0,0,0.0,0.0
gated_alive:a_004:59423,a_004,59423,-33.273372650146484,-14.154714584350586,13,0,0,0.0,0.0
gated_alive:a_004:59829,a_004,59829,16.21247100830078,49.74625778198242,13,0,0,0.0,0.0
gated_alive:a_004:59895,a_004,59895,-19.76799964904785,15.498495101928711,13,0,0,0.0,0.0
gated_alive:a_004:60033,a_004,60033,-39.531578063964844,40.000450134277344,13,0,0,0.0,0.0
gated_alive:a_004:60181,a_004,60181,14.530384063720703,30.832839965820312,13,0,0,0.0,0.0
gated_alive:a_004:60339,a_004,60339,-18.016557693481445,17.32393455505371,13,0,0,0.0,0.0
gated_alive:a_004:60426,a_004,60426,-43.637081146240234,-27.937557220458984,13,0,0,0.0,0.0
gated_alive:a_004:61209,a_004,61209,9.277820587158203,35.40724182128906,13,0,0,0.0,0.0
gated_alive:a_004:61349,a_004,61349,-0.7949493527412415,-45.51671600341797,13,0,0,0.0,0.0
gated_alive:a_004:61451,a_004,61451,-46.96508026123047,-27.801090240478516,13,0,0,0.0,0.0
gated_alive:a_004:62133,a_004,62133,-36.9857177734375,38.89900207519531,13,0,0,0.0,0.0
gated_alive:a_004:62207,a_004,62207,-20.116243362426758,-19.98661994934082,13,0,0,0.0,0.0
gated_alive:a_004:62811,a_004,62811,4.641365051269531,40.671730041503906,13,0,0,0.0,0.0
gated_alive:a_004:62836,a_004,62836,-15.756482124328613,31.461275100708008,13,0,0,0.0,0.0
gated_alive:a_004:62888,a_004,62888,-36.5289421081543,28.984642028808594,13,0,0,0.0,0.0
gated_alive:a_004:63058,a_004,63058,-32.14896011352539,38.97871398925781,13,0,0,0.0,0.0
gated_alive:a_004:63173,a_004,63173,46.95824432373047,40.340545654296875,13,0,0,0.0,0.0
gated_alive:a_004:63256,a_004,63256,58.87760925292969,5.817037105560303,13,0,0,0.0,0.0
gated_alive:a_004:64357,a_004,64357,43.820621490478516,-26.464624404907227,13,0,0,0.0,0.0
gated_alive:a_004:64381,a_004,64381,10.337512969970703,-17.418739318847656,13,0,0,0.0,0.0
gated_alive:a_004:64922,a_004,64922,-34.36851119995117,-14.23731517791748,13,0,0,0.0,0.0
gated_alive:a_004:65079,a_004,65079,-44.12168884277344,-0.09315834194421768,13,0,0,0.0,0.0
gated_alive:a_004:65189,a_004,65189,-30.118894577026367,33.03854751586914,13,0,0,0.0,0.0
gated_alive:a_004:65205,a_004,65205,-9.094407081604004,31.718454360961914,13,0,0,0.0,0.0
gated_alive:a_004:65229,a_004,65229,-34.711727142333984,-14.983654975891113,13,0,0,0.0,0.0
gated_alive:a_004:65451,a_004,65451,46.05513000488281,-29.021692276000977,13,0,3,0.0,0.23076923076923078
gated_alive:a_004:65589,a_004,65589,-32.022682189941406,36.1877326965332,13,0,0,0.0,0.0
gated_alive:a_004:65728,a_004,65728,19.770660400390625,-10.656356811523438,13,0,0,0.0,0.0
gated_alive:a_004:65737,a_004,65737,-41.05482864379883,42.02730178833008,13,0,0,0.0,0.0
gated_alive:a_004:66008,a_004,66008,49.28227996826172,-35.18571090698242,13,3,7,0.23076923076923078,0.5384615384615384
gated_alive:a_004:66192,a_004,66192,1.5686655044555664,-47.53029251098633,13,0,0,0.0,0.0
gated_alive:a_004:66456,a_004,66456,-43.487728118896484,39.92464828491211,13,0,0,0.0,0.0
gated_alive:a_004:66779,a_004,66779,-13.727705001831055,46.83597183227539,13,0,0,0.0,0.0
gated_alive:a_004:67698,a_004,67698,-42.2569580078125,36.86985397338867,13,0,0,0.0,0.0
gated_alive:a_004:67856,a_004,67856,-36.5909423828125,28.915685653686523,13,0,0,0.0,0.0
gated_alive:a_004:67910,a_004,67910,53.67129898071289,-15.2483549118042,13,0,0,0.0,0.0
gated_alive:a_004:67974,a_004,67974,-39.899574279785156,-38.203643798828125,13,0,0,0.0,0.0
gated_alive:a_004:68346,a_004,68346,11.131587982177734,45.99449920654297,13,0,0,0.0,0.0
gated_alive:a_004:68416,a_004,68416,53.93670654296875,29.294769287109375,13,0,4,0.0,0.3076923076923077
gated_alive:a_004:68456,a_004,68456,15.075709342956543,41.53485870361328,13,0,0,0.0,0.0
gated_alive:a_004:68558,a_004,68558,8.929139137268066,53.273197174072266,13,0,0,0.0,0.0
gated_alive:a_004:68585,a_004,68585,1.5482994318008423,-47.99757385253906,13,0,0,0.0,0.0
gated_alive:a_004:68641,a_004,68641,-1.9853538274765015,13.633477210998535,13,0,0,0.0,0.0
gated_alive:a_004:69299,a_004,69299,-31.91136932373047,35.99509048461914,13,0,0,0.0,0.0
gated_alive:a_004:69308,a_004,69308,-38.2416877746582,38.97650146484375,13,0,0,0.0,0.0
gated_alive:a_004:69348,a_004,69348,-32.22331619262695,33.28089904785156,13,0,0,0.0,0.0
gated_alive:a_004:69488,a_004,69488,23.471221923828125,-39.21438980102539,13,0,2,0.0,0.15384615384615385
gated_alive:a_004:69574,a_004,69574,-30.70070457458496,37.30769729614258,13,0,0,0.0,0.0
gated_alive:a_004:69652,a_004,69652,-54.54473876953125,34.97798156738281,13,0,1,0.0,0.07692307692307693
gated_alive:a_004:69742,a_004,69742,42.326107025146484,-15.764864921569824,13,0,0,0.0,0.0
gated_alive:a_004:69839,a_004,69839,25.55908203125,42.570213317871094,13,0,0,0.0,0.0
gated_alive:a_004:70205,a_004,70205,10.741658210754395,-27.834529876708984,13,0,0,0.0,0.0
gated_alive:a_004:70227,a_004,70227,-35.87704086303711,-16.2088623046875,13,0,0,0.0,0.0
gated_alive:a_004:70327,a_004,70327,15.454998016357422,46.0092887878418,13,0,0,0.0,0.0
gated_alive:a_004:70630,a_004,70630,-23.736909866333008,-14.650223731994629,13,0,0,0.0,0.0
gated_alive:a_004:71184,a_004,71184,-22.233678817749023,39.03384017944336,13,0,0,0.0,0.0
gated_alive:a_004:71309,a_004,71309,-14.430057525634766,-37.763057708740234,13,0,0,0.0,0.0
gated_alive:a_004:71316,a_004,71316,25.319664001464844,-21.21450424194336,13,0,0,0.0,0.0
gated_alive:a_004:71394,a_004,71394,-3.741093397140503,53.40340805053711,13,0,0,0.0,0.0
gated_alive:a_004:71532,a_004,71532,52.52120590209961,30.5699405670166,13,0,0,0.0,0.0
gated_alive:a_004:71888,a_004,71888,-13.259371757507324,-22.20354461669922,13,0,0,0.0,0.0
gated_alive:a_004:71961,a_004,71961,43.243873596191406,-15.765093803405762,13,0,0,0.0,0.0
gated_alive:a_004:72083,a_004,72083,-33.144100189208984,-13.534093856811523,13,0,0,0.0,0.0
gated_alive:a_004:72270,a_004,72270,-53.886898040771484,-32.41424560546875,13,0,0,0.0,0.0
gated_alive:a_004:72360,a_004,72360,-25.898929595947266,-28.706676483154297,13,0,0,0.0,0.0
gated_alive:a_004:72547,a_004,72547,-11.817389488220215,-64.54035949707031,13,0,0,0.0,0.0
gated_alive:a_004:73338,a_004,73338,-23.9014949798584,-55.42573547363281,13,0,0,0.0,0.0
gated_alive:a_004:74089,a_004,74089,49.83903884887695,-18.558284759521484,13,0,0,0.0,0.0
gated_alive:a_004:74176,a_004,74176,20.562814712524414,31.81758689880371,13,0,0,0.0,0.0
gated_alive:a_004:74396,a_004,74396,-39.65083694458008,-34.8378791809082,13,0,0,0.0,0.0
gated_alive:a_004:74558,a_004,74558,5.507216453552246,59.48971939086914,13,0,0,0.0,0.0
gated_alive:a_004:75019,a_004,75019,38.920005798339844,-22.83295440673828,13,0,0,0.0,0.0
gated_alive:a_004:75231,a_004,75231,16.501447677612305,40.11868667602539,13,0,0,0.0,0.0
gated_alive:a_004:75279,a_004,75279,19.22216796875,46.11199951171875,13,0,0,0.0,0.0
gated_alive:a_004:75305,a_004,75305,-35.0839958190918,-17.054922103881836,13,0,0,0.0,0.0
gated_alive:a_004:75948,a_004,75948,21.573135375976562,47.5590934753418,13,0,0,0.0,0.0
gated_alive:a_004:77005,a_004,77005,-11.528196334838867,24.009946823120117,13,0,0,0.0,0.0
gated_alive:a_004:77704,a_004,77704,1.7023146152496338,44.04875564575195,13,0,0,0.0,0.0
gated_alive:a_004:77990,a_004,77990,14.462112426757812,52.146541595458984,13,0,0,0.0,0.0
gated_alive:a_004:78878,a_004,78878,-36.27925109863281,-39.98517608642578,13,0,0,0.0,0.0
gated_alive:a_004:79406,a_004,79406,-34.54773712158203,59.05424118041992,13,0,0,0.0,0.0
gated_alive:a_004:79705,a_004,79705,-12.7860746383667,5.0989532470703125,13,0,0,0.0,0.0
gated_alive:a_004:80147,a_004,80147,-45.214927673339844,26.588951110839844,13,0,0,0.0,0.0
gated_alive:a_004:80251,a_004,80251,-32.42753601074219,28.75440788269043,13,0,0,0.0,0.0
gated_alive:a_004:80346,a_004,80346,-4.268397808074951,16.14507293701172,13,0,0,0.0,0.0
gated_alive:a_004:80524,a_004,80524,10.241848945617676,38.935272216796875,13,0,0,0.0,0.0
gated_alive:a_004:80640,a_004,80640,20.231142044067383,-12.501182556152344,13,0,0,0.0,0.0
gated_alive:a_004:81454,a_004,81454,19.053030014038086,-29.447425842285156,13,0,0,0.0,0.0
gated_alive:a_004:82605,a_004,82605,-37.422977447509766,-4.2744975090026855,13,0,0,0.0,0.0
gated_alive:a_004:83046,a_004,83046,-29.917024612426758,-17.42742156982422,13,0,0,0.0,0.0
gated_alive:a_004:83060,a_004,83060,-35.769927978515625,32.685447692871094,13,0,0,0.0,0.0
gated_alive:a_004:83274,a_004,83274,24.509559631347656,50.98127746582031,13,0,0,0.0,0.0
gated_alive:a_004:83386,a_004,83386,-29.857898712158203,-12.004289627075195,13,0,0,0.0,0.0
gated_alive:a_004:83458,a_004,83458,48.83171081542969,-34.487667083740234,13,4,9,0.3076923076923077,0.6923076923076923
gated_alive:a_004:85208,a_004,85208,-52.985103607177734,31.766469955444336,13,0,0,0.0,0.0
gated_alive:a_004:85462,a_004,85462,-12.543825149536133,19.066362380981445,13,0,0,0.0,0.0
gated_alive:a_004:85759,a_004,85759,-11.265867233276367,38.24972152709961,13,0,0,0.0,0.0
gated_alive:a_004:85887,a_004,85887,-14.958672523498535,9.856627464294434,13,0,0,0.0,0.0
gated_alive:a_004:85898,a_004,85898,-57.14569854736328,16.3448486328125,13,0,0,0.0,0.0
gated_alive:a_004:85953,a_004,85953,-25.41709327697754,-43.8317756652832,13,0,0,0.0,0.0
gated_alive:a_004:86018,a_004,86018,-33.44718551635742,-13.478453636169434,13,0,0,0.0,0.0
gated_alive:a_004:86484,a_004,86484,-58.132904052734375,-6.028397083282471,13,0,0,0.0,0.0
gated_alive:a_004:87099,a_004,87099,-31.67554473876953,22.947681427001953,13,0,0,0.0,0.0
gated_alive:a_004:87215,a_004,87215,2.1045148372650146,44.289390563964844,13,0,0,0.0,0.0
gated_alive:a_004:87385,a_004,87385,-25.544313430786133,29.492101669311523,13,0,0,0.0,0.0
gated_alive:a_004:87398,a_004,87398,-46.71561813354492,33.74810028076172,13,0,0,0.0,0.0
gated_alive:a_004:87640,a_004,87640,-35.965476989746094,37.436058044433594,13,0,0,0.0,0.0
gated_alive:a_004:87706,a_004,87706,47.928585052490234,7.256459712982178,13,0,0,0.0,0.0
gated_alive:a_004:87766,a_004,87766,22.9196834564209,-18.6993350982666,13,0,0,0.0,0.0
gated_alive:a_004:87783,a_004,87783,15.58569622039795,37.22108840942383,13,0,0,0.0,0.0
gated_alive:a_004:87862,a_004,87862,-44.26237487792969,32.411582946777344,13,0,0,0.0,0.0
gated_alive:a_004:87976,a_004,87976,51.63545608520508,-3.933837413787842,13,0,0,0.0,0.0
gated_alive:a_004:88034,a_004,88034,-37.83163833618164,39.544918060302734,13,0,0,0.0,0.0
gated_alive:a_004:88319,a_004,88319,49.326454162597656,37.67802429199219,13,0,0,0.0,0.0
gated_alive:a_004:88436,a_004,88436,-32.977394104003906,29.674518585205078,13,0,0,0.0,0.0
gated_alive:a_004:88657,a_004,88657,-11.18744945526123,-30.640892028808594,13,0,0,0.0,0.0
gated_alive:a_004:88878,a_004,88878,42.31566619873047,-15.955619812011719,13,0,0,0.0,0.0
gated_alive:a_004:88984,a_004,88984,-28.100488662719727,39.706085205078125,13,0,0,0.0,0.0
gated_alive:a_004:89278,a_004,89278,-18.83445167541504,-57.97307586669922,13,0,0,0.0,0.0
gated_alive:a_004:89863,a_004,89863,17.171070098876953,38.17304229736328,13,0,0,0.0,0.0
gated_alive:a_004:90788,a_004,90788,-43.76225662231445,22.23062515258789,13,0,0,0.0,0.0
gated_alive:a_004:90961,a_004,90961,52.37372589111328,-20.433734893798828,13,0,0,0.0,0.0
gated_alive:a_004:92294,a_004,92294,-5.076743125915527,-27.406227111816406,13,0,1,0.0,0.07692307692307693
gated_alive:a_004:92481,a_004,92481,-36.45755386352539,35.18049621582031,13,0,0,0.0,0.0
gated_alive:a_004:92655,a_004,92655,-22.80293083190918,37.716068267822266,13,0,0,0.0,0.0
gated_alive:a_004:93354,a_004,93354,25.461223602294922,53.122352600097656,13,0,0,0.0,0.0
gated_alive:a_004:93912,a_004,93912,47.219764709472656,-28.997682571411133,13,0,0,0.0,0.0
gated_alive:a_004:94000,a_004,94000,-35.06256866455078,-17.380538940429688,13,0,0,0.0,0.0
gated_alive:a_004:94117,a_004,94117,6.129395961761475,55.13962173461914,13,0,0,0.0,0.0
gated_alive:a_004:94262,a_004,94262,23.60125732421875,-11.18858528137207,13,0,0,0.0,0.0
gated_alive:a_004:94398,a_004,94398,-35.4069938659668,37.387290954589844,13,0,0,0.0,0.0
gated_alive:a_004:94436,a_004,94436,-28.399280548095703,-15.149162292480469,13,0,0,0.0,0.0
gated_alive:a_004:94909,a_004,94909,41.63739776611328,-22.232393264770508,13,0,0,0.0,0.0
gated_alive:a_004:94969,a_004,94969,15.812857627868652,47.00447082519531,13,0,0,0.0,0.0
gated_alive:a_004:95386,a_004,95386,-35.72068786621094,11.88987922668457,13,0,0,0.0,0.0
gated_alive:a_004:95661,a_004,95661,29.467592239379883,20.01462745666504,13,0,0,0.0,0.0
gated_alive:a_004:96702,a_004,96702,-2.3504486083984375,-37.03410720825195,13,0,0,0.0,0.0
gated_alive:a_004:96795,a_004,96795,-4.947497367858887,18.876550674438477,13,0,0,0.0,0.0
gated_alive:a_004:96985,a_004,96985,9.274252891540527,27.899045944213867,13,0,0,0.0,0.0
gated_alive:a_004:97097,a_004,97097,-46.61820983886719,8.216999053955078,13,0,0,0.0,0.0
gated_alive:a_004:97302,a_004,97302,-39.8573112487793,38.177799224853516,13,0,0,0.0,0.0
gated_alive:a_004:98080,a_004,98080,7.639308929443359,60.20232391357422,13,0,0,0.0,0.0
gated_alive:a_004:98194,a_004,98194,-54.20960235595703,-14.791169166564941,13,0,0,0.0,0.0
gated_alive:a_004:98297,a_004,98297,10.379654884338379,38.54360580444336,13,0,0,0.0,0.0
gated_alive:a_004:98441,a_004,98441,9.334660530090332,13.49557113647461,13,4,9,0.3076923076923077,0.6923076923076923
gated_alive:a_004:98486,a_004,98486,39.391170501708984,-14.297736167907715,13,0,0,0.0,0.0
gated_alive:a_004:98769,a_004,98769,12.85235595703125,34.089332580566406,13,0,0,0.0,0.0
gated_alive:a_004:98978,a_004,98978,-39.31543731689453,32.42579650878906,13,0,0,0.0,0.0
gated_alive:a_004:99042,a_004,99042,-57.45673751831055,15.320159912109375,13,0,0,0.0,0.0
gated_alive:a_004:99202,a_004,99202,-32.49587631225586,38.10386657714844,13,0,0,0.0,0.0
gated_alive:a_004:99541,a_004,99541,-34.40264892578125,35.415122985839844,13,0,0,0.0,0.0
gated_alive:a_004:100609,a_004,100609,32.70276641845703,11.442198753356934,13,0,0,0.0,0.0
gated_alive:a_004:100797,a_004,100797,52.569522857666016,-7.346798896789551,13,0,0,0.0,0.0
gated_alive:a_004:101469,a_004,101469,-26.114818572998047,-14.514297485351562,13,0,0,0.0,0.0
gated_alive:a_004:101537,a_004,101537,4.496770858764648,38.218727111816406,13,0,0,0.0,0.0
gated_alive:a_004:101989,a_004,101989,3.240158796310425,29.90105438232422,13,0,0,0.0,0.0
gated_alive:a_004:102061,a_004,102061,-37.373191833496094,49.824249267578125,13,0,0,0.0,0.0
gated_alive:a_004:102138,a_004,102138,41.5989875793457,-17.18103790283203,13,0,0,0.0,0.0
gated_alive:a_004:102564,a_004,102564,-6.723811626434326,49.55046081542969,13,0,0,0.0,0.0
gated_alive:a_004:103104,a_004,103104,-37.58943176269531,-16.227243423461914,13,0,0,0.0,0.0
gated_alive:a_004:103268,a_004,103268,-44.10435104370117,30.2888240814209,13,0,0,0.0,0.0
gated_alive:a_004:103687,a_004,103687,1.9239283800125122,43.95307922363281,13,0,0,0.0,0.0
gated_alive:a_004:103801,a_004,103801,10.27232551574707,60.38348388671875,13,0,0,0.0,0.0
gated_alive:a_004:104044,a_004,104044,-31.090883255004883,34.4400520324707,13,0,0,0.0,0.0
gated_alive:a_004:104451,a_004,104451,-0.15341481566429138,-49.65451431274414,13,0,0,0.0,0.0
gated_alive:a_004:104931,a_004,104931,17.947744369506836,39.07696533203125,13,0,0,0.0,0.0
gated_alive:a_004:104941,a_004,104941,-16.450761795043945,-13.379610061645508,13,0,0,0.0,0.0
gated_alive:a_004:104986,a_004,104986,-7.3055644035339355,59.76197814941406,13,0,0,0.0,0.0
gated_alive:a_004:105328,a_004,105328,56.30267333984375,34.707733154296875,13,0,0,0.0,0.0
gated_alive:a_004:105749,a_004,105749,15.126981735229492,1.5042318105697632,13,0,0,0.0,0.0
gated_alive:a_004:106310,a_004,106310,48.43572998046875,11.907033920288086,13,0,0,0.0,0.0
gated_alive:a_004:106575,a_004,106575,3.660585403442383,-33.827266693115234,13,0,0,0.0,0.0
gated_alive:a_004:106821,a_004,106821,-27.79420280456543,13.743966102600098,13,0,0,0.0,0.0
