split_id,donor_id,y_true,filter_id,frequency,n_cells,response_threshold,training_donors
0,a_002,1,0,0.010499999858438969,20000,15.466368675231934,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_004,0,0,0.0005499999970197678,20000,15.466368675231934,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_006,0,0,0.0,20000,15.466368675231934,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_1a,0,0,0.0005499999970197678,20000,15.466368675231934,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_2a,0,0,0.00044999999227002263,20000,15.466368675231934,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_4a,1,0,0.005349999759346247,20000,15.466368675231934,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
1,a_002,1,1,0.005049999803304672,20000,30.29729652404785,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_003,0,1,0.0005999999702908099,20000,30.29729652404785,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_004,0,1,9.999999747378752e-05,20000,30.29729652404785,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_006,0,1,0.0,20000,30.29729652404785,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_3b,0,1,0.00014999999257270247,20000,30.29729652404785,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_5a,1,1,0.010300000198185444,20000,30.29729652404785,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
2,a_002,1,1,0.009549999609589577,20000,19.3016300201416,a_001;a_006;a_009;a_011;a_012;a_2a;a_2b;a_4a;a_4b;a_5b
