cell_id,sample_id,event_index
gated_alive:a_012:152093,a_012,152093
gated_alive:a_012:152260,a_012,152260
gated_alive:a_012:152492,a_012,152492
gated_alive:a_012:152700,a_012,152700
gated_alive:a_012:152812,a_012,152812
gated_alive:a_012:153382,a_012,153382
gated_alive:a_012:153553,a_012,153553
gated_alive:a_012:153655,a_012,153655
gated_alive:a_012:153680,a_012,153680
gated_alive:a_012:154857,a_012,154857
gated_alive:a_012:154908,a_012,154908
gated_alive:a_012:155073,a_012,155073
gated_alive:a_012:155312,a_012,155312
gated_alive:a_012:156139,a_012,156139
gated_alive:a_012:156571,a_012,156571
gated_alive:a_012:156712,a_012,156712
gated_alive:a_012:157511,a_012,157511
gated_alive:a_012:157869,a_012,157869
gated_alive:a_012:159511,a_012,159511
gated_alive:a_012:160378,a_012,160378
gated_alive:a_012:161055,a_012,161055
gated_alive:a_012:161282,a_012,161282
gated_alive:a_012:161526,a_012,161526
gated_alive:a_012:161528,a_012,161528
gated_alive:a_012:162107,a_012,162107
gated_alive:a_012:162233,a_012,162233
gated_alive:a_012:162443,a_012,162443
gated_alive:a_012:163269,a_012,163269
gated_alive:a_012:163294,a_012,163294
gated_alive:a_012:164343,a_012,164343
gated_alive:a_012:164446,a_012,164446
gated_alive:a_012:164605,a_012,164605
gated_alive:a_012:164704,a_012,164704
gated_alive:a_012:164954,a_012,164954
gated_alive:a_012:165022,a_012,165022
gated_alive:a_012:166013,a_012,166013
gated_alive:a_012:166448,a_012,166448
gated_alive:a_012:166935,a_012,166935
gated_alive:a_012:166936,a_012,166936
gated_alive:a_012:167274,a_012,167274
gated_alive:a_012:167915,a_012,167915
gated_alive:a_012:168076,a_012,168076
gated_alive:a_012:168563,a_012,168563
gated_alive:a_012:168681,a_012,168681
gated_alive:a_012:169514,a_012,169514
gated_alive:a_012:170114,a_012,170114
gated_alive:a_012:170408,a_012,170408
gated_alive:a_012:170999,a_012,170999
gated_alive:a_012:171108,a_012,171108
gated_alive:a_012:171307,a_012,171307
gated_alive:a_012:171567,a_012,171567
gated_alive:a_012:172034,a_012,172034
gated_alive:a_012:172287,a_012,172287
gated_alive:a_012:173053,a_012,173053
gated_alive:a_012:173430,a_012,173430
gated_alive:a_012:174900,a_012,174900
gated_alive:a_012:176487,a_012,176487
gated_alive:a_012:176689,a_012,176689
gated_alive:a_012:177095,a_012,177095
gated_alive:a_012:177229,a_012,177229
gated_alive:a_012:177956,a_012,177956
gated_alive:a_012:178263,a_012,178263
gated_alive:a_012:179312,a_012,179312
gated_alive:a_012:179434,a_012,179434
gated_alive:a_012:179580,a_012,179580
gated_alive:a_012:179603,a_012,179603
gated_alive:a_012:179681,a_012,179681
gated_alive:a_012:179805,a_012,179805
gated_alive:a_012:180091,a_012,180091
gated_alive:a_012:180630,a_012,180630
gated_alive:a_012:180767,a_012,180767
gated_alive:a_012:180919,a_012,180919
gated_alive:a_012:182458,a_012,182458
gated_alive:a_012:182793,a_012,182793
gated_alive:a_012:183482,a_012,183482
gated_alive:a_012:183486,a_012,183486
gated_alive:a_012:183565,a_012,183565
gated_alive:a_012:183873,a_012,183873
gated_alive:a_012:184012,a_012,184012
gated_alive:a_012:184015,a_012,184015
gated_alive:a_012:184254,a_012,184254
gated_alive:a_012:184816,a_012,184816
gated_alive:a_012:185277,a_012,185277
gated_alive:a_012:185656,a_012,185656
gated_alive:a_012:186204,a_012,186204
gated_alive:a_1a:73,a_1a,73
gated_alive:a_1a:120,a_1a,120
gated_alive:a_1a:199,a_1a,199
gated_alive:a_1a:353,a_1a,353
gated_alive:a_1a:449,a_1a,449
gated_alive:a_1a:812,a_1a,812
gated_alive:a_1a:1251,a_1a,1251
gated_alive:a_1a:1306,a_1a,1306
gated_alive:a_1a:1387,a_1a,1387
gated_alive:a_1a:1455,a_1a,1455
gated_alive:a_1a:1513,a_1a,1513
gated_alive:a_1a:1760,a_1a,1760
gated_alive:a_1a:2116,a_1a,2116
gated_alive:a_1a:2147,a_1a,2147
gated_alive:a_1a:2769,a_1a,2769
gated_alive:a_1a:2805,a_1a,2805
gated_alive:a_1a:3092,a_1a,3092
gated_alive:a_1a:4846,a_1a,4846
gated_alive:a_1a:5050,a_1a,5050
gated_alive:a_1a:5162,a_1a,5162
gated_alive:a_1a:5716,a_1a,5716
gated_alive:a_1a:5942,a_1a,5942
gated_alive:a_1a:6046,a_1a,6046
gated_alive:a_1a:6055,a_1a,6055
gated_alive:a_1a:6301,a_1a,6301
gated_alive:a_1a:6732,a_1a,6732
gated_alive:a_1a:7042,a_1a,7042
gated_alive:a_1a:7228,a_1a,7228
gated_alive:a_1a:7293,a_1a,7293
gated_alive:a_1a:7296,a_1a,7296
gated_alive:a_1a:7381,a_1a,7381
gated_alive:a_1a:7696,a_1a,7696
gated_alive:a_1a:8226,a_1a,8226
gated_alive:a_1a:8541,a_1a,8541
gated_alive:a_1a:9234,a_1a,9234
gated_alive:a_1a:9384,a_1a,9384
gated_alive:a_1a:9435,a_1a,9435
gated_alive:a_1a:9868,a_1a,9868
gated_alive:a_1a:9983,a_1a,9983
gated_alive:a_1a:10262,a_1a,10262
gated_alive:a_1a:10292,a_1a,10292
gated_alive:a_1a:10421,a_1a,10421
gated_alive:a_1a:10807,a_1a,10807
gated_alive:a_1a:10903,a_1a,10903
gated_alive:a_1a:11027,a_1a,11027
gated_alive:a_1a:11553,a_1a,11553
gated_alive:a_1a:11698,a_1a,11698
gated_alive:a_1a:11715,a_1a,11715
gated_alive:a_1a:11838,a_1a,11838
gated_alive:a_1a:12175,a_1a,12175
gated_alive:a_1a:12277,a_1a,12277
gated_alive:a_1a:12453,a_1a,12453
gated_alive:a_1a:12496,a_1a,12496
gated_alive:a_1a:13163,a_1a,13163
gated_alive:a_1a:13416,a_1a,13416
gated_alive:a_1a:13485,a_1a,13485
gated_alive:a_1a:13551,a_1a,13551
gated_alive:a_1a:13775,a_1a,13775
gated_alive:a_1a:13809,a_1a,13809
gated_alive:a_1a:13823,a_1a,13823
gated_alive:a_1a:13847,a_1a,13847
gated_alive:a_1a:14026,a_1a,14026
gated_alive:a_1a:14182,a_1a,14182
gated_alive:a_1a:14258,a_1a,14258
gated_alive:a_1a:14689,a_1a,14689
gated_alive:a_1a:14691,a_1a,14691
gated_alive:a_1a:14738,a_1a,14738
gated_alive:a_1a:14842,a_1a,14842
gated_alive:a_1a:16046,a_1a,16046
gated_alive:a_1a:16050,a_1a,16050
gated_alive:a_1a:16119,a_1a,16119
gated_alive:a_1a:17048,a_1a,17048
gated_alive:a_1a:17142,a_1a,17142
gated_alive:a_1a:17715,a_1a,17715
gated_alive:a_1a:17747,a_1a,17747
gated_alive:a_1a:18048,a_1a,18048
gated_alive:a_1a:18359,a_1a,18359
gated_alive:a_1a:18382,a_1a,18382
gated_alive:a_1a:18817,a_1a,18817
gated_alive:a_1a:19068,a_1a,19068
gated_alive:a_1a:19140,a_1a,19140
gated_alive:a_1a:19509,a_1a,19509
gated_alive:a_1a:20142,a_1a,20142
gated_alive:a_1a:20448,a_1a,20448
gated_alive:a_1a:20736,a_1a,20736
gated_alive:a_1a:20924,a_1a,20924
gated_alive:a_1a:21245,a_1a,21245
gated_alive:a_1a:21821,a_1a,21821
gated_alive:a_1a:22401,a_1a,22401
gated_alive:a_1a:22576,a_1a,22576
gated_alive:a_1a:22677,a_1a,22677
gated_alive:a_1a:22817,a_1a,22817
gated_alive:a_1a:23271,a_1a,23271
gated_alive:a_1a:23326,a_1a,23326
gated_alive:a_1a:23654,a_1a,23654
gated_alive:a_1a:23877,a_1a,23877
gated_alive:a_1a:24189,a_1a,24189
gated_alive:a_1a:24777,a_1a,24777
gated_alive:a_1a:25054,a_1a,25054
gated_alive:a_1a:25088,a_1a,25088
gated_alive:a_1a:25089,a_1a,25089
gated_alive:a_1a:25334,a_1a,25334
gated_alive:a_1a:25354,a_1a,25354
gated_alive:a_1a:25436,a_1a,25436
gated_alive:a_1a:25506,a_1a,25506
gated_alive:a_1a:25978,a_1a,25978
gated_alive:a_1a:26211,a_1a,26211
gated_alive:a_1a:26345,a_1a,26345
gated_alive:a_1a:26737,a_1a,26737
gated_alive:a_1a:27239,a_1a,27239
gated_alive:a_1a:27312,a_1a,27312
gated_alive:a_1a:27510,a_1a,27510
gated_alive:a_1a:28468,a_1a,28468
gated_alive:a_1a:29122,a_1a,29122
gated_alive:a_1a:30193,a_1a,30193
gated_alive:a_1a:30272,a_1a,30272
gated_alive:a_1a:30420,a_1a,30420
gated_alive:a_1a:30485,a_1a,30485
gated_alive:a_1a:30629,a_1a,30629
gated_alive:a_1a:30961,a_1a,30961
gated_alive:a_1a:31037,a_1a,31037
gated_alive:a_1a:32465,a_1a,32465
gated_alive:a_1a:32747,a_1a,32747
gated_alive:a_1a:32882,a_1a,32882
gated_alive:a_1a:33072,a_1a,33072
gated_alive:a_1a:33921,a_1a,33921
gated_alive:a_1a:34101,a_1a,34101
gated_alive:a_1a:34167,a_1a,34167
gated_alive:a_1a:34378,a_1a,34378
gated_alive:a_1a:34962,a_1a,34962
gated_alive:a_1a:35112,a_1a,35112
gated_alive:a_1a:35140,a_1a,35140
gated_alive:a_1a:35709,a_1a,35709
gated_alive:a_1a:35727,a_1a,35727
gated_alive:a_1a:36321,a_1a,36321
gated_alive:a_1a:37093,a_1a,37093
gated_alive:a_1a:37330,a_1a,37330
gated_alive:a_1a:37586,a_1a,37586
gated_alive:a_1a:38398,a_1a,38398
gated_alive:a_1a:38425,a_1a,38425
gated_alive:a_1a:38559,a_1a,38559
gated_alive:a_1a:38674,a_1a,38674
gated_alive:a_1a:38707,a_1a,38707
gated_alive:a_1a:38991,a_1a,38991
gated_alive:a_1a:39130,a_1a,39130
gated_alive:a_1a:39166,a_1a,39166
gated_alive:a_1a:39439,a_1a,39439
gated_alive:a_1a:39699,a_1a,39699
gated_alive:a_1a:39752,a_1a,39752
gated_alive:a_1a:39910,a_1a,39910
gated_alive:a_1a:40126,a_1a,40126
gated_alive:a_1a:40230,a_1a,40230
gated_alive:a_1a:40364,a_1a,40364
gated_alive:a_1a:40662,a_1a,40662
gated_alive:a_1a:40904,a_1a,40904
gated_alive:a_1a:40990,a_1a,40990
gated_alive:a_1a:41076,a_1a,41076
gated_alive:a_1a:41852,a_1a,41852
gated_alive:a_1a:42106,a_1a,42106
gated_alive:a_1a:42450,a_1a,42450
gated_alive:a_1a:42812,a_1a,42812
gated_alive:a_1a:42927,a_1a,42927
gated_alive:a_1a:43856,a_1a,43856
gated_alive:a_1a:43931,a_1a,43931
gated_alive:a_1a:44203,a_1a,44203
gated_alive:a_1a:44517,a_1a,44517
gated_alive:a_1a:44742,a_1a,44742
gated_alive:a_1a:44770,a_1a,44770
gated_alive:a_1a:44814,a_1a,44814
gated_alive:a_1a:44856,a_1a,44856
gated_alive:a_1a:44886,a_1a,44886
gated_alive:a_1a:45040,a_1a,45040
gated_alive:a_1a:45245,a_1a,45245
gated_alive:a_1a:46172,a_1a,46172
gated_alive:a_1a:46431,a_1a,46431
gated_alive:a_1a:46815,a_1a,46815
gated_alive:a_1a:47366,a_1a,47366
gated_alive:a_1a:47562,a_1a,47562
gated_alive:a_1a:47619,a_1a,47619
gated_alive:a_1a:47797,a_1a,47797
gated_alive:a_1a:47843,a_1a,47843
gated_alive:a_1a:47863,a_1a,47863
gated_alive:a_1a:48137,a_1a,48137
gated_alive:a_1a:48181,a_1a,48181
gated_alive:a_1a:48652,a_1a,48652
gated_alive:a_1a:49223,a_1a,49223
gated_alive:a_1a:49330,a_1a,49330
gated_alive:a_1a:49451,a_1a,49451
gated_alive:a_1a:49573,a_1a,49573
gated_alive:a_1a:49632,a_1a,49632
gated_alive:a_1a:49781,a_1a,49781
gated_alive:a_1a:49793,a_1a,49793
gated_alive:a_1a:49868,a_1a,49868
gated_alive:a_1a:50866,a_1a,50866
gated_alive:a_1a:50869,a_1a,50869
gated_alive:a_1a:50925,a_1a,50925
gated_alive:a_1a:50943,a_1a,50943
gated_alive:a_1a:51089,a_1a,51089
gated_alive:a_1a:51219,a_1a,51219
gated_alive:a_1a:51315,a_1a,51315
gated_alive:a_1a:51357,a_1a,51357
gated_alive:a_1a:51936,a_1a,51936
gated_alive:a_1a:52162,a_1a,52162
gated_alive:a_1a:52508,a_1a,52508
gated_alive:a_1a:52817,a_1a,52817
gated_alive:a_1a:53518,a_1a,53518
gated_alive:a_1a:53911,a_1a,53911
gated_alive:a_1a:54083,a_1a,54083
gated_alive:a_1a:54477,a_1a,54477
gated_alive:a_1a:54660,a_1a,54660
gated_alive:a_1a:54845,a_1a,54845
gated_alive:a_1a:54883,a_1a,54883
gated_alive:a_1a:55620,a_1a,55620
gated_alive:a_1a:56816,a_1a,56816
gated_alive:a_1a:57156,a_1a,57156
gated_alive:a_1a:57157,a_1a,57157
gated_alive:a_1a:57615,a_1a,57615
gated_alive:a_1a:57951,a_1a,57951
gated_alive:a_1a:58455,a_1a,58455
gated_alive:a_1a:58933,a_1a,58933
gated_alive:a_1a:59627,a_1a,59627
gated_alive:a_1a:59788,a_1a,59788
gated_alive:a_1a:60330,a_1a,60330
gated_alive:a_1a:60704,a_1a,60704
gated_alive:a_1a:60851,a_1a,60851
gated_alive:a_1a:61145,a_1a,61145
gated_alive:a_1a:61332,a_1a,61332
gated_alive:a_1a:61539,a_1a,61539
gated_alive:a_1a:62030,a_1a,62030
gated_alive:a_1a:62578,a_1a,62578
gated_alive:a_1a:62652,a_1a,62652
gated_alive:a_1a:62711,a_1a,62711
gated_alive:a_1a:62967,a_1a,62967
gated_alive:a_1a:63135,a_1a,63135
gated_alive:a_1a:63309,a_1a,63309
gated_alive:a_1a:63342,a_1a,63342
gated_alive:a_1a:63359,a_1a,63359
gated_alive:a_1a:63366,a_1a,63366
gated_alive:a_1a:63513,a_1a,63513
gated_alive:a_1a:63746,a_1a,63746
gated_alive:a_1a:64108,a_1a,64108
gated_alive:a_1a:64632,a_1a,64632
gated_alive:a_1a:65404,a_1a,65404
gated_alive:a_1a:66013,a_1a,66013
gated_alive:a_1a:66398,a_1a,66398
gated_alive:a_1a:66465,a_1a,66465
gated_alive:a_1a:66469,a_1a,66469
gated_alive:a_1a:66736,a_1a,66736
gated_alive:a_1a:66977,a_1a,66977
gated_alive:a_1a:67071,a_1a,67071
gated_alive:a_1a:67111,a_1a,67111
gated_alive:a_1a:67459,a_1a,67459
gated_alive:a_1a:68487,a_1a,68487
gated_alive:a_1a:68635,a_1a,68635
gated_alive:a_1a:68645,a_1a,68645
gated_alive:a_1a:69125,a_1a,69125
gated_alive:a_1a:69520,a_1a,69520
gated_alive:a_1a:69624,a_1a,69624
gated_alive:a_1a:69670,a_1a,69670
gated_alive:a_1a:69824,a_1a,69824
gated_alive:a_1a:70236,a_1a,70236
gated_alive:a_1a:70256,a_1a,70256
gated_alive:a_1a:70275,a_1a,70275
gated_alive:a_1a:70810,a_1a,70810
gated_alive:a_1a:71079,a_1a,71079
gated_alive:a_1a:71576,a_1a,71576
gated_alive:a_1a:72144,a_1a,72144
gated_alive:a_1a:72439,a_1a,72439
gated_alive:a_1a:73103,a_1a,73103
gated_alive:a_1a:73607,a_1a,73607
gated_alive:a_1a:73727,a_1a,73727
gated_alive:a_1a:73756,a_1a,73756
gated_alive:a_1a:74142,a_1a,74142
gated_alive:a_1a:75098,a_1a,75098
gated_alive:a_1a:75229,a_1a,75229
gated_alive:a_1a:75440,a_1a,75440
gated_alive:a_1a:75491,a_1a,75491
gated_alive:a_1a:75495,a_1a,75495
gated_alive:a_1a:75636,a_1a,75636
gated_alive:a_1a:75721,a_1a,75721
gated_alive:a_1a:75877,a_1a,75877
gated_alive:a_1a:76136,a_1a,76136
gated_alive:a_1a:76264,a_1a,76264
gated_alive:a_1a:76306,a_1a,76306
gated_alive:a_1a:76501,a_1a,76501
gated_alive:a_1a:77058,a_1a,77058
gated_alive:a_1a:77311,a_1a,77311
gated_alive:a_1a:77611,a_1a,77611
gated_alive:a_1a:77779,a_1a,77779
gated_alive:a_1a:78514,a_1a,78514
gated_alive:a_1a:78631,a_1a,78631
gated_alive:a_1a:78778,a_1a,78778
gated_alive:a_1a:79326,a_1a,79326
gated_alive:a_1a:79338,a_1a,79338
gated_alive:a_1a:79484,a_1a,79484
gated_alive:a_1a:79523,a_1a,79523
gated_alive:a_1a:79572,a_1a,79572
gated_alive:a_1a:79733,a_1a,79733
gated_alive:a_1a:79928,a_1a,79928
gated_alive:a_1a:80294,a_1a,80294
gated_alive:a_1a:81549,a_1a,81549
gated_alive:a_1a:81603,a_1a,81603
gated_alive:a_1a:82442,a_1a,82442
gated_alive:a_1a:82736,a_1a,82736
gated_alive:a_1a:82777,a_1a,82777
gated_alive:a_1a:82793,a_1a,82793
gated_alive:a_1a:82823,a_1a,82823
gated_alive:a_1a:83033,a_1a,83033
gated_alive:a_1a:83430,a_1a,83430
gated_alive:a_1a:83435,a_1a,83435
gated_alive:a_1a:83696,a_1a,83696
gated_alive:a_1a:84074,a_1a,84074
gated_alive:a_1a:85184,a_1a,85184
gated_alive:a_1a:85267,a_1a,85267
gated_alive:a_1a:85325,a_1a,85325
gated_alive:a_1a:85347,a_1a,85347
gated_alive:a_1a:85552,a_1a,85552
gated_alive:a_1a:85641,a_1a,85641
gated_alive:a_1a:86135,a_1a,86135
gated_alive:a_1a:86512,a_1a,86512
gated_alive:a_1a:86621,a_1a,86621
gated_alive:a_1a:86847,a_1a,86847
gated_alive:a_1a:87513,a_1a,87513
gated_alive:a_1a:87580,a_1a,87580
gated_alive:a_1a:87637,a_1a,87637
gated_alive:a_1a:87880,a_1a,87880
gated_alive:a_1a:87976,a_1a,87976
gated_alive:a_1a:88250,a_1a,88250
gated_alive:a_1a:88389,a_1a,88389
gated_alive:a_1a:88658,a_1a,88658
gated_alive:a_1a:88775,a_1a,88775
gated_alive:a_1a:88851,a_1a,88851
gated_alive:a_1a:89122,a_1a,89122
gated_alive:a_1a:89123,a_1a,89123
gated_alive:a_1a:89468,a_1a,89468
gated_alive:a_1a:89493,a_1a,89493
gated_alive:a_1a:89733,a_1a,89733
gated_alive:a_1a:90092,a_1a,90092
gated_alive:a_1a:90136,a_1a,90136
gated_alive:a_1a:90188,a_1a,90188
gated_alive:a_1a:90256,a_1a,90256
gated_alive:a_1a:90309,a_1a,90309
gated_alive:a_1a:90501,a_1a,90501
gated_alive:a_1a:90622,a_1a,90622
gated_alive:a_1a:90653,a_1a,90653
gated_alive:a_1a:91116,a_1a,91116
gated_alive:a_1a:92254,a_1a,92254
gated_alive:a_1a:92680,a_1a,92680
gated_alive:a_1a:93244,a_1a,93244
gated_alive:a_1a:93539,a_1a,93539
gated_alive:a_1a:93667,a_1a,93667
gated_alive:a_1a:93746,a_1a,93746
gated_alive:a_1a:94074,a_1a,94074
gated_alive:a_1a:94458,a_1a,94458
gated_alive:a_1a:94842,a_1a,94842
gated_alive:a_1a:94846,a_1a,94846
gated_alive:a_1a:95149,a_1a,95149
gated_alive:a_1a:95619,a_1a,95619
gated_alive:a_1a:95666,a_1a,95666
gated_alive:a_1a:95814,a_1a,95814
gated_alive:a_1a:95859,a_1a,95859
gated_alive:a_1a:95891,a_1a,95891
gated_alive:a_1a:96910,a_1a,96910
gated_alive:a_1a:97016,a_1a,97016
gated_alive:a_1a:97470,a_1a,97470
gated_alive:a_1a:97785,a_1a,97785
gated_alive:a_1a:97903,a_1a,97903
gated_alive:a_1a:98710,a_1a,98710
gated_alive:a_1a:99077,a_1a,99077
gated_alive:a_1a:99580,a_1a,99580
gated_alive:a_1a:99771,a_1a,99771
gated_alive:a_1a:100129,a_1a,100129
gated_alive:a_1a:100283,a_1a,100283
gated_alive:a_1a:100566,a_1a,100566
gated_alive:a_1a:100850,a_1a,100850
gated_alive:a_1a:100943,a_1a,100943
gated_alive:a_1a:101384,a_1a,101384
gated_alive:a_1a:101580,a_1a,101580
gated_alive:a_1a:101592,a_1a,101592
gated_alive:a_1a:101931,a_1a,101931
gated_alive:a_1a:102322,a_1a,102322
gated_alive:a_1a:102404,a_1a,102404
gated_alive:a_1a:102638,a_1a,102638
gated_alive:a_1a:102867,a_1a,102867
gated_alive:a_1a:102880,a_1a,102880
gated_alive:a_1a:103694,a_1a,103694
gated_alive:a_1a:103862,a_1a,103862
gated_alive:a_1a:104376,a_1a,104376
gated_alive:a_1a:104582,a_1a,104582
gated_alive:a_1a:104643,a_1a,104643
gated_alive:a_1a:105237,a_1a,105237
gated_alive:a_1a:105666,a_1a,105666
gated_alive:a_1a:105717,a_1a,105717
gated_alive:a_1a:105838,a_1a,105838
gated_alive:a_1a:106198,a_1a,106198
gated_alive:a_1a:106490,a_1a,106490
gated_alive:a_1a:106502,a_1a,106502
gated_alive:a_1a:107283,a_1a,107283
gated_alive:a_1a:107601,a_1a,107601
gated_alive:a_1a:108409,a_1a,108409
gated_alive:a_1a:108924,a_1a,108924
gated_alive:a_1a:109003,a_1a,109003
gated_alive:a_1a:109022,a_1a,109022
gated_alive:a_1a:109345,a_1a,109345
gated_alive:a_1a:109365,a_1a,109365
gated_alive:a_1a:109491,a_1a,109491
gated_alive:a_1a:109615,a_1a,109615
gated_alive:a_1a:109876,a_1a,109876
gated_alive:a_1a:110157,a_1a,110157
gated_alive:a_1a:110189,a_1a,110189
gated_alive:a_1a:110264,a_1a,110264
gated_alive:a_1a:110556,a_1a,110556
gated_alive:a_1a:111442,a_1a,111442
gated_alive:a_1a:111565,a_1a,111565
gated_alive:a_1a:111593,a_1a,111593
gated_alive:a_1a:112295,a_1a,112295
gated_alive:a_1a:112626,a_1a,112626
gated_alive:a_1a:113084,a_1a,113084
gated_alive:a_1a:113623,a_1a,113623
gated_alive:a_1a:113887,a_1a,113887
gated_alive:a_1a:114441,a_1a,114441
gated_alive:a_1a:114464,a_1a,114464
gated_alive:a_1a:115556,a_1a,115556
gated_alive:a_1a:115650,a_1a,115650
gated_alive:a_1a:115652,a_1a,115652
gated_alive:a_1a:116085,a_1a,116085
gated_alive:a_1a:116527,a_1a,116527
gated_alive:a_1a:116655,a_1a,116655
gated_alive:a_1a:117427,a_1a,117427
gated_alive:a_1a:117683,a_1a,117683
gated_alive:a_1a:118166,a_1a,118166
gated_alive:a_1a:118230,a_1a,118230
gated_alive:a_1a:118835,a_1a,118835
gated_alive:a_1a:118845,a_1a,118845
gated_alive:a_1a:118909,a_1a,118909
gated_alive:a_1a:119373,a_1a,119373
gated_alive:a_1a:119424,a_1a,119424
gated_alive:a_1a:119585,a_1a,119585
gated_alive:a_1a:120107,a_1a,120107
gated_alive:a_1a:120535,a_1a,120535
gated_alive:a_1a:120829,a_1a,120829
gated_alive:a_1a:120849,a_1a,120849
gated_alive:a_1a:120997,a_1a,120997
gated_alive:a_1a:121100,a_1a,121100
gated_alive:a_1a:121619,a_1a,121619
gated_alive:a_1a:122009,a_1a,122009
gated_alive:a_1a:122230,a_1a,122230
gated_alive:a_1a:122241,a_1a,122241
gated_alive:a_1a:122262,a_1a,122262
gated_alive:a_1a:122384,a_1a,122384
gated_alive:a_1a:122854,a_1a,122854
gated_alive:a_1a:123387,a_1a,123387
gated_alive:a_1a:123437,a_1a,123437
gated_alive:a_1a:123600,a_1a,123600
gated_alive:a_1a:123884,a_1a,123884
gated_alive:a_1a:124031,a_1a,124031
gated_alive:a_1a:124260,a_1a,124260
gated_alive:a_1a:124331,a_1a,124331
gated_alive:a_1a:124365,a_1a,124365
gated_alive:a_1a:125874,a_1a,125874
gated_alive:a_1a:126003,a_1a,126003
gated_alive:a_1a:126272,a_1a,126272
gated_alive:a_1a:126335,a_1a,126335
gated_alive:a_1a:126707,a_1a,126707
gated_alive:a_1a:126877,a_1a,126877
gated_alive:a_1a:126921,a_1a,126921
gated_alive:a_1a:126937,a_1a,126937
gated_alive:a_1a:127005,a_1a,127005
gated_alive:a_1a:127053,a_1a,127053
gated_alive:a_1a:127345,a_1a,127345
gated_alive:a_1a:127773,a_1a,127773
gated_alive:a_1a:128209,a_1a,128209
gated_alive:a_1a:128224,a_1a,128224
gated_alive:a_1a:128291,a_1a,128291
gated_alive:a_1a:128714,a_1a,128714
gated_alive:a_1a:129662,a_1a,129662
gated_alive:a_1a:129749,a_1a,129749
gated_alive:a_1a:130074,a_1a,130074
gated_alive:a_1a:130249,a_1a,130249
gated_alive:a_1a:130580,a_1a,130580
gated_alive:a_1a:130929,a_1a,130929
gated_alive:a_1a:131162,a_1a,131162
gated_alive:a_1a:132024,a_1a,132024
gated_alive:a_1a:132091,a_1a,132091
gated_alive:a_1a:132324,a_1a,132324
gated_alive:a_1a:132557,a_1a,132557
gated_alive:a_1a:132852,a_1a,132852
gated_alive:a_1a:133476,a_1a,133476
gated_alive:a_1a:133576,a_1a,133576
gated_alive:a_1a:133783,a_1a,133783
gated_alive:a_1a:133841,a_1a,133841
gated_alive:a_1a:134611,a_1a,134611
gated_alive:a_1a:134902,a_1a,134902
gated_alive:a_1a:135068,a_1a,135068
gated_alive:a_1a:135123,a_1a,135123
gated_alive:a_1a:135717,a_1a,135717
gated_alive:a_1a:135799,a_1a,135799
gated_alive:a_1a:135801,a_1a,135801
gated_alive:a_1a:136244,a_1a,136244
gated_alive:a_1a:136424,a_1a,136424
gated_alive:a_2a:717,a_2a,717
gated_alive:a_2a:1528,a_2a,1528
gated_alive:a_2a:1964,a_2a,1964
gated_alive:a_2a:2494,a_2a,2494
gated_alive:a_2a:2894,a_2a,2894
gated_alive:a_2a:3265,a_2a,3265
gated_alive:a_2a:4522,a_2a,4522
gated_alive:a_2a:5401,a_2a,5401
gated_alive:a_2a:5899,a_2a,5899
gated_alive:a_2a:6127,a_2a,6127
gated_alive:a_2a:6590,a_2a,6590
gated_alive:a_2a:7132,a_2a,7132
gated_alive:a_2a:7337,a_2a,7337
gated_alive:a_2a:7715,a_2a,7715
gated_alive:a_2a:7743,a_2a,7743
gated_alive:a_2a:7809,a_2a,7809
gated_alive:a_2a:8330,a_2a,8330
gated_alive:a_2a:8818,a_2a,8818
gated_alive:a_2a:8895,a_2a,8895
gated_alive:a_2a:9611,a_2a,9611
gated_alive:a_2a:10152,a_2a,10152
gated_alive:a_2a:10700,a_2a,10700
gated_alive:a_2a:11341,a_2a,11341
gated_alive:a_2a:11640,a_2a,11640
gated_alive:a_2a:12063,a_2a,12063
gated_alive:a_2a:12631,a_2a,12631
gated_alive:a_2a:12819,a_2a,12819
gated_alive:a_2a:13174,a_2a,13174
gated_alive:a_2a:13319,a_2a,13319
gated_alive:a_2a:13513,a_2a,13513
gated_alive:a_2a:13781,a_2a,13781
gated_alive:a_2a:14467,a_2a,14467
gated_alive:a_2a:14906,a_2a,14906
gated_alive:a_2a:14931,a_2a,14931
gated_alive:a_2a:15161,a_2a,15161
gated_alive:a_2a:15770,a_2a,15770
gated_alive:a_2a:15825,a_2a,15825
gated_alive:a_2a:16122,a_2a,16122
gated_alive:a_2a:17217,a_2a,17217
gated_alive:a_2a:18056,a_2a,18056
gated_alive:a_2a:18628,a_2a,18628
gated_alive:a_2a:18703,a_2a,18703
gated_alive:a_2a:18836,a_2a,18836
gated_alive:a_2a:18876,a_2a,18876
gated_alive:a_2a:18939,a_2a,18939
gated_alive:a_2a:19085,a_2a,19085
gated_alive:a_2a:19176,a_2a,19176
gated_alive:a_2a:19559,a_2a,19559
gated_alive:a_2a:20360,a_2a,20360
gated_alive:a_2a:20366,a_2a,20366
gated_alive:a_2a:20915,a_2a,20915
gated_alive:a_2a:21021,a_2a,21021
gated_alive:a_2a:21315,a_2a,21315
gated_alive:a_2a:21815,a_2a,21815
gated_alive:a_2a:21902,a_2a,21902
gated_alive:a_2a:21967,a_2a,21967
gated_alive:a_2a:22428,a_2a,22428
gated_alive:a_2a:22685,a_2a,22685
gated_alive:a_2a:23004,a_2a,23004
