split_id,gate,run_mode,device,implementation_version,inner_fold,filter_count,candidate_seed,validation_accuracy,validation_roc_auc,best_validation_loss,epochs_run,selected
0,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,0,3,3003105992,0.4,0.6666666666666666,0.69432275390625,9,False
0,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,0,4,3003106092,0.4,1.0,0.6958743491172791,6,False
0,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,0,5,3003106192,0.8,1.0,0.4313217586316168,30,False
0,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,1,3,3003115992,0.4,0.16666666666666669,0.7562695860862731,7,False
0,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,1,4,3003116092,0.8,1.0,0.34320139974355696,25,True
0,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,1,5,3003116192,0.6,0.6666666666666667,0.6259564661979675,12,False
0,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,2,3,3003125992,0.25,0.25,0.6996473860740662,7,False
0,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,2,4,3003126092,0.75,0.75,0.5282958090305329,17,False
0,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,2,5,3003126192,0.5,0.75,0.6888693594932556,6,False
1,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,0,3,976401080,0.4,0.3333333333333333,0.7149712162017823,6,False
1,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,0,4,976401180,0.4,0.6666666666666666,0.7132929773330688,6,False
1,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,0,5,976401280,0.4,0.5,0.7227044401168823,6,False
1,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,1,3,976411080,0.6,0.33333333333333337,0.7048461227416992,7,False
1,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,1,4,976411180,0.4,0.0,0.7462389240264893,7,False
1,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,1,5,976411280,0.8,0.8333333333333334,0.538035725787282,14,False
1,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,2,3,976421080,1.0,1.0,0.21811909556388856,29,True
1,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,2,4,976421180,0.75,0.75,0.47073809564113617,16,False
1,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,2,5,976421280,0.5,0.5,0.6702706933021545,15,False
2,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,0,3,3387213321,0.6,0.16666666666666666,0.7044900803565979,6,False
2,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,0,4,3387213421,1.0,1.0,0.31103057783842086,24,False
2,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,0,5,3387213521,0.4,0.3333333333333333,0.7234725527763367,6,False
2,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,1,3,3387223321,0.4,0.33333333333333337,0.7222702517509461,7,False
2,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,1,4,3387223421,0.4,0.33333333333333337,0.6976997275352478,7,False
2,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,1,5,3387223521,0.4,0.8333333333333334,0.7037898454666137,8,False
2,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,2,3,3387233321,0.5,0.5,0.6944655966758728,6,False
2,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,2,4,3387233421,1.0,1.0,0.014688468156382441,100,True
2,gated_alive,full,cuda,diagonal_prototype_soft_top_fraction_v1,2,5,3387233521,0.75,1.0,0.3549315708875656,22,False
