split_id,C,inner_fold,validation_roc_auc,gate,run_mode,selected
64,0.1,0,0.8333333333333333,gated_alive,full,False
64,0.1,1,0.33333333333333337,gated_alive,full,False
64,0.1,2,0.75,gated_alive,full,False
64,1.0,0,0.8333333333333333,gated_alive,full,False
64,1.0,1,0.33333333333333337,gated_alive,full,False
64,1.0,2,0.75,gated_alive,full,False
65,0.01,0,0.5,gated_alive,full,True
65,0.01,1,0.33333333333333337,gated_alive,full,True
65,0.01,2,1.0,gated_alive,full,True
65,0.1,0,0.5,gated_alive,full,False
65,0.1,1,0.33333333333333337,gated_alive,full,False
65,0.1,2,1.0,gated_alive,full,False
65,1.0,0,0.5,gated_alive,full,False
65,1.0,1,0.33333333333333337,gated_alive,full,False
65,1.0,2,1.0,gated_alive,full,False
66,0.01,0,0.8333333333333333,gated_alive,full,True
66,0.01,1,0.6666666666666667,gated_alive,full,True
66,0.01,2,0.75,gated_alive,full,True
66,0.1,0,0.8333333333333333,gated_alive,full,False
66,0.1,1,0.6666666666666667,gated_alive,full,False
66,0.1,2,0.75,gated_alive,full,False
66,1.0,0,0.8333333333333333,gated_alive,full,False
66,1.0,1,0.6666666666666667,gated_alive,full,False
66,1.0,2,0.75,gated_alive,full,False
67,0.01,0,0.16666666666666666,gated_alive,full,True
67,0.01,1,0.5,gated_alive,full,True
67,0.01,2,1.0,gated_alive,full,True
67,0.1,0,0.16666666666666666,gated_alive,full,False
67,0.1,1,0.5,gated_alive,full,False
67,0.1,2,1.0,gated_alive,full,False
67,1.0,0,0.16666666666666666,gated_alive,full,False
67,1.0,1,0.5,gated_alive,full,False
67,1.0,2,1.0,gated_alive,full,False
68,0.01,0,0.6666666666666666,gated_alive,full,True
68,0.01,1,0.6666666666666667,gated_alive,full,True
68,0.01,2,1.0,gated_alive,full,True
68,0.1,0,0.6666666666666666,gated_alive,full,False
68,0.1,1,0.6666666666666667,gated_alive,full,False
68,0.1,2,1.0,gated_alive,full,False
68,1.0,0,0.6666666666666666,gated_alive,full,False
68,1.0,1,0.6666666666666667,gated_alive,full,False
68,1.0,2,1.0,gated_alive,full,False
69,0.01,0,0.6666666666666667,gated_alive,full,True
69,0.01,1,0.8333333333333333,gated_alive,full,True
69,0.01,2,1.0,gated_alive,full,True
69,0.1,0,0.6666666666666667,gated_alive,full,False
69,0.1,1,0.8333333333333333,gated_alive,full,False
69,0.1,2,1.0,gated_alive,full,False
69,1.0,0,0.6666666666666667,gated_alive,full,False
69,1.0,1,0.8333333333333333,gated_alive,full,False
69,1.0,2,1.0,gated_alive,full,False
70,0.01,0,0.8333333333333333,gated_alive,full,True
70,0.01,1,0.0,gated_alive,full,True
70,0.01,2,0.75,gated_alive,full,True
70,0.1,0,0.8333333333333333,gated_alive,full,False
70,0.1,1,0.0,gated_alive,full,False
70,0.1,2,0.75,gated_alive,full,False
70,1.0,0,0.8333333333333333,gated_alive,full,False
70,1.0,1,0.0,gated_alive,full,False
70,1.0,2,0.75,gated_alive,full,False
71,0.01,0,0.8333333333333333,gated_alive,full,True
71,0.01,1,0.6666666666666667,gated_alive,full,True
71,0.01,2,1.0,gated_alive,full,True
71,0.1,0,0.8333333333333333,gated_alive,full,False
71,0.1,1,0.6666666666666667,gated_alive,full,False
71,0.1,2,1.0,gated_alive,full,False
71,1.0,0,0.8333333333333333,gated_alive,full,False
71,1.0,1,0.6666666666666667,gated_alive,full,False
71,1.0,2,1.0,gated_alive,full,False
72,0.01,0,0.3333333333333333,gated_alive,full,True
72,0.01,1,0.8333333333333334,gated_alive,full,True
72,0.01,2,0.75,gated_alive,full,True
72,0.1,0,0.3333333333333333,gated_alive,full,False
72,0.1,1,0.8333333333333334,gated_alive,full,False
72,0.1,2,0.75,gated_alive,full,False
72,1.0,0,0.3333333333333333,gated_alive,full,False
72,1.0,1,0.8333333333333334,gated_alive,full,False
72,1.0,2,0.75,gated_alive,full,False
73,0.01,0,0.8333333333333333,gated_alive,full,True
73,0.01,1,1.0,gated_alive,full,True
73,0.01,2,0.75,gated_alive,full,True
73,0.1,0,0.8333333333333333,gated_alive,full,False
73,0.1,1,1.0,gated_alive,full,False
73,0.1,2,0.75,gated_alive,full,False
73,1.0,0,0.8333333333333333,gated_alive,full,False
73,1.0,1,1.0,gated_alive,full,False
73,1.0,2,0.75,gated_alive,full,False
74,0.01,0,1.0,gated_alive,full,True
74,0.01,1,0.6666666666666667,gated_alive,full,True
74,0.01,2,1.0,gated_alive,full,True
74,0.1,0,1.0,gated_alive,full,False
74,0.1,1,0.6666666666666667,gated_alive,full,False
74,0.1,2,1.0,gated_alive,full,False
74,1.0,0,1.0,gated_alive,full,False
74,1.0,1,0.6666666666666667,gated_alive,full,False
74,1.0,2,1.0,gated_alive,full,False
75,0.01,0,0.6666666666666666,gated_alive,full,True
75,0.01,1,1.0,gated_alive,full,True
75,0.01,2,0.5,gated_alive,full,True
75,0.1,0,0.6666666666666666,gated_alive,full,False
75,0.1,1,1.0,gated_alive,full,False
75,0.1,2,0.5,gated_alive,full,False
75,1.0,0,0.6666666666666666,gated_alive,full,False
75,1.0,1,1.0,gated_alive,full,False
75,1.0,2,0.5,gated_alive,full,False
76,0.01,0,0.8333333333333333,gated_alive,full,True
76,0.01,1,0.8333333333333334,gated_alive,full,True
76,0.01,2,1.0,gated_alive,full,True
76,0.1,0,0.8333333333333333,gated_alive,full,False
76,0.1,1,0.8333333333333334,gated_alive,full,False
76,0.1,2,1.0,gated_alive,full,False
76,1.0,0,0.8333333333333333,gated_alive,full,False
76,1.0,1,0.8333333333333334,gated_alive,full,False
76,1.0,2,1.0,gated_alive,full,False
77,0.01,0,0.3333333333333333,gated_alive,full,True
77,0.01,1,0.33333333333333337,gated_alive,full,True
77,0.01,2,1.0,gated_alive,full,True
77,0.1,0,0.3333333333333333,gated_alive,full,False
77,0.1,1,0.33333333333333337,gated_alive,full,False
77,0.1,2,1.0,gated_alive,full,False
77,1.0,0,0.3333333333333333,gated_alive,full,False
77,1.0,1,0.33333333333333337,gated_alive,full,False
77,1.0,2,1.0,gated_alive,full,False
78,0.01,0,0.8333333333333333,gated_alive,full,True
78,0.01,1,1.0,gated_alive,full,True
78,0.01,2,0.0,gated_alive,full,True
78,0.1,0,0.8333333333333333,gated_alive,full,False
78,0.1,1,1.0,gated_alive,full,False
78,0.1,2,0.0,gated_alive,full,False
78,1.0,0,0.8333333333333333,gated_alive,full,False
78,1.0,1,1.0,gated_alive,full,False
78,1.0,2,0.0,gated_alive,full,False
79,0.01,0,0.8333333333333333,gated_alive,full,True
79,0.01,1,0.33333333333333337,gated_alive,full,True
79,0.01,2,0.75,gated_alive,full,True
79,0.1,0,0.8333333333333333,gated_alive,full,False
79,0.1,1,0.33333333333333337,gated_alive,full,False
79,0.1,2,0.75,gated_alive,full,False
79,1.0,0,0.8333333333333333,gated_alive,full,False
79,1.0,1,0.33333333333333337,gated_alive,full,False
79,1.0,2,0.75,gated_alive,full,False
80,0.01,0,0.6666666666666666,gated_alive,full,True
80,0.01,1,0.6666666666666667,gated_alive,full,True
80,0.01,2,0.5,gated_alive,full,True
80,0.1,0,0.6666666666666666,gated_alive,full,False
80,0.1,1,0.6666666666666667,gated_alive,full,False
80,0.1,2,0.5,gated_alive,full,False
80,1.0,0,0.6666666666666666,gated_alive,full,False
80,1.0,1,0.6666666666666667,gated_alive,full,False
80,1.0,2,0.5,gated_alive,full,False
81,0.01,0,0.8333333333333333,gated_alive,full,True
81,0.01,1,0.8333333333333334,gated_alive,full,True
81,0.01,2,1.0,gated_alive,full,True
81,0.1,0,0.8333333333333333,gated_alive,full,False
81,0.1,1,0.8333333333333334,gated_alive,full,False
81,0.1,2,1.0,gated_alive,full,False
81,1.0,0,0.8333333333333333,gated_alive,full,False
81,1.0,1,0.8333333333333334,gated_alive,full,False
81,1.0,2,1.0,gated_alive,full,False
82,0.01,0,1.0,gated_alive,full,True
82,0.01,1,0.0,gated_alive,full,True
82,0.01,2,0.5,gated_alive,full,True
82,0.1,0,1.0,gated_alive,full,False
82,0.1,1,0.0,gated_alive,full,False
82,0.1,2,0.5,gated_alive,full,False
82,1.0,0,1.0,gated_alive,full,False
82,1.0,1,0.0,gated_alive,full,False
82,1.0,2,0.5,gated_alive,full,False
83,0.01,0,0.3333333333333333,gated_alive,full,True
83,0.01,1,0.8333333333333334,gated_alive,full,True
83,0.01,2,0.75,gated_alive,full,True
83,0.1,0,0.3333333333333333,gated_alive,full,False
83,0.1,1,0.8333333333333334,gated_alive,full,False
83,0.1,2,0.75,gated_alive,full,False
83,1.0,0,0.3333333333333333,gated_alive,full,False
83,1.0,1,0.8333333333333334,gated_alive,full,False
83,1.0,2,0.75,gated_alive,full,False
84,0.01,0,0.5,gated_alive,full,True
84,0.01,1,0.6666666666666667,gated_alive,full,True
84,0.01,2,1.0,gated_alive,full,True
84,0.1,0,0.5,gated_alive,full,False
84,0.1,1,0.6666666666666667,gated_alive,full,False
84,0.1,2,1.0,gated_alive,full,False
84,1.0,0,0.5,gated_alive,full,False
84,1.0,1,0.6666666666666667,gated_alive,full,False
84,1.0,2,1.0,gated_alive,full,False
85,0.01,0,0.8333333333333333,gated_alive,full,True
85,0.01,1,0.8333333333333334,gated_alive,full,True
85,0.01,2,0.0,gated_alive,full,True
85,0.1,0,0.8333333333333333,gated_alive,full,False
85,0.1,1,0.8333333333333334,gated_alive,full,False
85,0.1,2,0.0,gated_alive,full,False
85,1.0,0,0.8333333333333333,gated_alive,full,False
85,1.0,1,0.8333333333333334,gated_alive,full,False
85,1.0,2,0.0,gated_alive,full,False
86,0.01,0,1.0,gated_alive,full,True
86,0.01,1,0.5,gated_alive,full,True
86,0.01,2,0.5,gated_alive,full,True
86,0.1,0,1.0,gated_alive,full,False
86,0.1,1,0.5,gated_alive,full,False
86,0.1,2,0.5,gated_alive,full,False
86,1.0,0,1.0,gated_alive,full,False
86,1.0,1,0.5,gated_alive,full,False
86,1.0,2,0.5,gated_alive,full,False
87,0.01,0,1.0,gated_alive,full,True
87,0.01,1,1.0,gated_alive,full,True
87,0.01,2,1.0,gated_alive,full,True
87,0.1,0,1.0,gated_alive,full,False
87,0.1,1,1.0,gated_alive,full,False
87,0.1,2,1.0,gated_alive,full,False
87,1.0,0,1.0,gated_alive,full,False
87,1.0,1,1.0,gated_alive,full,False
87,1.0,2,1.0,gated_alive,full,False
88,0.01,0,0.0,gated_alive,full,True
88,0.01,1,0.6666666666666667,gated_alive,full,True
88,0.01,2,0.75,gated_alive,full,True
88,0.1,0,0.0,gated_alive,full,False
88,0.1,1,0.6666666666666667,gated_alive,full,False
88,0.1,2,0.75,gated_alive,full,False
88,1.0,0,0.0,gated_alive,full,False
88,1.0,1,0.6666666666666667,gated_alive,full,False
88,1.0,2,0.75,gated_alive,full,False
89,0.01,0,1.0,gated_alive,full,True
89,0.01,1,0.8333333333333334,gated_alive,full,True
89,0.01,2,0.5,gated_alive,full,True
89,0.1,0,1.0,gated_alive,full,False
89,0.1,1,0.8333333333333334,gated_alive,full,False
89,0.1,2,0.5,gated_alive,full,False
89,1.0,0,1.0,gated_alive,full,False
89,1.0,1,0.8333333333333334,gated_alive,full,False
89,1.0,2,0.5,gated_alive,full,False
90,0.01,0,1.0,gated_alive,full,True
90,0.01,1,0.6666666666666667,gated_alive,full,True
90,0.01,2,1.0,gated_alive,full,True
90,0.1,0,1.0,gated_alive,full,False
90,0.1,1,0.6666666666666667,gated_alive,full,False
90,0.1,2,1.0,gated_alive,full,False
90,1.0,0,1.0,gated_alive,full,False
90,1.0,1,0.6666666666666667,gated_alive,full,False
90,1.0,2,1.0,gated_alive,full,False
91,0.01,0,0.6666666666666666,gated_alive,full,True
91,0.01,1,0.16666666666666669,gated_alive,full,True
91,0.01,2,0.5,gated_alive,full,True
91,0.1,0,0.6666666666666666,gated_alive,full,False
91,0.1,1,0.16666666666666669,gated_alive,full,False
91,0.1,2,0.5,gated_alive,full,False
91,1.0,0,0.6666666666666666,gated_alive,full,False
91,1.0,1,0.16666666666666669,gated_alive,full,False
91,1.0,2,0.5,gated_alive,full,False
92,0.01,0,1.0,gated_alive,full,True
92,0.01,1,0.6666666666666667,gated_alive,full,True
92,0.01,2,1.0,gated_alive,full,True
92,0.1,0,1.0,gated_alive,full,False
92,0.1,1,0.6666666666666667,gated_alive,full,False
92,0.1,2,1.0,gated_alive,full,False
92,1.0,0,1.0,gated_alive,full,False
92,1.0,1,0.6666666666666667,gated_alive,full,False
92,1.0,2,1.0,gated_alive,full,False
93,0.01,0,0.8333333333333333,gated_alive,full,True
93,0.01,1,0.5,gated_alive,full,True
93,0.01,2,1.0,gated_alive,full,True
93,0.1,0,0.8333333333333333,gated_alive,full,False
93,0.1,1,0.5,gated_alive,full,False
93,0.1,2,1.0,gated_alive,full,False
93,1.0,0,0.8333333333333333,gated_alive,full,False
93,1.0,1,0.5,gated_alive,full,False
93,1.0,2,1.0,gated_alive,full,False
94,0.01,0,0.16666666666666666,gated_alive,full,True
94,0.01,1,0.5,gated_alive,full,True
94,0.01,2,0.0,gated_alive,full,True
94,0.1,0,0.16666666666666666,gated_alive,full,False
94,0.1,1,0.5,gated_alive,full,False
94,0.1,2,0.0,gated_alive,full,False
94,1.0,0,0.16666666666666666,gated_alive,full,False
94,1.0,1,0.5,gated_alive,full,False
94,1.0,2,0.0,gated_alive,full,False
95,0.01,0,0.8333333333333333,gated_alive,full,True
95,0.01,1,0.6666666666666667,gated_alive,full,True
95,0.01,2,0.5,gated_alive,full,True
95,0.1,0,0.8333333333333333,gated_alive,full,False
95,0.1,1,0.6666666666666667,gated_alive,full,False
95,0.1,2,0.5,gated_alive,full,False
95,1.0,0,0.8333333333333333,gated_alive,full,False
95,1.0,1,0.6666666666666667,gated_alive,full,False
95,1.0,2,0.5,gated_alive,full,False
96,0.01,0,0.5,gated_alive,full,True
96,0.01,1,1.0,gated_alive,full,True
96,0.01,2,0.5,gated_alive,full,True
96,0.1,0,0.5,gated_alive,full,False
96,0.1,1,1.0,gated_alive,full,False
96,0.1,2,0.5,gated_alive,full,False
96,1.0,0,0.5,gated_alive,full,False
96,1.0,1,1.0,gated_alive,full,False
96,1.0,2,0.5,gated_alive,full,False
97,0.01,0,0.5,gated_alive,full,True
97,0.01,1,0.33333333333333337,gated_alive,full,True
97,0.01,2,0.75,gated_alive,full,True
97,0.1,0,0.5,gated_alive,full,False
97,0.1,1,0.33333333333333337,gated_alive,full,False
97,0.1,2,0.75,gated_alive,full,False
97,1.0,0,0.5,gated_alive,full,False
97,1.0,1,0.33333333333333337,gated_alive,full,False
97,1.0,2,0.75,gated_alive,full,False
98,0.01,0,0.3333333333333333,gated_alive,full,True
98,0.01,1,0.6666666666666667,gated_alive,full,True
98,0.01,2,0.75,gated_alive,full,True
98,0.1,0,0.3333333333333333,gated_alive,full,False
98,0.1,1,0.6666666666666667,gated_alive,full,False
98,0.1,2,0.75,gated_alive,full,False
98,1.0,0,0.3333333333333333,gated_alive,full,False
98,1.0,1,0.6666666666666667,gated_alive,full,False
98,1.0,2,0.75,gated_alive,full,False
99,0.01,0,0.5,gated_alive,full,True
99,0.01,1,0.8333333333333334,gated_alive,full,True
99,0.01,2,1.0,gated_alive,full,True
99,0.1,0,0.5,gated_alive,full,False
99,0.1,1,0.8333333333333334,gated_alive,full,False
99,0.1,2,1.0,gated_alive,full,False
99,1.0,0,0.5,gated_alive,full,False
99,1.0,1,0.8333333333333334,gated_alive,full,False
99,1.0,2,1.0,gated_alive,full,False
