split_id,filter_id,training_maximum,response_threshold,contrast,training_donors
33,1,11.797131538391113,5.898565769195557,0.7672778964042664,a_001;a_002;a_003;a_004;a_006;a_012;a_1a;a_2a;a_4a;a_5b
33,2,21.917448043823242,10.958724021911621,-0.8427172899246216,a_001;a_002;a_003;a_004;a_006;a_012;a_1a;a_2a;a_4a;a_5b
34,0,12.257909774780273,6.128954887390137,-1.384961485862732,a_001;a_002;a_003;a_004;a_006;a_1a;a_3b;a_4a;a_4b;a_5b
34,1,9.407930374145508,4.703965187072754,-0.8531652688980103,a_001;a_002;a_003;a_004;a_006;a_1a;a_3b;a_4a;a_4b;a_5b
34,2,25.291160583496094,12.645580291748047,1.1745036840438843,a_001;a_002;a_003;a_004;a_006;a_1a;a_3b;a_4a;a_4b;a_5b
35,0,10.460460662841797,5.230230331420898,-1.000849962234497,a_001;a_002;a_003;a_005;a_007;a_010;a_2a;a_3b;a_4b
35,1,21.05485725402832,10.52742862701416,-0.9849724769592285,a_001;a_002;a_003;a_005;a_007;a_010;a_2a;a_3b;a_4b
35,2,16.165111541748047,8.082555770874023,0.7712734937667847,a_001;a_002;a_003;a_005;a_007;a_010;a_2a;a_3b;a_4b
35,3,16.915529251098633,8.457764625549316,0.7928802967071533,a_001;a_002;a_003;a_005;a_007;a_010;a_2a;a_3b;a_4b
35,4,11.351079940795898,5.675539970397949,0.4365440309047699,a_001;a_002;a_003;a_005;a_007;a_010;a_2a;a_3b;a_4b
36,0,50.20417404174805,25.102087020874023,-1.1395223140716553,a_001;a_002;a_004;a_006;a_007;a_1a;a_2b;a_3b;a_4a;a_5a
36,1,7.8590617179870605,3.9295308589935303,0.5599008798599243,a_001;a_002;a_004;a_006;a_007;a_1a;a_2b;a_3b;a_4a;a_5a
36,2,13.135391235351562,6.567695617675781,0.6921679973602295,a_001;a_002;a_004;a_006;a_007;a_1a;a_2b;a_3b;a_4a;a_5a
36,3,13.958816528320312,6.979408264160156,1.0115257501602173,a_001;a_002;a_004;a_006;a_007;a_1a;a_2b;a_3b;a_4a;a_5a
36,4,13.850115776062012,6.925057888031006,0.6165564060211182,a_001;a_002;a_004;a_006;a_007;a_1a;a_2b;a_3b;a_4a;a_5a
37,0,13.833525657653809,6.916762828826904,1.2174842357635498,a_001;a_003;a_006;a_010;a_012;a_3a;a_3b;a_4b;a_5b
37,1,6.288272380828857,3.1441361904144287,-0.2859269380569458,a_001;a_003;a_006;a_010;a_012;a_3a;a_3b;a_4b;a_5b
37,2,26.438596725463867,13.219298362731934,-0.6151731014251709,a_001;a_003;a_006;a_010;a_012;a_3a;a_3b;a_4b;a_5b
37,3,12.476471900939941,6.238235950469971,0.6907374858856201,a_001;a_003;a_006;a_010;a_012;a_3a;a_3b;a_4b;a_5b
37,4,18.200847625732422,9.100423812866211,-0.7868720293045044,a_001;a_003;a_006;a_010;a_012;a_3a;a_3b;a_4b;a_5b
38,0,6.957822799682617,3.4789113998413086,-0.48981335759162903,a_001;a_003;a_007;a_009;a_012;a_2a;a_2b;a_3b;a_4a;a_4b
38,1,4.7084455490112305,2.3542227745056152,-0.8768642544746399,a_001;a_003;a_007;a_009;a_012;a_2a;a_2b;a_3b;a_4a;a_4b
38,2,14.47507381439209,7.237536907196045,-2.4035747051239014,a_001;a_003;a_007;a_009;a_012;a_2a;a_2b;a_3b;a_4a;a_4b
38,3,16.915464401245117,8.457732200622559,1.8230232000350952,a_001;a_003;a_007;a_009;a_012;a_2a;a_2b;a_3b;a_4a;a_4b
38,4,9.973976135253906,4.986988067626953,-1.5622340440750122,a_001;a_003;a_007;a_009;a_012;a_2a;a_2b;a_3b;a_4a;a_4b
39,0,18.64969825744629,9.324849128723145,-1.3287702798843384,a_002;a_003;a_004;a_005;a_006;a_007;a_011;a_2a;a_4b;a_5a
39,1,1.343580722808838,0.671790361404419,-0.16927571594715118,a_002;a_003;a_004;a_005;a_006;a_007;a_011;a_2a;a_4b;a_5a
