cell_id,sample_id,event_index,variant,component_1,component_2
gated_alive:a_001:14848,a_001,14848,pca,0.19814027651197505,-1.791932754193527
gated_alive:a_001:14933,a_001,14933,pca,-1.6251881989788428,-1.8121628969195314
gated_alive:a_001:14941,a_001,14941,pca,-2.2000728425533396,1.1286613396895182
gated_alive:a_001:15448,a_001,15448,pca,-2.5401389995714028,-1.8434006612505085
gated_alive:a_001:15516,a_001,15516,pca,-0.031140648113678053,-3.2969716125957653
gated_alive:a_001:15936,a_001,15936,pca,-2.7901655991150247,-0.9240902552510513
gated_alive:a_001:16151,a_001,16151,pca,2.45629741387825,-0.3290043017076456
gated_alive:a_001:16377,a_001,16377,pca,2.0257131340686176,1.5466283708274804
gated_alive:a_001:16431,a_001,16431,pca,-2.255693301947185,-2.1897939548588345
gated_alive:a_001:16486,a_001,16486,pca,0.6339854163070896,1.8271953445024416
gated_alive:a_001:16603,a_001,16603,pca,-1.3518210812050118,-1.3879853055084965
gated_alive:a_001:16657,a_001,16657,pca,-0.8987924109876864,-1.4264236301805289
gated_alive:a_001:17588,a_001,17588,pca,-0.1322486637843078,2.1528355666512753
gated_alive:a_001:18362,a_001,18362,pca,-0.9287436461849169,-1.8094183825399182
gated_alive:a_001:18584,a_001,18584,pca,-1.0283023200016521,2.6081927626848427
gated_alive:a_001:18600,a_001,18600,pca,1.5291592192174144,2.3526118304727643
gated_alive:a_001:18885,a_001,18885,pca,5.8995526305188735,-2.3352454682005575
gated_alive:a_001:18912,a_001,18912,pca,-0.10757733430716969,2.5095980331744236
gated_alive:a_001:19148,a_001,19148,pca,-1.0088350203600327,-1.8871475764995926
gated_alive:a_001:19176,a_001,19176,pca,-1.695727113288391,1.615036454364591
gated_alive:a_001:19425,a_001,19425,pca,3.3439226229165606,0.02607479492210445
gated_alive:a_001:19581,a_001,19581,pca,-1.6437735969454141,-2.0556367512454585
gated_alive:a_001:19624,a_001,19624,pca,-0.7539591286315629,2.559862206250849
gated_alive:a_001:19809,a_001,19809,pca,-1.8658373846222263,-2.825428764445381
gated_alive:a_001:20031,a_001,20031,pca,-2.582440862503394,-1.265269225065189
gated_alive:a_001:20115,a_001,20115,pca,3.8680104464690417,-1.5802567309921294
gated_alive:a_001:20618,a_001,20618,pca,-2.6878687669364743,-1.0963111948436657
gated_alive:a_001:21032,a_001,21032,pca,-1.1834038926907944,-1.9417107282890078
gated_alive:a_001:21422,a_001,21422,pca,-1.5923793209298547,0.908171624660888
gated_alive:a_001:21575,a_001,21575,pca,0.10309020864647699,-3.2036283646051786
gated_alive:a_001:21617,a_001,21617,pca,-0.4710386827310461,2.485884823354437
gated_alive:a_001:21809,a_001,21809,pca,2.2020457665313216,1.5864253322908985
gated_alive:a_001:21922,a_001,21922,pca,-2.85260462649637,-1.7018415780215792
gated_alive:a_001:22334,a_001,22334,pca,-1.4431129284917263,1.6783279245094227
gated_alive:a_001:22648,a_001,22648,pca,-0.46295734125639315,3.0921480733534663
gated_alive:a_001:22656,a_001,22656,pca,-0.9704885934284231,-1.6698399297971112
gated_alive:a_001:22667,a_001,22667,pca,-2.61691748950881,-1.6316663760757284
gated_alive:a_001:22705,a_001,22705,pca,1.4883653814708888,0.863906167650211
gated_alive:a_001:22968,a_001,22968,pca,-1.7191278863813046,-0.6486933976141469
gated_alive:a_001:23064,a_001,23064,pca,-1.5093780571932807,-1.7360713168793405
gated_alive:a_001:23066,a_001,23066,pca,-1.1328087486253533,-1.8151377185593904
gated_alive:a_001:23099,a_001,23099,pca,-2.8732746481405282,-1.2766124158265058
gated_alive:a_001:23368,a_001,23368,pca,-1.2618621081282488,1.8648125308434422
gated_alive:a_001:23567,a_001,23567,pca,-0.787238647814772,1.4793592338166084
gated_alive:a_001:23619,a_001,23619,pca,-2.00717795018817,1.5665737524559746
gated_alive:a_001:23698,a_001,23698,pca,0.49642520821143066,-1.5117215869894527
gated_alive:a_001:23860,a_001,23860,pca,-1.161818279938148,-0.14324517071201234
gated_alive:a_001:23903,a_001,23903,pca,-0.2685398876129418,2.895826140427876
gated_alive:a_001:24068,a_001,24068,pca,3.0869358015522277,-2.8476601334724125
gated_alive:a_001:24197,a_001,24197,pca,-0.5057902076671156,1.9291673630562207
gated_alive:a_001:24387,a_001,24387,pca,1.155563665555125,-1.7252589223173014
gated_alive:a_001:24554,a_001,24554,pca,-1.676310409471572,-2.014535901237346
gated_alive:a_001:24625,a_001,24625,pca,-0.4762767417687137,0.20155067137225685
gated_alive:a_001:24728,a_001,24728,pca,1.1367926194229556,1.294703633376131
gated_alive:a_001:24757,a_001,24757,pca,-2.3500925288609604,-0.22845703598167605
gated_alive:a_001:24818,a_001,24818,pca,-1.549848350535049,-2.2185931454587826
gated_alive:a_001:24911,a_001,24911,pca,-2.8003191126495484,-0.6307509293780419
gated_alive:a_001:25103,a_001,25103,pca,-0.8767027793122603,-1.0169775569647546
gated_alive:a_001:25330,a_001,25330,pca,-1.9315537046016145,-2.3915563125991883
gated_alive:a_001:25465,a_001,25465,pca,-1.6917822353013783,-2.091127964402797
gated_alive:a_001:25516,a_001,25516,pca,-2.695421359119226,-1.5548350881948987
gated_alive:a_001:25586,a_001,25586,pca,0.9232690001921026,-0.44217364681358434
gated_alive:a_001:25811,a_001,25811,pca,-1.3273476783047666,2.1825651233244994
gated_alive:a_001:25928,a_001,25928,pca,-1.5926786586261106,-1.9290472377679515
gated_alive:a_001:25966,a_001,25966,pca,-2.2238810630929366,-2.7195064105301556
gated_alive:a_001:26056,a_001,26056,pca,0.13664055988335966,2.5303984080993884
gated_alive:a_001:26336,a_001,26336,pca,-1.5456944806485378,1.1457803275734424
gated_alive:a_001:26342,a_001,26342,pca,0.8063373420804028,2.0957795843757063
gated_alive:a_001:26346,a_001,26346,pca,-2.795203047104472,-0.6417028866210047
gated_alive:a_001:26681,a_001,26681,pca,2.151989427640164,3.9753841946273756
gated_alive:a_001:27043,a_001,27043,pca,0.7413906060642476,-2.1818474815355877
gated_alive:a_001:27074,a_001,27074,pca,-1.1240216445754447,-1.3397597806209205
gated_alive:a_001:27227,a_001,27227,pca,-0.48032146056596925,-1.3071146372367308
gated_alive:a_001:27409,a_001,27409,pca,-1.6201299315130986,-1.9919623685792136
gated_alive:a_001:27511,a_001,27511,pca,-2.894591702463171,-1.069175002769291
gated_alive:a_001:27583,a_001,27583,pca,1.3102826620883758,2.043233857148298
gated_alive:a_001:27801,a_001,27801,pca,-2.8354836988759464,-1.4522603907526246
gated_alive:a_001:28099,a_001,28099,pca,-0.8293025768547131,1.2341598279583517
gated_alive:a_001:28475,a_001,28475,pca,-2.0967473986162224,0.668144493090182
gated_alive:a_001:28482,a_001,28482,pca,0.5701543706956507,2.811205820930344
gated_alive:a_001:29024,a_001,29024,pca,-3.0879102648469736,-1.1677676998235984
gated_alive:a_001:29675,a_001,29675,pca,-1.3922056443896702,-1.3317526661139247
gated_alive:a_001:29795,a_001,29795,pca,-2.186684763242728,-1.6664098794298003
gated_alive:a_001:29867,a_001,29867,pca,-0.26869688734841407,-1.6818746284665984
gated_alive:a_001:30023,a_001,30023,pca,3.931525366155719,-2.669601788443572
gated_alive:a_001:30042,a_001,30042,pca,1.4253263990291953,1.6661000152388064
gated_alive:a_001:30190,a_001,30190,pca,2.5432540359886775,2.3045678370487686
gated_alive:a_001:30337,a_001,30337,pca,2.517049795927852,-2.270144707052125
gated_alive:a_001:30348,a_001,30348,pca,-1.6177924699257011,-2.067940684152699
gated_alive:a_001:30473,a_001,30473,pca,-0.6786647827596963,2.7977882663895914
gated_alive:a_001:30713,a_001,30713,pca,0.1607153916236893,1.6259870470957931
gated_alive:a_001:30803,a_001,30803,pca,4.365458953938778,-0.7290044499763159
gated_alive:a_001:31236,a_001,31236,pca,1.5424663334661115,-2.3966186052403247
gated_alive:a_001:31248,a_001,31248,pca,-1.5880703471697848,-1.6889250648385827
gated_alive:a_001:31741,a_001,31741,pca,-2.187950731972004,-1.590954695568967
gated_alive:a_001:32706,a_001,32706,pca,-1.6170431949640804,1.9116673968366016
gated_alive:a_001:32938,a_001,32938,pca,-1.4140099523939542,-1.5041242942701663
gated_alive:a_001:33318,a_001,33318,pca,-2.510642528728919,-2.501008942855394
gated_alive:a_001:33486,a_001,33486,pca,0.6656969767093327,3.343717414988416
gated_alive:a_001:33547,a_001,33547,pca,-1.563837311393703,1.7462205324396973
gated_alive:a_001:33644,a_001,33644,pca,-1.2202492195123025,-1.642685345838284
gated_alive:a_001:33718,a_001,33718,pca,-1.9891075211686886,1.3065392081436507
gated_alive:a_001:33962,a_001,33962,pca,-1.9283654893817972,-2.180796247340023
gated_alive:a_001:34126,a_001,34126,pca,-2.847281838126745,-1.376539060667911
gated_alive:a_001:34268,a_001,34268,pca,0.48607413712298236,2.627683086501237
gated_alive:a_001:34300,a_001,34300,pca,0.3622241342783839,0.6179250703583719
gated_alive:a_001:34330,a_001,34330,pca,-2.362199071748841,-1.1391818699779623
gated_alive:a_001:34488,a_001,34488,pca,-0.7046978514424729,3.2689106436805013
gated_alive:a_001:35060,a_001,35060,pca,-1.7716887563277819,-1.8773123430091472
gated_alive:a_001:35433,a_001,35433,pca,0.768260720559026,1.3856396252468752
gated_alive:a_001:35458,a_001,35458,pca,4.653042092793829,-2.296694433392973
gated_alive:a_001:35558,a_001,35558,pca,-2.113653451517728,0.7039642065144316
gated_alive:a_001:35604,a_001,35604,pca,-1.7818056394845783,-1.703694166799818
gated_alive:a_001:35650,a_001,35650,pca,-2.7408459714032896,-1.5193308120855378
gated_alive:a_001:35663,a_001,35663,pca,0.8902681164620577,2.8343848659322597
gated_alive:a_001:35686,a_001,35686,pca,-1.4156234723488492,-1.2948186152942625
gated_alive:a_001:35755,a_001,35755,pca,-2.2203334503842256,-1.0623537620553751
gated_alive:a_001:35795,a_001,35795,pca,-1.3183275371482066,0.9933881140178605
gated_alive:a_001:35805,a_001,35805,pca,-1.5026827982370516,-1.361445059334875
gated_alive:a_001:35912,a_001,35912,pca,-0.42415866932667995,1.8608910767879159
gated_alive:a_001:36024,a_001,36024,pca,-0.22070734395747627,-0.47090976492621883
gated_alive:a_001:36044,a_001,36044,pca,-1.361964012912434,-2.169463950568207
gated_alive:a_001:36223,a_001,36223,pca,2.435621437496192,1.765415449105045
gated_alive:a_001:36295,a_001,36295,pca,5.670392454285879,-2.6561638863425423
gated_alive:a_001:36488,a_001,36488,pca,-2.2855671301787517,1.659022783918986
gated_alive:a_001:36589,a_001,36589,pca,-2.0956153613866535,-2.1062176595255964
gated_alive:a_001:36675,a_001,36675,pca,-2.9827936901883465,-1.3520075187258278
gated_alive:a_001:36697,a_001,36697,pca,-2.1193023541789104,-1.4454796881271035
gated_alive:a_001:36861,a_001,36861,pca,-1.269427331594548,2.1598055322516765
gated_alive:a_001:36864,a_001,36864,pca,-1.886697362994723,1.0176870870221977
gated_alive:a_001:36872,a_001,36872,pca,0.25586366795863696,2.181528826461384
gated_alive:a_001:37394,a_001,37394,pca,-2.0555540892436297,-1.352758028226337
gated_alive:a_001:37521,a_001,37521,pca,-2.4678896258136933,-1.0873559140451652
gated_alive:a_001:37602,a_001,37602,pca,-2.8477790121436177,-1.5049406826089797
gated_alive:a_001:37795,a_001,37795,pca,-1.2390587933489292,-2.03108458765074
gated_alive:a_001:37873,a_001,37873,pca,3.2719831912397694,-1.2909373609530936
gated_alive:a_001:37913,a_001,37913,pca,-2.3285932472016144,-1.8166860158893143
gated_alive:a_001:38008,a_001,38008,pca,-1.8984499225331364,1.5660567097088758
gated_alive:a_001:38109,a_001,38109,pca,-1.8161692843621178,-0.4359716177056049
gated_alive:a_001:38214,a_001,38214,pca,-2.6983246339770814,-0.898960628776311
gated_alive:a_001:38349,a_001,38349,pca,1.5557135449493305,2.6334927225562095
gated_alive:a_001:38453,a_001,38453,pca,-0.3623369503186719,-1.8571410047503238
gated_alive:a_001:38464,a_001,38464,pca,-1.9076361218518987,-1.485730261143865
gated_alive:a_001:38592,a_001,38592,pca,2.2837243500243813,1.3344212865468985
gated_alive:a_001:38605,a_001,38605,pca,-1.2751029002956031,-2.0612980326128394
gated_alive:a_001:38636,a_001,38636,pca,-1.120881033775593,0.8117633158837056
gated_alive:a_001:38880,a_001,38880,pca,1.786667070326634,1.0273944447551777
gated_alive:a_001:38960,a_001,38960,pca,-0.4353373729592351,-1.3947533272699506
gated_alive:a_001:39597,a_001,39597,pca,-2.078010176105131,1.0821762150871292
gated_alive:a_001:39957,a_001,39957,pca,-1.1390806946468734,-1.6857749568622487
gated_alive:a_001:40194,a_001,40194,pca,-1.9519597340426995,-1.435023455544444
gated_alive:a_001:40290,a_001,40290,pca,-1.8400551366806492,-1.8810844819754238
gated_alive:a_001:40435,a_001,40435,pca,-2.576229257739656,-1.6121577066756567
gated_alive:a_001:40544,a_001,40544,pca,1.169389859897721,-1.9688669792800282
gated_alive:a_001:40608,a_001,40608,pca,-0.1371471879836164,-1.1043048140493377
gated_alive:a_001:40645,a_001,40645,pca,2.1304975168507108,-1.4257988058502333
gated_alive:a_001:40758,a_001,40758,pca,-1.9229261201682124,-0.9143835441159195
gated_alive:a_001:40784,a_001,40784,pca,-1.8108945095562068,-0.6518889194356848
gated_alive:a_001:40951,a_001,40951,pca,-0.8386385803123881,1.5307291924817257
gated_alive:a_001:41057,a_001,41057,pca,-2.592851224966181,-1.781027492304073
gated_alive:a_001:41069,a_001,41069,pca,-2.8898178178580682,-1.5007982643369107
gated_alive:a_001:41087,a_001,41087,pca,2.356915222161045,-3.715976791689153
gated_alive:a_001:41175,a_001,41175,pca,-3.0359353195506498,-0.9729095165084564
gated_alive:a_001:41402,a_001,41402,pca,0.32272215333473336,-1.352599374166995
gated_alive:a_001:41428,a_001,41428,pca,0.33522642974997624,1.939566830991189
gated_alive:a_001:41642,a_001,41642,pca,-0.4848844064606796,-2.229276501389919
gated_alive:a_001:41823,a_001,41823,pca,-1.477043870652144,-2.0446342617938447
gated_alive:a_001:42002,a_001,42002,pca,-0.05881672908263843,1.8499638210674878
gated_alive:a_001:42321,a_001,42321,pca,3.5735454073450916,-1.9302549870591057
gated_alive:a_001:42644,a_001,42644,pca,-0.6198575751439579,-2.4266443336914763
gated_alive:a_001:42757,a_001,42757,pca,-2.51716837739525,-1.2955576055606106
gated_alive:a_001:42866,a_001,42866,pca,-2.1907468623695068,-1.7026695376022378
gated_alive:a_001:43084,a_001,43084,pca,-2.7952114542814748,-1.145111111820499
gated_alive:a_001:43688,a_001,43688,pca,-1.8789233718831106,1.462435317532258
gated_alive:a_001:43812,a_001,43812,pca,0.9537192238232349,-2.1289558316558366
gated_alive:a_001:44525,a_001,44525,pca,-1.4137910849415651,-2.5241695475118635
gated_alive:a_001:44581,a_001,44581,pca,-0.5585197585000036,2.354996098880975
gated_alive:a_001:44645,a_001,44645,pca,-0.3070754865044665,3.2641960629901554
gated_alive:a_001:44753,a_001,44753,pca,-2.001447366181132,2.0253841053879773
gated_alive:a_001:44755,a_001,44755,pca,-2.019794246139179,-2.1358110596001127
gated_alive:a_001:44875,a_001,44875,pca,-1.5909999837525601,-2.5759929319608985
gated_alive:a_001:44922,a_001,44922,pca,-1.1065637217608404,-0.8938390770183434
gated_alive:a_001:45369,a_001,45369,pca,0.7440886149048985,-2.193956237807199
gated_alive:a_001:45397,a_001,45397,pca,-0.20536293818190676,-1.7013443512953987
gated_alive:a_001:45504,a_001,45504,pca,-0.39775159963453777,-1.3291072126526882
gated_alive:a_001:45528,a_001,45528,pca,-0.7101037055051355,3.2437829235627444
gated_alive:a_001:45583,a_001,45583,pca,-2.7848635221651388,-1.398953176055684
gated_alive:a_001:45666,a_001,45666,pca,2.510145876519976,-2.2564344404566663
gated_alive:a_001:45681,a_001,45681,pca,-0.9411459718600098,0.6679929148746543
gated_alive:a_001:45831,a_001,45831,pca,-2.3133723806306814,1.3823430623167696
gated_alive:a_001:46234,a_001,46234,pca,-1.148017127935108,1.9019530505369817
gated_alive:a_001:46321,a_001,46321,pca,-1.2171463400168798,2.6167354246237897
gated_alive:a_001:46335,a_001,46335,pca,-3.146876950544912,-1.3816603495127875
gated_alive:a_001:46602,a_001,46602,pca,1.4550026900820638,-1.8092736389279835
gated_alive:a_001:46665,a_001,46665,pca,-1.3421043333250977,2.276334278737899
gated_alive:a_001:46945,a_001,46945,pca,-1.4931625809319484,1.4325168781568234
gated_alive:a_001:47090,a_001,47090,pca,-2.5934327158154207,1.4242469850430182
gated_alive:a_001:47526,a_001,47526,pca,-2.2162625346660274,-2.296981282017914
gated_alive:a_001:47699,a_001,47699,pca,-1.065774753490254,1.7043317299534946
gated_alive:a_001:47795,a_001,47795,pca,-2.7205610871616033,-0.7367491192524313
gated_alive:a_001:47934,a_001,47934,pca,-0.4816372204892605,2.163005861100485
gated_alive:a_001:48236,a_001,48236,pca,-0.9324107218556251,2.944057856176928
gated_alive:a_001:48510,a_001,48510,pca,-0.4169574751320076,2.6648605017516727
gated_alive:a_001:49049,a_001,49049,pca,-2.6309637989959227,-1.2423456058791789
gated_alive:a_001:49115,a_001,49115,pca,1.8600743847175265,-1.7607502918714637
gated_alive:a_001:49280,a_001,49280,pca,-2.732767982260628,-1.8194191469921468
gated_alive:a_001:49409,a_001,49409,pca,-0.37065464454146496,2.022265169050792
gated_alive:a_001:49646,a_001,49646,pca,3.065408857955505,-2.089252891724216
gated_alive:a_001:49800,a_001,49800,pca,-0.3459522507019253,-2.0095512123660115
gated_alive:a_001:49883,a_001,49883,pca,-1.4839154199249132,1.8816402824862466
gated_alive:a_001:50278,a_001,50278,pca,-1.9785617212732087,1.5358932412137023
gated_alive:a_001:50491,a_001,50491,pca,5.943811434913786,-2.423629206253783
gated_alive:a_001:51096,a_001,51096,pca,-2.0417999678697094,-1.78602578178291
gated_alive:a_001:51479,a_001,51479,pca,-2.498851350491691,-1.2330376696442094
gated_alive:a_001:51583,a_001,51583,pca,-2.969293386346222,-1.7520173122475566
gated_alive:a_001:51600,a_001,51600,pca,-2.59607004588074,-1.2167213274373443
gated_alive:a_001:51693,a_001,51693,pca,-1.129281822283715,2.057308883864595
gated_alive:a_001:51710,a_001,51710,pca,3.906917119994961,2.4898573105064936
gated_alive:a_001:52017,a_001,52017,pca,-1.813155610557758,-0.27275524493761244
gated_alive:a_001:52160,a_001,52160,pca,-2.130081929012511,1.4346074136710611
gated_alive:a_001:52164,a_001,52164,pca,0.2638509299451774,-1.2007728351105325
gated_alive:a_001:52165,a_001,52165,pca,-2.746980402659892,-0.6753842278718953
gated_alive:a_001:52202,a_001,52202,pca,3.7008824232955417,-2.687052451868622
gated_alive:a_001:52700,a_001,52700,pca,-2.6465738437485937,-0.9278376822920957
gated_alive:a_001:53331,a_001,53331,pca,-2.167415844375454,0.4275010515501096
gated_alive:a_001:53561,a_001,53561,pca,-1.7513920257944389,0.9297414844471055
gated_alive:a_001:53628,a_001,53628,pca,0.5479690699716592,1.1333912992633786
gated_alive:a_001:54164,a_001,54164,pca,-1.6949591135181168,-1.4343486299430852
gated_alive:a_001:54221,a_001,54221,pca,0.2528263696006884,4.13838248088908
gated_alive:a_001:54263,a_001,54263,pca,-1.7424641498393378,-0.24209127690051785
gated_alive:a_001:54385,a_001,54385,pca,1.2260280196133533,-1.6334432824040235
gated_alive:a_001:54430,a_001,54430,pca,-1.3696747727591632,-0.8129753923506673
gated_alive:a_001:54464,a_001,54464,pca,-0.5734009414570156,1.0097624332464537
gated_alive:a_001:54472,a_001,54472,pca,-0.16618589495398323,-1.2270463245202958
gated_alive:a_001:54533,a_001,54533,pca,-1.3337346977894746,0.7769772031021108
gated_alive:a_001:54613,a_001,54613,pca,-2.807523971814703,-1.3936776289762776
gated_alive:a_001:54700,a_001,54700,pca,-2.043115920514948,0.8675072916907934
gated_alive:a_001:54772,a_001,54772,pca,-1.8075074615047282,-1.6862250454889838
gated_alive:a_001:54860,a_001,54860,pca,-2.714861288918119,0.05430640015189007
