split_id,split_seed,gate,run_mode,device,implementation_version,cofactor,top_fraction,inner_fold,filter_id,marker,filter_weight,filter_bias,output_weight_contrast,output_weight_0,output_weight_1,output_bias_0,output_bias_1,scaler_mean,scaler_scale
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,CD3,-0.21238477528095245,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,1.3532225631772752,1.210026712578616
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,CD27,0.16768057644367218,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,0.4806255878135398,0.8532485360907454
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,CD19,-0.22848396003246307,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,0.014833124304699798,0.2841554785847963
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,CD4,0.07014971971511841,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,0.3808966042177291,0.8053432633415061
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,CD8,0.13924407958984375,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,1.9665018849819118,1.4678198050200346
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,CD57,0.18750670552253723,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,1.3297944702821645,1.7395954708439827
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,2DL1-S1,0.2512624263763428,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,0.3560386996478731,0.8335100470013961
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,TRAIL,0.21378041803836823,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,0.02521635095182147,0.40856190626435535
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,2DL2-L3-S2,0.07560132443904877,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,0.4624844130424588,0.8647881649066825
0,3003105692,gated_NK,smoke,cuda,pytorch_materialized_v1,5.0,0.01,1,0,CD16,0.25871530175209045,-0.026998860761523247,-0.6499168276786804,0.10925786197185516,-0.5406589508056641,-0.2755710780620575,0.30347299575805664,2.910415470675617,1.8613571118574843
