"method","gate","run_mode","split_id","split_seed","r_seed","selected_lambda","selected_cluster_count","eligible_cluster_count","file_sample_size","minimum_cluster_size_fraction"
"citrus","gated_NK","smoke",0,3003105692,855622045,0.265269042600639,0,31,100,0.05
"citrus","gated_NK","smoke",1,976400780,976400780,0.0174198862583143,11,33,100,0.05
