cluster,sample_id,CD3,CD27,CD19,CD4,CD8,CD57,2DL1-S1,TRAIL,2DL2-L3-S2,CD16,CD10,3DL1-S1,CD117,2DS4,ILT2-CD85j,NKp46,NKG2D,NKG2C,2B4,CD33,CD11b,NKp30,CD122,3DL1,NKp44,CD127,2DL1,CD94,CD34,CCR7,2DL3,NKG2A,HLA-DR,2DL4,CD56,2DL5,CD25,variant
0,a_001,1.0272683731375554,-0.07889561515294184,1.109108849879251,-0.03629071614397211,0.4952218393504356,-0.08698438059671526,-0.08987531952057315,-0.09055024724446614,-0.08717494917371182,-0.03932692270882391,-0.082310953592002,-0.0979618780047084,-0.07746304849350508,-0.08676582616827061,1.2809924470653486,-0.07659614973176786,-0.06675111432178193,-0.10314623133852102,-0.029323019460022054,0.7375211789976603,-0.06649216294960984,-0.08174540468074282,-0.09658378321071842,-0.09541605145104735,-0.10726342724832508,-0.06246159158014164,-0.09905270092324184,-0.06286992370757793,-0.03035244065301289,0.762966537285939,-0.08935007235187248,0.7829843794836596,5.872258705729985,1.6719921147985073,0.14531264671122276,-0.09709879900206286,-0.07373533888828969,kmeans_k6
0,a_002,1.7531229824002434,-0.056727538769330364,0.18106032794430083,-0.057726682080043855,-0.04790558209053477,-0.06263684657259669,-0.07675561813962703,-0.0889784049068002,-0.07877138097960262,-0.04948938087415727,-0.07748475603440466,-0.09939756824544158,-0.10025111812307212,-0.08303690445468531,1.2179656563699879,-0.0532218099525203,-0.08313117741800934,-0.07963936748703228,0.16040139699154463,-9.180018665413778e-05,-0.06958346331762681,-0.07769281723579766,-0.08498758164505003,-0.10966447525037963,-0.08342636445462796,-0.09968224119594599,-0.1094110324128766,-0.0763832989283412,-0.07159688425232574,-0.020046473957460124,-0.0822168573026883,0.4924626977098361,5.581949521543403,1.4417655182766174,0.33598985878991133,-0.10395053866122904,-0.06875293490232559,kmeans_k6
0,a_003,0.6107247489903,-0.08205988574037035,1.9100848703055457,-0.04703020024388803,0.4340190847203077,-0.08892443379127249,-0.11224120585428332,-0.08227604188628473,-0.08681353979656461,-0.004550008775256581,-0.06409722502406429,-0.09458790785468346,-0.09358773136022128,-0.07418624301326525,1.3709879522956268,-0.08745622586715715,-0.07043392969532047,-0.07954031381476181,0.03719691630103148,2.4364435497931467,-0.05016887529723434,-0.08370915117282911,-0.09358331544387934,-0.08413824072156756,-0.08337850044826121,-0.08365599373781962,-0.07689578128874322,-0.0663395506590089,-0.04419893219946583,-0.048287724590694595,-0.0829633869153525,0.5074844784405879,4.8362846911572674,1.3147034660285173,-0.020617336452332095,-0.07655524051760876,-0.07948380448925318,kmeans_k6
0,a_004,0.11906028200378047,-0.06764440570858378,2.102217997443516,-0.02972609694714524,-0.01607536889026199,-0.09104942897197468,-0.10380194584494723,-0.10097005113297441,-0.09862727650664159,-0.052918920913769804,-0.07970364556350029,-0.09476537501228652,-0.09428064698352072,-0.08957819219530036,1.3507710253091336,-0.08858584264922321,-0.07945299234919453,-0.08942808022206919,-0.021048545470009193,1.656351969360061,-0.07715258396275135,-0.09030551307446313,-0.0963938569984267,-0.09240356715181991,-0.10534404923759136,-0.07413117172834632,-0.08459838920085017,-0.09029791137993994,-0.06834038135120145,-0.05217629996417239,-0.09786760284466778,-0.01732466166254072,4.854146340542176,1.2302293872275119,-0.0031212186376519966,-0.0917767916128021,-0.09091719734610867,kmeans_k6
0,a_005,0.38808409095340446,-0.06916604955407854,-0.0439646041205887,-0.03303844069175476,0.36374634762954605,-0.0985926507658479,-0.08723990981552594,-0.11075268985066729,-0.07014732340777127,0.3474013973424774,-0.057890124983914874,-0.08913471770213144,-0.09028395262662403,-0.08204299908382413,1.6721288412143689,-0.05927690223475444,-0.0919735246571622,-0.08533320874242761,0.09598510924071484,0.9997354140416731,-0.04414193763015484,-0.0905948002260992,-0.09915074673374119,-0.09759763368976437,-0.0949541981308059,-0.06937207920365332,-0.08222927268188926,-0.09408393863976044,-0.03513331592924202,-0.07891558704592638,-0.09466926422079608,0.017691111118272856,4.067107686401092,0.7384723505613732,-0.02373420383660111,-0.08153077216222429,-0.04911397330227875,kmeans_k6
0,a_006,0.5523434688284996,-0.0873762362016755,0.3598678779099164,-0.028193094526064555,-0.06994081730073508,-0.08336877812853256,-0.09518070261629917,-0.08802506319062797,-0.09060036827508822,-0.07098526830189511,-0.07944368490428964,-0.06971292637934344,-0.11739833055584287,-0.05081985296273842,0.4677831685069136,-0.1035901441844659,-0.0754872184834809,-0.08797963569512168,-0.0009679675453298961,0.18784748340332044,-0.07807158791573679,-0.07069019110690121,-0.07641640205803417,-0.07733145940014849,-0.10669967888239387,-0.10683832696950268,-0.09722070735598702,-0.08833260689936093,-0.07018455019969676,-0.02773259921852491,-0.06023330904472066,-0.001502955139096295,5.468175592079807,1.1571064359842707,0.2961945908805679,-0.07661078765348148,-0.09672635405472432,kmeans_k6
0,a_007,1.2498600524403554,-0.049191395598351804,1.6533935233791859,-0.025806688691477588,-0.006536642851287929,-0.06816039933514643,-0.08720458546644629,-0.07375961023648214,-0.09187327625556925,-0.057833160841198966,-0.08496620715322492,-0.07822896402755378,-0.07828868372722746,-0.08774338130087989,1.0498045716732383,-0.0782756345509628,-0.09330717952738143,-0.0952615056218633,-0.01919891755420859,0.3675553981311459,-0.06888361845218618,-0.09269226499084132,-0.06403376941659071,-0.08395262354452064,-0.11865039309597104,-0.0992074793227119,-0.1027450410432901,-0.08632483235980191,-0.06229051611385033,0.4759989370880368,-0.05586795993589034,0.3609760296943066,5.810781126269278,1.7394660205317685,0.30721574263635065,-0.06645700968946792,-0.07663775703016623,kmeans_k6
0,a_009,1.571735087025684,-0.04780666226840608,0.7850332247385757,0.09734697784971011,0.9264535954685038,-0.05857885672881877,-0.10131121062740339,-0.09414941025811088,-0.0954642283640221,-0.05626721977906151,-0.07953534724916349,-0.1084815123721197,-0.09570029817913558,-0.08029179304178674,1.5178034798278042,-0.07473210227281832,-0.029743011170709783,-0.07091248950797992,0.31605405744656034,1.0324956015227567,-0.06235870843359932,-0.09794404989270164,-0.03280546213613906,-0.07797396669332649,-0.10011289773831969,-0.04400634956737346,-0.08963208533422601,-0.07072222003349232,-0.05611972855586763,-0.020479470918167916,-0.07695111000364302,0.5631891170405243,5.347419283040977,1.532987418162751,0.20988462112538017,-0.07767777670786793,-0.05850363347168903,kmeans_k6
0,a_010,0.9707175776993097,-0.06302231167456523,1.62626878900869,-0.019956915032506902,-0.042477051969731824,-0.08882206025794054,-0.08821800482414689,-0.10570948951437911,-0.09431460369347776,-0.052900379587246936,-0.0816112447401292,-0.10000491062417066,-0.093689688107779,-0.08049701584393515,1.5203483818009036,-0.08404758423137997,-0.09025745315597601,-0.09255724403398762,0.15474392189124972,-0.043149785997661,-0.07657764341385447,-0.07918826626217587,-0.07597028134305375,-0.09625559632147433,-0.09075462823641971,-0.08720909824864194,-0.09497611717513559,-0.0709727768453549,-0.05297619772019686,0.2292677309713227,-0.05783558269877998,0.36786369503298005,5.5578238281757315,1.6802658827291799,0.23770467863325467,-0.09489330638351413,-0.08232330837290718,kmeans_k6
0,a_011,0.7376595137965529,-0.05386145208597572,0.7463695077782129,-0.05541421285211015,0.5201014804554662,-0.09220130292890522,-0.08484865566483721,-0.07741364649408819,-0.057698149183651445,1.5010773872048557,-0.06414064153570466,-0.09578172017710761,-0.10215203779458513,-0.10218829069241032,1.4165119986034738,-0.07275649866472801,-0.07719944788949895,-0.0976425936526774,-0.005294525474179821,2.6513447189484687,-0.033048225412391385,-0.08700628256826841,-0.08095235929595025,-0.08322675047816896,-0.09330141108327808,-0.07071633984430299,-0.11058925446238908,-0.0959046025314324,-0.052604818109268286,-0.06852000047669926,-0.09636692769103027,-0.03340310331932578,4.304988113446605,0.5419861161886372,-0.012427661293349273,-0.07148841923787606,-0.09644587642512832,kmeans_k6
