split_id,donor_id,y_true,filter_id,frequency,n_cells,response_threshold,training_donors
0,a_002,1,0,0.010699999518692493,20000,15.523157119750977,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_004,0,0,0.0005499999970197678,20000,15.523157119750977,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_006,0,0,0.0,20000,15.523157119750977,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_1a,0,0,0.0005499999970197678,20000,15.523157119750977,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_2a,0,0,0.00044999999227002263,20000,15.523157119750977,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
0,a_4a,1,0,0.005249999929219484,20000,15.523157119750977,a_001;a_003;a_005;a_007;a_009;a_010;a_011;a_012;a_3a;a_5b
1,a_002,1,1,0.005200000014156103,20000,28.935749053955078,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_003,0,1,0.0005999999702908099,20000,28.935749053955078,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_004,0,1,9.999999747378752e-05,20000,28.935749053955078,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_006,0,1,0.0,20000,28.935749053955078,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_3b,0,1,0.00014999999257270247,20000,28.935749053955078,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
1,a_5a,1,1,0.00969999935477972,20000,28.935749053955078,a_001;a_005;a_009;a_010;a_011;a_012;a_2b;a_3a;a_4a;a_5b
2,a_002,1,1,0.00969999935477972,20000,19.48563003540039,a_001;a_006;a_009;a_011;a_012;a_2a;a_2b;a_4a;a_4b;a_5b
2,a_004,0,1,0.00024999998277053237,20000,19.48563003540039,a_001;a_006;a_009;a_011;a_012;a_2a;a_2b;a_4a;a_4b;a_5b
2,a_007,1,1,9.999999747378752e-05,20000,19.48563003540039,a_001;a_006;a_009;a_011;a_012;a_2a;a_2b;a_4a;a_4b;a_5b
2,a_010,0,1,0.0,20000,19.48563003540039,a_001;a_006;a_009;a_011;a_012;a_2a;a_2b;a_4a;a_4b;a_5b
2,a_1a,0,1,0.0005499999970197678,20000,19.48563003540039,a_001;a_006;a_009;a_011;a_012;a_2a;a_2b;a_4a;a_4b;a_5b
2,a_3b,0,1,9.999999747378752e-05,20000,19.48563003540039,a_001;a_006;a_009;a_011;a_012;a_2a;a_2b;a_4a;a_4b;a_5b
3,a_006,0,1,0.0,20000,14.099592208862305,a_001;a_003;a_004;a_005;a_007;a_1a;a_3b;a_4a;a_4b
3,a_009,0,1,0.0,20000,14.099592208862305,a_001;a_003;a_004;a_005;a_007;a_1a;a_3b;a_4a;a_4b
3,a_011,0,1,0.0,20000,14.099592208862305,a_001;a_003;a_004;a_005;a_007;a_1a;a_3b;a_4a;a_4b
3,a_2a,0,1,0.00024999998277053237,20000,14.099592208862305,a_001;a_003;a_004;a_005;a_007;a_1a;a_3b;a_4a;a_4b
3,a_5a,1,1,0.010799999348819256,20000,14.099592208862305,a_001;a_003;a_004;a_005;a_007;a_1a;a_3b;a_4a;a_4b
3,a_5b,1,1,0.014699999243021011,20000,14.099592208862305,a_001;a_003;a_004;a_005;a_007;a_1a;a_3b;a_4a;a_4b
4,a_001,1,2,0.00014999999257270247,20000,12.825359344482422,a_002;a_006;a_007;a_009;a_1a;a_2b;a_3a;a_4a;a_5a
4,a_003,0,2,0.0004999999655410647,20000,12.825359344482422,a_002;a_006;a_007;a_009;a_1a;a_2b;a_3a;a_4a;a_5a
4,a_010,0,2,4.999999873689376e-05,20000,12.825359344482422,a_002;a_006;a_007;a_009;a_1a;a_2b;a_3a;a_4a;a_5a
4,a_011,0,2,4.999999873689376e-05,20000,12.825359344482422,a_002;a_006;a_007;a_009;a_1a;a_2b;a_3a;a_4a;a_5a
4,a_2a,0,2,9.999999747378752e-05,20000,12.825359344482422,a_002;a_006;a_007;a_009;a_1a;a_2b;a_3a;a_4a;a_5a
