split_id,filter_id,alpha,rho,output_weight_contrast,strongest_positive
16,1,0.00624370900914073,1.9442307949066162,2.581395149230957,False
16,2,0.010810194537043571,2.171513557434082,2.647505760192871,True
16,3,0.008671090006828308,0.6210841536521912,-2.155299425125122,False
16,4,0.007873148657381535,1.991257667541504,-1.7990204095840454,False
17,0,0.019168075174093246,1.415217638015747,8.186762809753418,False
17,1,0.010425999760627747,1.1792759895324707,-6.44005012512207,False
17,2,0.0605916753411293,1.1469206809997559,-6.661287307739258,False
17,3,0.02088870480656624,1.2894610166549683,8.838220596313477,True
18,0,0.007273687981069088,1.955735683441162,3.402043342590332,True
18,1,0.010256513021886349,0.8302380442619324,0.7328698635101318,False
18,2,0.007866219617426395,4.3198018074035645,1.3168810606002808,False
19,0,0.01747150346636772,2.299781084060669,-2.106943368911743,False
19,1,0.00817420519888401,0.6057139039039612,0.849947988986969,False
19,2,0.01599632203578949,0.5674830079078674,2.9995486736297607,True
19,3,0.007017820607870817,3.260573387145996,2.7009572982788086,False
20,0,0.023691870272159576,2.8760101795196533,4.59830379486084,False
20,1,0.02542068064212799,1.6076403856277466,5.3844895362854,True
20,2,0.0038537869695574045,1.7174816131591797,-3.206953525543213,False
20,3,0.008616716600954533,2.9244837760925293,4.8512468338012695,False
20,4,0.013108039274811745,2.0414276123046875,-5.4932942390441895,False
21,0,0.01896239072084427,1.7776635885238647,5.765565872192383,True
21,1,0.008621972985565662,1.2538204193115234,-5.31460428237915,False
21,2,0.027913184836506844,0.6736001372337341,-4.354824066162109,False
21,3,0.00913984701037407,1.4505648612976074,5.191318511962891,False
22,0,0.006196583155542612,1.3147032260894775,-8.16090202331543,False
22,1,0.00935152918100357,2.0153756141662598,-6.776658535003662,False
22,2,0.012645632959902287,2.5307369232177734,7.943783283233643,True
22,3,0.002720218151807785,0.9309343695640564,-5.479084014892578,False
22,4,0.007499950472265482,1.3814287185668945,-5.806009292602539,False
23,0,0.0074643236584961414,0.9000383615493774,3.1665749549865723,False
23,1,0.008348792791366577,2.0455455780029297,3.993776798248291,False
23,2,0.007088657468557358,5.557938098907471,-3.2372331619262695,False
23,3,0.018397612497210503,1.75216543674469,4.055087089538574,True
23,4,0.0048592593520879745,2.9406793117523193,-4.135374546051025,False
24,0,0.010359412059187889,2.504808187484741,1.4254553318023682,True
24,1,0.012795885093510151,0.45572346448898315,-0.8939732313156128,False
24,2,0.00998945813626051,0.4866750240325928,1.1180219650268555,False
24,3,0.00860152393579483,0.36605072021484375,-0.5833434462547302,False
24,4,0.007988088764250278,0.9517478346824646,-1.3191602230072021,False
25,0,0.008966624736785889,1.731817364692688,1.2162775993347168,True
25,1,0.008545885793864727,2.2285256385803223,-1.036910057067871,False
25,2,0.011240903288125992,0.5352922677993774,0.08894892036914825,False
25,3,0.008806733414530754,1.2954065799713135,-0.8516045808792114,False
26,0,0.012173398397862911,0.5294895768165588,0.1200832799077034,False
26,1,0.006130271591246128,2.405313730239868,1.9444384574890137,False
26,2,0.013873050920665264,1.1177873611450195,1.9352328777313232,False
26,3,0.007942287251353264,1.136619210243225,2.2737038135528564,True
26,4,0.010034486651420593,0.8828485608100891,1.0954935550689697,False
27,0,0.008977861143648624,3.6108157634735107,-4.728483200073242,False
27,1,0.03269602730870247,1.1140971183776855,3.89569091796875,False
27,2,0.009779779240489006,0.9268084168434143,-2.420477867126465,False
27,3,0.0036364307161420584,4.476674556732178,4.699838638305664,True
27,4,0.013627640902996063,2.043458938598633,-4.5890302658081055,False
28,0,0.0020054737105965614,2.6820919513702393,6.469193458557129,True
28,1,0.006459485739469528,0.31512650847435,3.218362331390381,False
28,2,0.009875057265162468,0.9974240660667419,3.284233570098877,False
29,0,0.009782536886632442,3.596830368041992,4.177560806274414,True
29,1,0.004326688125729561,0.968000590801239,-5.273770332336426,False
29,2,0.0125753004103899,1.2447080612182617,-0.08670877665281296,False
29,3,0.006471581757068634,1.367666482925415,-5.217906951904297,False
30,0,0.0069693406112492085,3.5167431831359863,5.887017250061035,True
30,1,0.01236181240528822,0.6864044070243835,-0.10822255164384842,False
30,2,0.010841199196875095,2.23226261138916,4.25725793838501,False
30,3,0.003547877073287964,2.0390732288360596,-4.424517631530762,False
31,0,0.007748084142804146,2.3035542964935303,-3.136054039001465,False
31,1,0.005485292989760637,3.9374406337738037,5.422893524169922,True
31,2,0.020450325682759285,1.3833316564559937,-3.383643865585327,False
31,3,0.002810955047607422,3.942307472229004,2.2240071296691895,False
31,4,0.0038603474386036396,1.613691806793213,-2.804849147796631,False
32,0,0.01154661737382412,0.753246009349823,-0.20066407322883606,False
32,1,0.010932361707091331,0.47238820791244507,-2.6829729080200195,False
32,2,0.00888871680945158,2.80547833442688,1.962325096130371,True
32,3,0.00910727959126234,1.5653433799743652,1.706689476966858,False
32,4,0.013052442111074924,2.2547824382781982,-0.14226427674293518,False
33,0,0.00968125555664301,0.7280188798904419,5.218466281890869,False
33,1,0.010603264905512333,1.9678953886032104,-5.190533638000488,False
33,2,0.016522612422704697,2.6061413288116455,5.342735290527344,False
33,3,0.020631926134228706,1.3117220401763916,5.476961612701416,False
33,4,0.02068776823580265,1.2737996578216553,5.674226760864258,True
34,0,0.010227477177977562,0.7894706130027771,2.618396759033203,False
34,1,0.006763279903680086,1.4370909929275513,2.9041543006896973,True
34,2,0.007810838986188173,1.0001046657562256,-1.3516689538955688,False
34,3,0.012513641268014908,0.5290076732635498,-3.0879297256469727,False
35,0,0.00858707632869482,1.257446527481079,5.5745625495910645,True
35,1,0.009952319785952568,0.5131779313087463,-5.196359634399414,False
35,2,0.027198120951652527,1.056606650352478,-4.977922439575195,False
35,3,0.004854790400713682,1.3381932973861694,4.540329933166504,False
35,4,0.0113100316375494,1.226560115814209,0.22997072339057922,False
36,0,0.025904128327965736,2.6738104820251465,6.243261814117432,True
36,1,0.012528333812952042,2.4275619983673096,-0.04469313099980354,False
36,2,0.010967431589961052,1.1205617189407349,4.660517692565918,False
36,3,0.011580321006476879,1.4127447605133057,-3.803905725479126,False
37,0,0.004567258059978485,0.717675507068634,-1.8025834560394287,False
37,1,0.010646140202879906,2.8389737606048584,2.2699813842773438,True
37,2,0.007519877981394529,0.48492559790611267,-2.3033199310302734,False
38,0,0.007524897810071707,1.6588661670684814,-5.201269626617432,False
38,1,0.013169805519282818,0.6454209685325623,3.2965173721313477,False
38,2,0.013737647794187069,1.9165621995925903,6.332337379455566,True
38,3,0.005108413752168417,0.9976940751075745,-5.58655309677124,False
39,0,0.011874032206833363,0.15839459002017975,0.21160034835338593,False
39,1,0.011188819073140621,1.726020336151123,-3.1910793781280518,False
39,2,0.014991993084549904,0.9038177728652954,6.339322566986084,True
39,3,0.008614549413323402,2.0441477298736572,-2.0169577598571777,False
39,4,0.010837150737643242,3.110926628112793,5.0291852951049805,False
40,0,0.008709791116416454,0.9199002385139465,0.49664899706840515,True
40,1,0.01094521302729845,0.7211020588874817,0.3838662803173065,False
40,2,0.008730382658541203,0.48335957527160645,0.28024715185165405,False
40,3,0.00936264917254448,0.8190867900848389,-0.590273916721344,False
41,0,0.011503469198942184,1.5608032941818237,5.017460823059082,True
41,1,0.007574262097477913,1.5696485042572021,3.5112977027893066,False
41,2,0.006826527416706085,3.266373872756958,-4.404003143310547,False
41,3,0.016015706583857536,3.5937860012054443,4.056128978729248,False
41,4,0.008839020505547523,1.4494565725326538,-3.0779671669006348,False
42,0,0.006220688112080097,3.441833257675171,5.845170021057129,False
42,1,0.020972345024347305,2.0760891437530518,8.568965911865234,True
42,2,0.010219915769994259,0.5024989247322083,4.137609481811523,False
43,0,0.013056675903499126,1.0285978317260742,-2.382021427154541,False
43,1,0.008612183853983879,0.5026416182518005,1.090049386024475,False
43,2,0.006829460151493549,2.6322696208953857,2.9652557373046875,True
43,3,0.00873186532407999,1.5522146224975586,2.2445547580718994,False
43,4,0.011235959827899933,2.1254122257232666,-2.8312551975250244,False
44,0,0.005469202063977718,1.664497971534729,5.537220001220703,False
44,1,0.004510901402682066,1.7911165952682495,-4.49573278427124,False
44,2,0.0059491596184670925,3.2487056255340576,6.039384841918945,True
45,0,0.010384692810475826,0.5098212361335754,-0.44889700412750244,False
45,1,0.009034402668476105,1.5097973346710205,0.6838418841362,True
45,2,0.01261521689593792,0.2195255607366562,0.2175024151802063,False
45,3,0.008277323096990585,0.38828060030937195,0.33479565382003784,False
46,0,0.029622936621308327,0.48954784870147705,4.326044082641602,False
46,1,0.013199517503380775,1.517359972000122,-0.12755149602890015,False
46,2,0.007560389116406441,3.3627090454101562,7.721650123596191,True
47,0,0.03217080980539322,2.287531852722168,8.039213180541992,True
47,1,0.04397018626332283,1.720041275024414,-5.468288421630859,False
47,2,0.023762864992022514,2.7386281490325928,6.256333351135254,False
47,3,0.01145479828119278,0.728390634059906,-0.007934722118079662,False
48,0,0.011266445741057396,1.1908676624298096,-0.2753424048423767,False
48,1,0.0096309008076787,0.3275936543941498,-0.523212194442749,False
48,2,0.009633751586079597,0.6838269829750061,0.24414658546447754,False
48,3,0.010065792128443718,0.8183251619338989,-1.1177939176559448,False
48,4,0.009314306080341339,0.6486572027206421,0.421109676361084,True
49,0,0.008538499474525452,1.8800241947174072,-4.243391990661621,False
49,1,0.030727695673704147,1.0980072021484375,-4.799912452697754,False
49,2,0.008140863850712776,1.1854431629180908,0.705655574798584,False
49,3,0.005939951166510582,4.674561023712158,4.601354122161865,False
49,4,0.019954616203904152,2.0969254970550537,6.414327144622803,True
