split_id,donor_id,y_true,filter_id,frequency,n_cells
8,a_010,0,,,20000
8,a_2a,0,,,20000
8,a_2b,0,,,20000
8,a_5a,1,,,20000
9,a_003,0,2.0,0.8256499767303467,20000
9,a_007,1,2.0,0.9274999499320984,20000
9,a_011,0,2.0,0.9183499813079834,20000
9,a_2b,0,2.0,0.9333499670028687,20000
9,a_3a,0,2.0,0.9087499976158142,20000
9,a_4b,1,2.0,0.8569999933242798,20000
10,a_002,1,1.0,0.9162999987602234,20000
10,a_003,0,1.0,0.8337000012397766,20000
10,a_007,1,1.0,0.9413999915122986,20000
10,a_009,0,1.0,0.9698500037193298,20000
10,a_010,0,1.0,0.9521999955177307,20000
10,a_2a,0,1.0,0.943049967288971,20000
11,a_002,1,0.0,0.8743000030517578,20000
11,a_003,0,0.0,0.7455499768257141,20000
11,a_006,0,0.0,0.899899959564209,20000
11,a_010,0,0.0,0.9172999858856201,20000
11,a_011,0,0.0,0.8224499821662903,20000
11,a_012,1,0.0,0.8197999596595764,20000
12,a_001,1,3.0,0.9614499807357788,20000
12,a_003,0,3.0,0.9131999611854553,20000
12,a_004,0,3.0,0.9331499934196472,20000
12,a_006,0,3.0,0.977899968624115,20000
12,a_3a,0,3.0,0.9409499764442444,20000
12,a_4a,1,3.0,0.9122999906539917,20000
13,a_004,0,2.0,0.7501499652862549,20000
13,a_009,0,2.0,0.9219499826431274,20000
13,a_1a,0,2.0,0.7617499828338623,20000
13,a_3b,0,2.0,0.8271499872207642,20000
13,a_4b,1,2.0,0.8312999606132507,20000
13,a_5a,1,2.0,0.9079999923706055,20000
14,a_005,1,0.0,0.022450000047683716,20000
14,a_010,0,0.0,0.01464999932795763,20000
14,a_2a,0,0.0,0.07304999977350235,20000
14,a_3a,0,0.0,0.09494999796152115,20000
14,a_3b,0,0.0,0.09070000052452087,20000
14,a_5a,1,0.0,0.0494999997317791,20000
15,a_002,1,0.0,0.8018999695777893,20000
15,a_003,0,0.0,0.6876999735832214,20000
15,a_011,0,0.0,0.8778499960899353,20000
15,a_1a,0,0.0,0.578499972820282,20000
15,a_3a,0,0.0,0.7663499712944031,20000
15,a_4b,1,0.0,0.7759000062942505,20000
16,a_003,0,1.0,0.30094999074935913,20000
16,a_006,0,1.0,0.2479499876499176,20000
16,a_012,1,1.0,0.5397499799728394,20000
16,a_2a,0,1.0,0.2909500002861023,20000
16,a_2b,0,1.0,0.26579999923706055,20000
16,a_5a,1,1.0,0.4417499899864197,20000
