model,kind,fpr,mean_tpr,mean_split_auc,n_splits
quadratic_top1,network,0.006,0.795,0.9125,100
quadratic_top1,network,0.008,0.795,0.9125,100
quadratic_top1,network,0.01,0.795,0.9125,100
quadratic_top1,network,0.012,0.795,0.9125,100
quadratic_top1,network,0.014,0.795,0.9125,100
quadratic_top1,network,0.016,0.795,0.9125,100
quadratic_top1,network,0.018000000000000002,0.795,0.9125,100
quadratic_top1,network,0.02,0.795,0.9125,100
quadratic_top1,network,0.022,0.795,0.9125,100
quadratic_top1,network,0.024,0.795,0.9125,100
quadratic_top1,network,0.026000000000000002,0.795,0.9125,100
quadratic_top1,network,0.028,0.795,0.9125,100
quadratic_top1,network,0.03,0.795,0.9125,100
quadratic_top1,network,0.032,0.795,0.9125,100
quadratic_top1,network,0.034,0.795,0.9125,100
quadratic_top1,network,0.036000000000000004,0.795,0.9125,100
quadratic_top1,network,0.038,0.795,0.9125,100
quadratic_top1,network,0.04,0.795,0.9125,100
quadratic_top1,network,0.042,0.795,0.9125,100
quadratic_top1,network,0.044,0.795,0.9125,100
quadratic_top1,network,0.046,0.795,0.9125,100
quadratic_top1,network,0.048,0.795,0.9125,100
quadratic_top1,network,0.05,0.795,0.9125,100
quadratic_top1,network,0.052000000000000005,0.795,0.9125,100
quadratic_top1,network,0.054,0.795,0.9125,100
quadratic_top1,network,0.056,0.795,0.9125,100
quadratic_top1,network,0.058,0.795,0.9125,100
quadratic_top1,network,0.06,0.795,0.9125,100
quadratic_top1,network,0.062,0.795,0.9125,100
quadratic_top1,network,0.064,0.795,0.9125,100
quadratic_top1,network,0.066,0.795,0.9125,100
quadratic_top1,network,0.068,0.795,0.9125,100
quadratic_top1,network,0.07,0.795,0.9125,100
quadratic_top1,network,0.07200000000000001,0.795,0.9125,100
quadratic_top1,network,0.074,0.795,0.9125,100
quadratic_top1,network,0.076,0.795,0.9125,100
quadratic_top1,network,0.078,0.795,0.9125,100
quadratic_top1,network,0.08,0.795,0.9125,100
quadratic_top1,network,0.082,0.795,0.9125,100
quadratic_top1,network,0.084,0.795,0.9125,100
quadratic_top1,network,0.08600000000000001,0.795,0.9125,100
quadratic_top1,network,0.088,0.795,0.9125,100
quadratic_top1,network,0.09,0.795,0.9125,100
quadratic_top1,network,0.092,0.795,0.9125,100
quadratic_top1,network,0.094,0.795,0.9125,100
quadratic_top1,network,0.096,0.795,0.9125,100
quadratic_top1,network,0.098,0.795,0.9125,100
quadratic_top1,network,0.1,0.795,0.9125,100
quadratic_top1,network,0.10200000000000001,0.795,0.9125,100
quadratic_top1,network,0.10400000000000001,0.795,0.9125,100
quadratic_top1,network,0.106,0.795,0.9125,100
quadratic_top1,network,0.108,0.795,0.9125,100
quadratic_top1,network,0.11,0.795,0.9125,100
quadratic_top1,network,0.112,0.795,0.9125,100
quadratic_top1,network,0.114,0.795,0.9125,100
quadratic_top1,network,0.116,0.795,0.9125,100
quadratic_top1,network,0.11800000000000001,0.795,0.9125,100
quadratic_top1,network,0.12,0.795,0.9125,100
quadratic_top1,network,0.122,0.795,0.9125,100
quadratic_top1,network,0.124,0.795,0.9125,100
quadratic_top1,network,0.126,0.795,0.9125,100
quadratic_top1,network,0.128,0.795,0.9125,100
quadratic_top1,network,0.13,0.795,0.9125,100
quadratic_top1,network,0.132,0.795,0.9125,100
quadratic_top1,network,0.134,0.795,0.9125,100
quadratic_top1,network,0.136,0.795,0.9125,100
quadratic_top1,network,0.138,0.795,0.9125,100
quadratic_top1,network,0.14,0.795,0.9125,100
quadratic_top1,network,0.14200000000000002,0.795,0.9125,100
quadratic_top1,network,0.14400000000000002,0.795,0.9125,100
quadratic_top1,network,0.146,0.795,0.9125,100
quadratic_top1,network,0.148,0.795,0.9125,100
quadratic_top1,network,0.15,0.795,0.9125,100
quadratic_top1,network,0.152,0.795,0.9125,100
quadratic_top1,network,0.154,0.795,0.9125,100
quadratic_top1,network,0.156,0.795,0.9125,100
quadratic_top1,network,0.158,0.795,0.9125,100
quadratic_top1,network,0.16,0.795,0.9125,100
quadratic_top1,network,0.162,0.795,0.9125,100
quadratic_top1,network,0.164,0.795,0.9125,100
quadratic_top1,network,0.166,0.795,0.9125,100
quadratic_top1,network,0.168,0.795,0.9125,100
quadratic_top1,network,0.17,0.795,0.9125,100
quadratic_top1,network,0.17200000000000001,0.795,0.9125,100
quadratic_top1,network,0.17400000000000002,0.795,0.9125,100
quadratic_top1,network,0.176,0.795,0.9125,100
quadratic_top1,network,0.178,0.795,0.9125,100
quadratic_top1,network,0.18,0.795,0.9125,100
quadratic_top1,network,0.182,0.795,0.9125,100
quadratic_top1,network,0.184,0.795,0.9125,100
quadratic_top1,network,0.186,0.795,0.9125,100
quadratic_top1,network,0.188,0.795,0.9125,100
quadratic_top1,network,0.19,0.795,0.9125,100
quadratic_top1,network,0.192,0.795,0.9125,100
quadratic_top1,network,0.194,0.795,0.9125,100
quadratic_top1,network,0.196,0.795,0.9125,100
quadratic_top1,network,0.198,0.795,0.9125,100
quadratic_top1,network,0.2,0.795,0.9125,100
quadratic_top1,network,0.202,0.795,0.9125,100
quadratic_top1,network,0.20400000000000001,0.795,0.9125,100
quadratic_top1,network,0.20600000000000002,0.795,0.9125,100
quadratic_top1,network,0.20800000000000002,0.795,0.9125,100
quadratic_top1,network,0.21,0.795,0.9125,100
quadratic_top1,network,0.212,0.795,0.9125,100
quadratic_top1,network,0.214,0.795,0.9125,100
quadratic_top1,network,0.216,0.795,0.9125,100
quadratic_top1,network,0.218,0.795,0.9125,100
quadratic_top1,network,0.22,0.795,0.9125,100
quadratic_top1,network,0.222,0.795,0.9125,100
quadratic_top1,network,0.224,0.795,0.9125,100
quadratic_top1,network,0.226,0.795,0.9125,100
quadratic_top1,network,0.228,0.795,0.9125,100
quadratic_top1,network,0.23,0.795,0.9125,100
quadratic_top1,network,0.232,0.795,0.9125,100
quadratic_top1,network,0.234,0.795,0.9125,100
quadratic_top1,network,0.23600000000000002,0.795,0.9125,100
quadratic_top1,network,0.23800000000000002,0.795,0.9125,100
quadratic_top1,network,0.24,0.795,0.9125,100
quadratic_top1,network,0.242,0.795,0.9125,100
quadratic_top1,network,0.244,0.795,0.9125,100
quadratic_top1,network,0.246,0.795,0.9125,100
quadratic_top1,network,0.248,0.795,0.9125,100
quadratic_top1,network,0.25,0.905,0.9125,100
quadratic_top1,network,0.252,0.905,0.9125,100
quadratic_top1,network,0.254,0.905,0.9125,100
quadratic_top1,network,0.256,0.905,0.9125,100
quadratic_top1,network,0.258,0.905,0.9125,100
quadratic_top1,network,0.26,0.905,0.9125,100
quadratic_top1,network,0.262,0.905,0.9125,100
quadratic_top1,network,0.264,0.905,0.9125,100
quadratic_top1,network,0.266,0.905,0.9125,100
quadratic_top1,network,0.268,0.905,0.9125,100
quadratic_top1,network,0.27,0.905,0.9125,100
quadratic_top1,network,0.272,0.905,0.9125,100
quadratic_top1,network,0.274,0.905,0.9125,100
quadratic_top1,network,0.276,0.905,0.9125,100
quadratic_top1,network,0.278,0.905,0.9125,100
quadratic_top1,network,0.28,0.905,0.9125,100
quadratic_top1,network,0.28200000000000003,0.905,0.9125,100
quadratic_top1,network,0.28400000000000003,0.905,0.9125,100
quadratic_top1,network,0.28600000000000003,0.905,0.9125,100
quadratic_top1,network,0.28800000000000003,0.905,0.9125,100
quadratic_top1,network,0.29,0.905,0.9125,100
quadratic_top1,network,0.292,0.905,0.9125,100
quadratic_top1,network,0.294,0.905,0.9125,100
quadratic_top1,network,0.296,0.905,0.9125,100
quadratic_top1,network,0.298,0.905,0.9125,100
quadratic_top1,network,0.3,0.905,0.9125,100
quadratic_top1,network,0.302,0.905,0.9125,100
quadratic_top1,network,0.304,0.905,0.9125,100
quadratic_top1,network,0.306,0.905,0.9125,100
quadratic_top1,network,0.308,0.905,0.9125,100
quadratic_top1,network,0.31,0.905,0.9125,100
quadratic_top1,network,0.312,0.905,0.9125,100
quadratic_top1,network,0.314,0.905,0.9125,100
quadratic_top1,network,0.316,0.905,0.9125,100
quadratic_top1,network,0.318,0.905,0.9125,100
quadratic_top1,network,0.32,0.905,0.9125,100
quadratic_top1,network,0.322,0.905,0.9125,100
quadratic_top1,network,0.324,0.905,0.9125,100
quadratic_top1,network,0.326,0.905,0.9125,100
quadratic_top1,network,0.328,0.905,0.9125,100
quadratic_top1,network,0.33,0.905,0.9125,100
quadratic_top1,network,0.332,0.905,0.9125,100
quadratic_top1,network,0.334,0.905,0.9125,100
quadratic_top1,network,0.336,0.905,0.9125,100
quadratic_top1,network,0.338,0.905,0.9125,100
quadratic_top1,network,0.34,0.905,0.9125,100
quadratic_top1,network,0.342,0.905,0.9125,100
quadratic_top1,network,0.34400000000000003,0.905,0.9125,100
quadratic_top1,network,0.34600000000000003,0.905,0.9125,100
quadratic_top1,network,0.34800000000000003,0.905,0.9125,100
quadratic_top1,network,0.35000000000000003,0.905,0.9125,100
quadratic_top1,network,0.352,0.905,0.9125,100
quadratic_top1,network,0.354,0.905,0.9125,100
quadratic_top1,network,0.356,0.905,0.9125,100
quadratic_top1,network,0.358,0.905,0.9125,100
quadratic_top1,network,0.36,0.905,0.9125,100
quadratic_top1,network,0.362,0.905,0.9125,100
quadratic_top1,network,0.364,0.905,0.9125,100
quadratic_top1,network,0.366,0.905,0.9125,100
quadratic_top1,network,0.368,0.905,0.9125,100
quadratic_top1,network,0.37,0.905,0.9125,100
quadratic_top1,network,0.372,0.905,0.9125,100
quadratic_top1,network,0.374,0.905,0.9125,100
quadratic_top1,network,0.376,0.905,0.9125,100
quadratic_top1,network,0.378,0.905,0.9125,100
quadratic_top1,network,0.38,0.905,0.9125,100
quadratic_top1,network,0.382,0.905,0.9125,100
quadratic_top1,network,0.384,0.905,0.9125,100
quadratic_top1,network,0.386,0.905,0.9125,100
quadratic_top1,network,0.388,0.905,0.9125,100
quadratic_top1,network,0.39,0.905,0.9125,100
quadratic_top1,network,0.392,0.905,0.9125,100
quadratic_top1,network,0.394,0.905,0.9125,100
quadratic_top1,network,0.396,0.905,0.9125,100
quadratic_top1,network,0.398,0.905,0.9125,100
quadratic_top1,network,0.4,0.905,0.9125,100
quadratic_top1,network,0.402,0.905,0.9125,100
quadratic_top1,network,0.404,0.905,0.9125,100
quadratic_top1,network,0.406,0.905,0.9125,100
quadratic_top1,network,0.40800000000000003,0.905,0.9125,100
quadratic_top1,network,0.41000000000000003,0.905,0.9125,100
quadratic_top1,network,0.41200000000000003,0.905,0.9125,100
quadratic_top1,network,0.41400000000000003,0.905,0.9125,100
quadratic_top1,network,0.41600000000000004,0.905,0.9125,100
quadratic_top1,network,0.418,0.905,0.9125,100
quadratic_top1,network,0.42,0.905,0.9125,100
quadratic_top1,network,0.422,0.905,0.9125,100
quadratic_top1,network,0.424,0.905,0.9125,100
quadratic_top1,network,0.426,0.905,0.9125,100
quadratic_top1,network,0.428,0.905,0.9125,100
quadratic_top1,network,0.43,0.905,0.9125,100
quadratic_top1,network,0.432,0.905,0.9125,100
quadratic_top1,network,0.434,0.905,0.9125,100
quadratic_top1,network,0.436,0.905,0.9125,100
quadratic_top1,network,0.438,0.905,0.9125,100
quadratic_top1,network,0.44,0.905,0.9125,100
quadratic_top1,network,0.442,0.905,0.9125,100
quadratic_top1,network,0.444,0.905,0.9125,100
quadratic_top1,network,0.446,0.905,0.9125,100
quadratic_top1,network,0.448,0.905,0.9125,100
quadratic_top1,network,0.45,0.905,0.9125,100
quadratic_top1,network,0.452,0.905,0.9125,100
quadratic_top1,network,0.454,0.905,0.9125,100
quadratic_top1,network,0.456,0.905,0.9125,100
quadratic_top1,network,0.458,0.905,0.9125,100
quadratic_top1,network,0.46,0.905,0.9125,100
quadratic_top1,network,0.462,0.905,0.9125,100
quadratic_top1,network,0.464,0.905,0.9125,100
quadratic_top1,network,0.466,0.905,0.9125,100
quadratic_top1,network,0.468,0.905,0.9125,100
quadratic_top1,network,0.47000000000000003,0.905,0.9125,100
quadratic_top1,network,0.47200000000000003,0.905,0.9125,100
quadratic_top1,network,0.47400000000000003,0.905,0.9125,100
quadratic_top1,network,0.47600000000000003,0.905,0.9125,100
quadratic_top1,network,0.47800000000000004,0.905,0.9125,100
quadratic_top1,network,0.48,0.905,0.9125,100
quadratic_top1,network,0.482,0.905,0.9125,100
quadratic_top1,network,0.484,0.905,0.9125,100
quadratic_top1,network,0.486,0.905,0.9125,100
quadratic_top1,network,0.488,0.905,0.9125,100
quadratic_top1,network,0.49,0.905,0.9125,100
quadratic_top1,network,0.492,0.905,0.9125,100
quadratic_top1,network,0.494,0.905,0.9125,100
quadratic_top1,network,0.496,0.905,0.9125,100
quadratic_top1,network,0.498,0.905,0.9125,100
quadratic_top1,network,0.5,0.96,0.9125,100
quadratic_top1,network,0.502,0.96,0.9125,100
quadratic_top1,network,0.504,0.96,0.9125,100
quadratic_top1,network,0.506,0.96,0.9125,100
quadratic_top1,network,0.508,0.96,0.9125,100
quadratic_top1,network,0.51,0.96,0.9125,100
quadratic_top1,network,0.512,0.96,0.9125,100
quadratic_top1,network,0.514,0.96,0.9125,100
quadratic_top1,network,0.516,0.96,0.9125,100
quadratic_top1,network,0.518,0.96,0.9125,100
quadratic_top1,network,0.52,0.96,0.9125,100
quadratic_top1,network,0.522,0.96,0.9125,100
quadratic_top1,network,0.524,0.96,0.9125,100
quadratic_top1,network,0.526,0.96,0.9125,100
quadratic_top1,network,0.528,0.96,0.9125,100
quadratic_top1,network,0.53,0.96,0.9125,100
quadratic_top1,network,0.532,0.96,0.9125,100
quadratic_top1,network,0.534,0.96,0.9125,100
quadratic_top1,network,0.536,0.96,0.9125,100
quadratic_top1,network,0.538,0.96,0.9125,100
quadratic_top1,network,0.54,0.96,0.9125,100
quadratic_top1,network,0.542,0.96,0.9125,100
quadratic_top1,network,0.544,0.96,0.9125,100
quadratic_top1,network,0.546,0.96,0.9125,100
quadratic_top1,network,0.548,0.96,0.9125,100
quadratic_top1,network,0.55,0.96,0.9125,100
quadratic_top1,network,0.552,0.96,0.9125,100
quadratic_top1,network,0.554,0.96,0.9125,100
quadratic_top1,network,0.556,0.96,0.9125,100
quadratic_top1,network,0.558,0.96,0.9125,100
quadratic_top1,network,0.56,0.96,0.9125,100
quadratic_top1,network,0.562,0.96,0.9125,100
quadratic_top1,network,0.5640000000000001,0.96,0.9125,100
quadratic_top1,network,0.5660000000000001,0.96,0.9125,100
quadratic_top1,network,0.5680000000000001,0.96,0.9125,100
quadratic_top1,network,0.5700000000000001,0.96,0.9125,100
quadratic_top1,network,0.5720000000000001,0.96,0.9125,100
quadratic_top1,network,0.5740000000000001,0.96,0.9125,100
quadratic_top1,network,0.5760000000000001,0.96,0.9125,100
quadratic_top1,network,0.578,0.96,0.9125,100
quadratic_top1,network,0.58,0.96,0.9125,100
quadratic_top1,network,0.582,0.96,0.9125,100
quadratic_top1,network,0.584,0.96,0.9125,100
quadratic_top1,network,0.586,0.96,0.9125,100
quadratic_top1,network,0.588,0.96,0.9125,100
quadratic_top1,network,0.59,0.96,0.9125,100
quadratic_top1,network,0.592,0.96,0.9125,100
quadratic_top1,network,0.594,0.96,0.9125,100
quadratic_top1,network,0.596,0.96,0.9125,100
quadratic_top1,network,0.598,0.96,0.9125,100
quadratic_top1,network,0.6,0.96,0.9125,100
quadratic_top1,network,0.602,0.96,0.9125,100
quadratic_top1,network,0.604,0.96,0.9125,100
quadratic_top1,network,0.606,0.96,0.9125,100
quadratic_top1,network,0.608,0.96,0.9125,100
quadratic_top1,network,0.61,0.96,0.9125,100
quadratic_top1,network,0.612,0.96,0.9125,100
quadratic_top1,network,0.614,0.96,0.9125,100
quadratic_top1,network,0.616,0.96,0.9125,100
quadratic_top1,network,0.618,0.96,0.9125,100
quadratic_top1,network,0.62,0.96,0.9125,100
quadratic_top1,network,0.622,0.96,0.9125,100
quadratic_top1,network,0.624,0.96,0.9125,100
quadratic_top1,network,0.626,0.96,0.9125,100
quadratic_top1,network,0.628,0.96,0.9125,100
quadratic_top1,network,0.63,0.96,0.9125,100
quadratic_top1,network,0.632,0.96,0.9125,100
quadratic_top1,network,0.634,0.96,0.9125,100
quadratic_top1,network,0.636,0.96,0.9125,100
quadratic_top1,network,0.638,0.96,0.9125,100
quadratic_top1,network,0.64,0.96,0.9125,100
quadratic_top1,network,0.642,0.96,0.9125,100
quadratic_top1,network,0.644,0.96,0.9125,100
quadratic_top1,network,0.646,0.96,0.9125,100
quadratic_top1,network,0.648,0.96,0.9125,100
quadratic_top1,network,0.65,0.96,0.9125,100
quadratic_top1,network,0.652,0.96,0.9125,100
quadratic_top1,network,0.654,0.96,0.9125,100
quadratic_top1,network,0.656,0.96,0.9125,100
quadratic_top1,network,0.658,0.96,0.9125,100
quadratic_top1,network,0.66,0.96,0.9125,100
quadratic_top1,network,0.662,0.96,0.9125,100
quadratic_top1,network,0.664,0.96,0.9125,100
quadratic_top1,network,0.666,0.96,0.9125,100
quadratic_top1,network,0.668,0.96,0.9125,100
quadratic_top1,network,0.67,0.96,0.9125,100
quadratic_top1,network,0.672,0.96,0.9125,100
quadratic_top1,network,0.674,0.96,0.9125,100
quadratic_top1,network,0.676,0.96,0.9125,100
quadratic_top1,network,0.678,0.96,0.9125,100
quadratic_top1,network,0.68,0.96,0.9125,100
quadratic_top1,network,0.682,0.96,0.9125,100
quadratic_top1,network,0.684,0.96,0.9125,100
quadratic_top1,network,0.686,0.96,0.9125,100
quadratic_top1,network,0.6880000000000001,0.96,0.9125,100
quadratic_top1,network,0.6900000000000001,0.96,0.9125,100
quadratic_top1,network,0.6920000000000001,0.96,0.9125,100
quadratic_top1,network,0.6940000000000001,0.96,0.9125,100
quadratic_top1,network,0.6960000000000001,0.96,0.9125,100
quadratic_top1,network,0.6980000000000001,0.96,0.9125,100
quadratic_top1,network,0.7000000000000001,0.96,0.9125,100
quadratic_top1,network,0.7020000000000001,0.96,0.9125,100
quadratic_top1,network,0.704,0.96,0.9125,100
quadratic_top1,network,0.706,0.96,0.9125,100
quadratic_top1,network,0.708,0.96,0.9125,100
quadratic_top1,network,0.71,0.96,0.9125,100
quadratic_top1,network,0.712,0.96,0.9125,100
quadratic_top1,network,0.714,0.96,0.9125,100
quadratic_top1,network,0.716,0.96,0.9125,100
quadratic_top1,network,0.718,0.96,0.9125,100
quadratic_top1,network,0.72,0.96,0.9125,100
quadratic_top1,network,0.722,0.96,0.9125,100
quadratic_top1,network,0.724,0.96,0.9125,100
quadratic_top1,network,0.726,0.96,0.9125,100
quadratic_top1,network,0.728,0.96,0.9125,100
quadratic_top1,network,0.73,0.96,0.9125,100
quadratic_top1,network,0.732,0.96,0.9125,100
quadratic_top1,network,0.734,0.96,0.9125,100
quadratic_top1,network,0.736,0.96,0.9125,100
quadratic_top1,network,0.738,0.96,0.9125,100
quadratic_top1,network,0.74,0.96,0.9125,100
quadratic_top1,network,0.742,0.96,0.9125,100
quadratic_top1,network,0.744,0.96,0.9125,100
quadratic_top1,network,0.746,0.96,0.9125,100
quadratic_top1,network,0.748,0.96,0.9125,100
quadratic_top1,network,0.75,0.99,0.9125,100
quadratic_top1,network,0.752,0.99,0.9125,100
quadratic_top1,network,0.754,0.99,0.9125,100
quadratic_top1,network,0.756,0.99,0.9125,100
quadratic_top1,network,0.758,0.99,0.9125,100
quadratic_top1,network,0.76,0.99,0.9125,100
quadratic_top1,network,0.762,0.99,0.9125,100
quadratic_top1,network,0.764,0.99,0.9125,100
quadratic_top1,network,0.766,0.99,0.9125,100
quadratic_top1,network,0.768,0.99,0.9125,100
quadratic_top1,network,0.77,0.99,0.9125,100
quadratic_top1,network,0.772,0.99,0.9125,100
quadratic_top1,network,0.774,0.99,0.9125,100
quadratic_top1,network,0.776,0.99,0.9125,100
quadratic_top1,network,0.778,0.99,0.9125,100
quadratic_top1,network,0.78,0.99,0.9125,100
quadratic_top1,network,0.782,0.99,0.9125,100
quadratic_top1,network,0.784,0.99,0.9125,100
quadratic_top1,network,0.786,0.99,0.9125,100
quadratic_top1,network,0.788,0.99,0.9125,100
quadratic_top1,network,0.79,0.99,0.9125,100
quadratic_top1,network,0.792,0.99,0.9125,100
quadratic_top1,network,0.794,0.99,0.9125,100
quadratic_top1,network,0.796,0.99,0.9125,100
quadratic_top1,network,0.798,0.99,0.9125,100
quadratic_top1,network,0.8,0.99,0.9125,100
quadratic_top1,network,0.802,0.99,0.9125,100
quadratic_top1,network,0.804,0.99,0.9125,100
quadratic_top1,network,0.806,0.99,0.9125,100
quadratic_top1,network,0.808,0.99,0.9125,100
quadratic_top1,network,0.81,0.99,0.9125,100
quadratic_top1,network,0.812,0.99,0.9125,100
quadratic_top1,network,0.8140000000000001,0.99,0.9125,100
quadratic_top1,network,0.8160000000000001,0.99,0.9125,100
quadratic_top1,network,0.8180000000000001,0.99,0.9125,100
quadratic_top1,network,0.8200000000000001,0.99,0.9125,100
quadratic_top1,network,0.8220000000000001,0.99,0.9125,100
quadratic_top1,network,0.8240000000000001,0.99,0.9125,100
quadratic_top1,network,0.8260000000000001,0.99,0.9125,100
quadratic_top1,network,0.8280000000000001,0.99,0.9125,100
quadratic_top1,network,0.8300000000000001,0.99,0.9125,100
quadratic_top1,network,0.8320000000000001,0.99,0.9125,100
quadratic_top1,network,0.834,0.99,0.9125,100
quadratic_top1,network,0.836,0.99,0.9125,100
quadratic_top1,network,0.838,0.99,0.9125,100
quadratic_top1,network,0.84,0.99,0.9125,100
quadratic_top1,network,0.842,0.99,0.9125,100
quadratic_top1,network,0.844,0.99,0.9125,100
quadratic_top1,network,0.846,0.99,0.9125,100
quadratic_top1,network,0.848,0.99,0.9125,100
quadratic_top1,network,0.85,0.99,0.9125,100
quadratic_top1,network,0.852,0.99,0.9125,100
quadratic_top1,network,0.854,0.99,0.9125,100
quadratic_top1,network,0.856,0.99,0.9125,100
quadratic_top1,network,0.858,0.99,0.9125,100
quadratic_top1,network,0.86,0.99,0.9125,100
quadratic_top1,network,0.862,0.99,0.9125,100
quadratic_top1,network,0.864,0.99,0.9125,100
quadratic_top1,network,0.866,0.99,0.9125,100
quadratic_top1,network,0.868,0.99,0.9125,100
quadratic_top1,network,0.87,0.99,0.9125,100
quadratic_top1,network,0.872,0.99,0.9125,100
quadratic_top1,network,0.874,0.99,0.9125,100
quadratic_top1,network,0.876,0.99,0.9125,100
quadratic_top1,network,0.878,0.99,0.9125,100
quadratic_top1,network,0.88,0.99,0.9125,100
quadratic_top1,network,0.882,0.99,0.9125,100
quadratic_top1,network,0.884,0.99,0.9125,100
quadratic_top1,network,0.886,0.99,0.9125,100
quadratic_top1,network,0.888,0.99,0.9125,100
quadratic_top1,network,0.89,0.99,0.9125,100
quadratic_top1,network,0.892,0.99,0.9125,100
quadratic_top1,network,0.894,0.99,0.9125,100
quadratic_top1,network,0.896,0.99,0.9125,100
quadratic_top1,network,0.898,0.99,0.9125,100
quadratic_top1,network,0.9,0.99,0.9125,100
quadratic_top1,network,0.902,0.99,0.9125,100
quadratic_top1,network,0.904,0.99,0.9125,100
quadratic_top1,network,0.906,0.99,0.9125,100
quadratic_top1,network,0.908,0.99,0.9125,100
quadratic_top1,network,0.91,0.99,0.9125,100
quadratic_top1,network,0.912,0.99,0.9125,100
quadratic_top1,network,0.914,0.99,0.9125,100
quadratic_top1,network,0.916,0.99,0.9125,100
quadratic_top1,network,0.918,0.99,0.9125,100
quadratic_top1,network,0.92,0.99,0.9125,100
quadratic_top1,network,0.922,0.99,0.9125,100
quadratic_top1,network,0.924,0.99,0.9125,100
quadratic_top1,network,0.926,0.99,0.9125,100
quadratic_top1,network,0.928,0.99,0.9125,100
quadratic_top1,network,0.93,0.99,0.9125,100
quadratic_top1,network,0.932,0.99,0.9125,100
quadratic_top1,network,0.934,0.99,0.9125,100
quadratic_top1,network,0.936,0.99,0.9125,100
quadratic_top1,network,0.9380000000000001,0.99,0.9125,100
quadratic_top1,network,0.9400000000000001,0.99,0.9125,100
quadratic_top1,network,0.9420000000000001,0.99,0.9125,100
quadratic_top1,network,0.9440000000000001,0.99,0.9125,100
quadratic_top1,network,0.9460000000000001,0.99,0.9125,100
quadratic_top1,network,0.9480000000000001,0.99,0.9125,100
quadratic_top1,network,0.9500000000000001,0.99,0.9125,100
quadratic_top1,network,0.9520000000000001,0.99,0.9125,100
quadratic_top1,network,0.9540000000000001,0.99,0.9125,100
quadratic_top1,network,0.9560000000000001,0.99,0.9125,100
quadratic_top1,network,0.9580000000000001,0.99,0.9125,100
quadratic_top1,network,0.96,0.99,0.9125,100
quadratic_top1,network,0.962,0.99,0.9125,100
quadratic_top1,network,0.964,0.99,0.9125,100
quadratic_top1,network,0.966,0.99,0.9125,100
quadratic_top1,network,0.968,0.99,0.9125,100
quadratic_top1,network,0.97,0.99,0.9125,100
quadratic_top1,network,0.972,0.99,0.9125,100
quadratic_top1,network,0.974,0.99,0.9125,100
quadratic_top1,network,0.976,0.99,0.9125,100
quadratic_top1,network,0.978,0.99,0.9125,100
quadratic_top1,network,0.98,0.99,0.9125,100
quadratic_top1,network,0.982,0.99,0.9125,100
quadratic_top1,network,0.984,0.99,0.9125,100
quadratic_top1,network,0.986,0.99,0.9125,100
quadratic_top1,network,0.988,0.99,0.9125,100
quadratic_top1,network,0.99,0.99,0.9125,100
quadratic_top1,network,0.992,0.99,0.9125,100
quadratic_top1,network,0.994,0.99,0.9125,100
quadratic_top1,network,0.996,0.99,0.9125,100
quadratic_top1,network,0.998,0.99,0.9125,100
quadratic_top1,network,1.0,1.0,0.9125,100
quadratic_top1,frequency,0.0,0.7142857142857143,0.860969387755102,98
quadratic_top1,frequency,0.002,0.714469387755102,0.860969387755102,98
quadratic_top1,frequency,0.004,0.7146530612244898,0.860969387755102,98
quadratic_top1,frequency,0.006,0.7148367346938775,0.860969387755102,98
quadratic_top1,frequency,0.008,0.7150204081632653,0.860969387755102,98
quadratic_top1,frequency,0.01,0.7152040816326531,0.860969387755102,98
quadratic_top1,frequency,0.012,0.7153877551020409,0.860969387755102,98
quadratic_top1,frequency,0.014,0.7155714285714286,0.860969387755102,98
quadratic_top1,frequency,0.016,0.7157551020408164,0.860969387755102,98
quadratic_top1,frequency,0.018000000000000002,0.7159387755102041,0.860969387755102,98
quadratic_top1,frequency,0.02,0.7161224489795919,0.860969387755102,98
quadratic_top1,frequency,0.022,0.7163061224489795,0.860969387755102,98
quadratic_top1,frequency,0.024,0.7164897959183675,0.860969387755102,98
quadratic_top1,frequency,0.026000000000000002,0.7166734693877552,0.860969387755102,98
quadratic_top1,frequency,0.028,0.7168571428571429,0.860969387755102,98
quadratic_top1,frequency,0.03,0.7170408163265307,0.860969387755102,98
quadratic_top1,frequency,0.032,0.7172244897959185,0.860969387755102,98
quadratic_top1,frequency,0.034,0.7174081632653061,0.860969387755102,98
quadratic_top1,frequency,0.036000000000000004,0.717591836734694,0.860969387755102,98
quadratic_top1,frequency,0.038,0.7177755102040815,0.860969387755102,98
quadratic_top1,frequency,0.04,0.7179591836734693,0.860969387755102,98
quadratic_top1,frequency,0.042,0.7181428571428572,0.860969387755102,98
quadratic_top1,frequency,0.044,0.7183265306122447,0.860969387755102,98
quadratic_top1,frequency,0.046,0.7185102040816326,0.860969387755102,98
quadratic_top1,frequency,0.048,0.7186938775510203,0.860969387755102,98
quadratic_top1,frequency,0.05,0.7188775510204081,0.860969387755102,98
quadratic_top1,frequency,0.052000000000000005,0.7190612244897958,0.860969387755102,98
quadratic_top1,frequency,0.054,0.7192448979591836,0.860969387755102,98
quadratic_top1,frequency,0.056,0.7194285714285713,0.860969387755102,98
quadratic_top1,frequency,0.058,0.719612244897959,0.860969387755102,98
quadratic_top1,frequency,0.06,0.7197959183673469,0.860969387755102,98
quadratic_top1,frequency,0.062,0.7199795918367347,0.860969387755102,98
