model,kind,fpr,mean_tpr,mean_split_auc,n_splits
quadratic_soft,network,0.054,0.79,0.9125,100
quadratic_soft,network,0.056,0.79,0.9125,100
quadratic_soft,network,0.058,0.79,0.9125,100
quadratic_soft,network,0.06,0.79,0.9125,100
quadratic_soft,network,0.062,0.79,0.9125,100
quadratic_soft,network,0.064,0.79,0.9125,100
quadratic_soft,network,0.066,0.79,0.9125,100
quadratic_soft,network,0.068,0.79,0.9125,100
quadratic_soft,network,0.07,0.79,0.9125,100
quadratic_soft,network,0.07200000000000001,0.79,0.9125,100
quadratic_soft,network,0.074,0.79,0.9125,100
quadratic_soft,network,0.076,0.79,0.9125,100
quadratic_soft,network,0.078,0.79,0.9125,100
quadratic_soft,network,0.08,0.79,0.9125,100
quadratic_soft,network,0.082,0.79,0.9125,100
quadratic_soft,network,0.084,0.79,0.9125,100
quadratic_soft,network,0.08600000000000001,0.79,0.9125,100
quadratic_soft,network,0.088,0.79,0.9125,100
quadratic_soft,network,0.09,0.79,0.9125,100
quadratic_soft,network,0.092,0.79,0.9125,100
quadratic_soft,network,0.094,0.79,0.9125,100
quadratic_soft,network,0.096,0.79,0.9125,100
quadratic_soft,network,0.098,0.79,0.9125,100
quadratic_soft,network,0.1,0.79,0.9125,100
quadratic_soft,network,0.10200000000000001,0.79,0.9125,100
quadratic_soft,network,0.10400000000000001,0.79,0.9125,100
quadratic_soft,network,0.106,0.79,0.9125,100
quadratic_soft,network,0.108,0.79,0.9125,100
quadratic_soft,network,0.11,0.79,0.9125,100
quadratic_soft,network,0.112,0.79,0.9125,100
quadratic_soft,network,0.114,0.79,0.9125,100
quadratic_soft,network,0.116,0.79,0.9125,100
quadratic_soft,network,0.11800000000000001,0.79,0.9125,100
quadratic_soft,network,0.12,0.79,0.9125,100
quadratic_soft,network,0.122,0.79,0.9125,100
quadratic_soft,network,0.124,0.79,0.9125,100
quadratic_soft,network,0.126,0.79,0.9125,100
quadratic_soft,network,0.128,0.79,0.9125,100
quadratic_soft,network,0.13,0.79,0.9125,100
quadratic_soft,network,0.132,0.79,0.9125,100
quadratic_soft,network,0.134,0.79,0.9125,100
quadratic_soft,network,0.136,0.79,0.9125,100
quadratic_soft,network,0.138,0.79,0.9125,100
quadratic_soft,network,0.14,0.79,0.9125,100
quadratic_soft,network,0.14200000000000002,0.79,0.9125,100
quadratic_soft,network,0.14400000000000002,0.79,0.9125,100
quadratic_soft,network,0.146,0.79,0.9125,100
quadratic_soft,network,0.148,0.79,0.9125,100
quadratic_soft,network,0.15,0.79,0.9125,100
quadratic_soft,network,0.152,0.79,0.9125,100
quadratic_soft,network,0.154,0.79,0.9125,100
quadratic_soft,network,0.156,0.79,0.9125,100
quadratic_soft,network,0.158,0.79,0.9125,100
quadratic_soft,network,0.16,0.79,0.9125,100
quadratic_soft,network,0.162,0.79,0.9125,100
quadratic_soft,network,0.164,0.79,0.9125,100
quadratic_soft,network,0.166,0.79,0.9125,100
quadratic_soft,network,0.168,0.79,0.9125,100
quadratic_soft,network,0.17,0.79,0.9125,100
quadratic_soft,network,0.17200000000000001,0.79,0.9125,100
quadratic_soft,network,0.17400000000000002,0.79,0.9125,100
quadratic_soft,network,0.176,0.79,0.9125,100
quadratic_soft,network,0.178,0.79,0.9125,100
quadratic_soft,network,0.18,0.79,0.9125,100
quadratic_soft,network,0.182,0.79,0.9125,100
quadratic_soft,network,0.184,0.79,0.9125,100
quadratic_soft,network,0.186,0.79,0.9125,100
quadratic_soft,network,0.188,0.79,0.9125,100
quadratic_soft,network,0.19,0.79,0.9125,100
quadratic_soft,network,0.192,0.79,0.9125,100
quadratic_soft,network,0.194,0.79,0.9125,100
quadratic_soft,network,0.196,0.79,0.9125,100
quadratic_soft,network,0.198,0.79,0.9125,100
quadratic_soft,network,0.2,0.79,0.9125,100
quadratic_soft,network,0.202,0.79,0.9125,100
quadratic_soft,network,0.20400000000000001,0.79,0.9125,100
quadratic_soft,network,0.20600000000000002,0.79,0.9125,100
quadratic_soft,network,0.20800000000000002,0.79,0.9125,100
quadratic_soft,network,0.21,0.79,0.9125,100
quadratic_soft,network,0.212,0.79,0.9125,100
quadratic_soft,network,0.214,0.79,0.9125,100
quadratic_soft,network,0.216,0.79,0.9125,100
quadratic_soft,network,0.218,0.79,0.9125,100
quadratic_soft,network,0.22,0.79,0.9125,100
quadratic_soft,network,0.222,0.79,0.9125,100
quadratic_soft,network,0.224,0.79,0.9125,100
quadratic_soft,network,0.226,0.79,0.9125,100
quadratic_soft,network,0.228,0.79,0.9125,100
quadratic_soft,network,0.23,0.79,0.9125,100
quadratic_soft,network,0.232,0.79,0.9125,100
quadratic_soft,network,0.234,0.79,0.9125,100
quadratic_soft,network,0.23600000000000002,0.79,0.9125,100
quadratic_soft,network,0.23800000000000002,0.79,0.9125,100
quadratic_soft,network,0.24,0.79,0.9125,100
quadratic_soft,network,0.242,0.79,0.9125,100
quadratic_soft,network,0.244,0.79,0.9125,100
quadratic_soft,network,0.246,0.79,0.9125,100
quadratic_soft,network,0.248,0.79,0.9125,100
quadratic_soft,network,0.25,0.905,0.9125,100
quadratic_soft,network,0.252,0.905,0.9125,100
quadratic_soft,network,0.254,0.905,0.9125,100
quadratic_soft,network,0.256,0.905,0.9125,100
quadratic_soft,network,0.258,0.905,0.9125,100
quadratic_soft,network,0.26,0.905,0.9125,100
quadratic_soft,network,0.262,0.905,0.9125,100
quadratic_soft,network,0.264,0.905,0.9125,100
quadratic_soft,network,0.266,0.905,0.9125,100
quadratic_soft,network,0.268,0.905,0.9125,100
quadratic_soft,network,0.27,0.905,0.9125,100
quadratic_soft,network,0.272,0.905,0.9125,100
quadratic_soft,network,0.274,0.905,0.9125,100
quadratic_soft,network,0.276,0.905,0.9125,100
quadratic_soft,network,0.278,0.905,0.9125,100
quadratic_soft,network,0.28,0.905,0.9125,100
quadratic_soft,network,0.28200000000000003,0.905,0.9125,100
quadratic_soft,network,0.28400000000000003,0.905,0.9125,100
quadratic_soft,network,0.28600000000000003,0.905,0.9125,100
quadratic_soft,network,0.28800000000000003,0.905,0.9125,100
quadratic_soft,network,0.29,0.905,0.9125,100
quadratic_soft,network,0.292,0.905,0.9125,100
quadratic_soft,network,0.294,0.905,0.9125,100
quadratic_soft,network,0.296,0.905,0.9125,100
quadratic_soft,network,0.298,0.905,0.9125,100
quadratic_soft,network,0.3,0.905,0.9125,100
quadratic_soft,network,0.302,0.905,0.9125,100
quadratic_soft,network,0.304,0.905,0.9125,100
quadratic_soft,network,0.306,0.905,0.9125,100
quadratic_soft,network,0.308,0.905,0.9125,100
quadratic_soft,network,0.31,0.905,0.9125,100
quadratic_soft,network,0.312,0.905,0.9125,100
quadratic_soft,network,0.314,0.905,0.9125,100
quadratic_soft,network,0.316,0.905,0.9125,100
quadratic_soft,network,0.318,0.905,0.9125,100
quadratic_soft,network,0.32,0.905,0.9125,100
quadratic_soft,network,0.322,0.905,0.9125,100
quadratic_soft,network,0.324,0.905,0.9125,100
quadratic_soft,network,0.326,0.905,0.9125,100
quadratic_soft,network,0.328,0.905,0.9125,100
quadratic_soft,network,0.33,0.905,0.9125,100
quadratic_soft,network,0.332,0.905,0.9125,100
quadratic_soft,network,0.334,0.905,0.9125,100
quadratic_soft,network,0.336,0.905,0.9125,100
quadratic_soft,network,0.338,0.905,0.9125,100
quadratic_soft,network,0.34,0.905,0.9125,100
quadratic_soft,network,0.342,0.905,0.9125,100
quadratic_soft,network,0.34400000000000003,0.905,0.9125,100
quadratic_soft,network,0.34600000000000003,0.905,0.9125,100
quadratic_soft,network,0.34800000000000003,0.905,0.9125,100
quadratic_soft,network,0.35000000000000003,0.905,0.9125,100
quadratic_soft,network,0.352,0.905,0.9125,100
quadratic_soft,network,0.354,0.905,0.9125,100
quadratic_soft,network,0.356,0.905,0.9125,100
quadratic_soft,network,0.358,0.905,0.9125,100
quadratic_soft,network,0.36,0.905,0.9125,100
quadratic_soft,network,0.362,0.905,0.9125,100
quadratic_soft,network,0.364,0.905,0.9125,100
quadratic_soft,network,0.366,0.905,0.9125,100
quadratic_soft,network,0.368,0.905,0.9125,100
quadratic_soft,network,0.37,0.905,0.9125,100
quadratic_soft,network,0.372,0.905,0.9125,100
quadratic_soft,network,0.374,0.905,0.9125,100
quadratic_soft,network,0.376,0.905,0.9125,100
quadratic_soft,network,0.378,0.905,0.9125,100
quadratic_soft,network,0.38,0.905,0.9125,100
quadratic_soft,network,0.382,0.905,0.9125,100
quadratic_soft,network,0.384,0.905,0.9125,100
quadratic_soft,network,0.386,0.905,0.9125,100
quadratic_soft,network,0.388,0.905,0.9125,100
quadratic_soft,network,0.39,0.905,0.9125,100
quadratic_soft,network,0.392,0.905,0.9125,100
quadratic_soft,network,0.394,0.905,0.9125,100
quadratic_soft,network,0.396,0.905,0.9125,100
quadratic_soft,network,0.398,0.905,0.9125,100
quadratic_soft,network,0.4,0.905,0.9125,100
quadratic_soft,network,0.402,0.905,0.9125,100
quadratic_soft,network,0.404,0.905,0.9125,100
quadratic_soft,network,0.406,0.905,0.9125,100
quadratic_soft,network,0.40800000000000003,0.905,0.9125,100
quadratic_soft,network,0.41000000000000003,0.905,0.9125,100
quadratic_soft,network,0.41200000000000003,0.905,0.9125,100
quadratic_soft,network,0.41400000000000003,0.905,0.9125,100
quadratic_soft,network,0.41600000000000004,0.905,0.9125,100
quadratic_soft,network,0.418,0.905,0.9125,100
quadratic_soft,network,0.42,0.905,0.9125,100
quadratic_soft,network,0.422,0.905,0.9125,100
quadratic_soft,network,0.424,0.905,0.9125,100
quadratic_soft,network,0.426,0.905,0.9125,100
quadratic_soft,network,0.428,0.905,0.9125,100
quadratic_soft,network,0.43,0.905,0.9125,100
quadratic_soft,network,0.432,0.905,0.9125,100
quadratic_soft,network,0.434,0.905,0.9125,100
quadratic_soft,network,0.436,0.905,0.9125,100
quadratic_soft,network,0.438,0.905,0.9125,100
quadratic_soft,network,0.44,0.905,0.9125,100
quadratic_soft,network,0.442,0.905,0.9125,100
quadratic_soft,network,0.444,0.905,0.9125,100
quadratic_soft,network,0.446,0.905,0.9125,100
quadratic_soft,network,0.448,0.905,0.9125,100
quadratic_soft,network,0.45,0.905,0.9125,100
quadratic_soft,network,0.452,0.905,0.9125,100
quadratic_soft,network,0.454,0.905,0.9125,100
quadratic_soft,network,0.456,0.905,0.9125,100
quadratic_soft,network,0.458,0.905,0.9125,100
quadratic_soft,network,0.46,0.905,0.9125,100
quadratic_soft,network,0.462,0.905,0.9125,100
quadratic_soft,network,0.464,0.905,0.9125,100
quadratic_soft,network,0.466,0.905,0.9125,100
quadratic_soft,network,0.468,0.905,0.9125,100
quadratic_soft,network,0.47000000000000003,0.905,0.9125,100
quadratic_soft,network,0.47200000000000003,0.905,0.9125,100
quadratic_soft,network,0.47400000000000003,0.905,0.9125,100
quadratic_soft,network,0.47600000000000003,0.905,0.9125,100
quadratic_soft,network,0.47800000000000004,0.905,0.9125,100
quadratic_soft,network,0.48,0.905,0.9125,100
quadratic_soft,network,0.482,0.905,0.9125,100
quadratic_soft,network,0.484,0.905,0.9125,100
quadratic_soft,network,0.486,0.905,0.9125,100
quadratic_soft,network,0.488,0.905,0.9125,100
quadratic_soft,network,0.49,0.905,0.9125,100
quadratic_soft,network,0.492,0.905,0.9125,100
quadratic_soft,network,0.494,0.905,0.9125,100
quadratic_soft,network,0.496,0.905,0.9125,100
quadratic_soft,network,0.498,0.905,0.9125,100
quadratic_soft,network,0.5,0.965,0.9125,100
quadratic_soft,network,0.502,0.965,0.9125,100
quadratic_soft,network,0.504,0.965,0.9125,100
quadratic_soft,network,0.506,0.965,0.9125,100
quadratic_soft,network,0.508,0.965,0.9125,100
quadratic_soft,network,0.51,0.965,0.9125,100
quadratic_soft,network,0.512,0.965,0.9125,100
quadratic_soft,network,0.514,0.965,0.9125,100
quadratic_soft,network,0.516,0.965,0.9125,100
quadratic_soft,network,0.518,0.965,0.9125,100
quadratic_soft,network,0.52,0.965,0.9125,100
quadratic_soft,network,0.522,0.965,0.9125,100
quadratic_soft,network,0.524,0.965,0.9125,100
quadratic_soft,network,0.526,0.965,0.9125,100
quadratic_soft,network,0.528,0.965,0.9125,100
quadratic_soft,network,0.53,0.965,0.9125,100
quadratic_soft,network,0.532,0.965,0.9125,100
quadratic_soft,network,0.534,0.965,0.9125,100
quadratic_soft,network,0.536,0.965,0.9125,100
quadratic_soft,network,0.538,0.965,0.9125,100
quadratic_soft,network,0.54,0.965,0.9125,100
quadratic_soft,network,0.542,0.965,0.9125,100
quadratic_soft,network,0.544,0.965,0.9125,100
quadratic_soft,network,0.546,0.965,0.9125,100
quadratic_soft,network,0.548,0.965,0.9125,100
quadratic_soft,network,0.55,0.965,0.9125,100
quadratic_soft,network,0.552,0.965,0.9125,100
quadratic_soft,network,0.554,0.965,0.9125,100
quadratic_soft,network,0.556,0.965,0.9125,100
quadratic_soft,network,0.558,0.965,0.9125,100
quadratic_soft,network,0.56,0.965,0.9125,100
quadratic_soft,network,0.562,0.965,0.9125,100
quadratic_soft,network,0.5640000000000001,0.965,0.9125,100
quadratic_soft,network,0.5660000000000001,0.965,0.9125,100
quadratic_soft,network,0.5680000000000001,0.965,0.9125,100
quadratic_soft,network,0.5700000000000001,0.965,0.9125,100
quadratic_soft,network,0.5720000000000001,0.965,0.9125,100
quadratic_soft,network,0.5740000000000001,0.965,0.9125,100
quadratic_soft,network,0.5760000000000001,0.965,0.9125,100
quadratic_soft,network,0.578,0.965,0.9125,100
quadratic_soft,network,0.58,0.965,0.9125,100
quadratic_soft,network,0.582,0.965,0.9125,100
quadratic_soft,network,0.584,0.965,0.9125,100
quadratic_soft,network,0.586,0.965,0.9125,100
quadratic_soft,network,0.588,0.965,0.9125,100
quadratic_soft,network,0.59,0.965,0.9125,100
quadratic_soft,network,0.592,0.965,0.9125,100
quadratic_soft,network,0.594,0.965,0.9125,100
quadratic_soft,network,0.596,0.965,0.9125,100
quadratic_soft,network,0.598,0.965,0.9125,100
quadratic_soft,network,0.6,0.965,0.9125,100
quadratic_soft,network,0.602,0.965,0.9125,100
quadratic_soft,network,0.604,0.965,0.9125,100
quadratic_soft,network,0.606,0.965,0.9125,100
quadratic_soft,network,0.608,0.965,0.9125,100
quadratic_soft,network,0.61,0.965,0.9125,100
quadratic_soft,network,0.612,0.965,0.9125,100
quadratic_soft,network,0.614,0.965,0.9125,100
quadratic_soft,network,0.616,0.965,0.9125,100
quadratic_soft,network,0.618,0.965,0.9125,100
quadratic_soft,network,0.62,0.965,0.9125,100
quadratic_soft,network,0.622,0.965,0.9125,100
quadratic_soft,network,0.624,0.965,0.9125,100
quadratic_soft,network,0.626,0.965,0.9125,100
quadratic_soft,network,0.628,0.965,0.9125,100
quadratic_soft,network,0.63,0.965,0.9125,100
quadratic_soft,network,0.632,0.965,0.9125,100
quadratic_soft,network,0.634,0.965,0.9125,100
quadratic_soft,network,0.636,0.965,0.9125,100
quadratic_soft,network,0.638,0.965,0.9125,100
quadratic_soft,network,0.64,0.965,0.9125,100
quadratic_soft,network,0.642,0.965,0.9125,100
quadratic_soft,network,0.644,0.965,0.9125,100
quadratic_soft,network,0.646,0.965,0.9125,100
quadratic_soft,network,0.648,0.965,0.9125,100
quadratic_soft,network,0.65,0.965,0.9125,100
quadratic_soft,network,0.652,0.965,0.9125,100
quadratic_soft,network,0.654,0.965,0.9125,100
quadratic_soft,network,0.656,0.965,0.9125,100
quadratic_soft,network,0.658,0.965,0.9125,100
quadratic_soft,network,0.66,0.965,0.9125,100
quadratic_soft,network,0.662,0.965,0.9125,100
quadratic_soft,network,0.664,0.965,0.9125,100
quadratic_soft,network,0.666,0.965,0.9125,100
quadratic_soft,network,0.668,0.965,0.9125,100
quadratic_soft,network,0.67,0.965,0.9125,100
quadratic_soft,network,0.672,0.965,0.9125,100
quadratic_soft,network,0.674,0.965,0.9125,100
quadratic_soft,network,0.676,0.965,0.9125,100
quadratic_soft,network,0.678,0.965,0.9125,100
quadratic_soft,network,0.68,0.965,0.9125,100
quadratic_soft,network,0.682,0.965,0.9125,100
quadratic_soft,network,0.684,0.965,0.9125,100
quadratic_soft,network,0.686,0.965,0.9125,100
quadratic_soft,network,0.6880000000000001,0.965,0.9125,100
quadratic_soft,network,0.6900000000000001,0.965,0.9125,100
quadratic_soft,network,0.6920000000000001,0.965,0.9125,100
quadratic_soft,network,0.6940000000000001,0.965,0.9125,100
quadratic_soft,network,0.6960000000000001,0.965,0.9125,100
quadratic_soft,network,0.6980000000000001,0.965,0.9125,100
quadratic_soft,network,0.7000000000000001,0.965,0.9125,100
quadratic_soft,network,0.7020000000000001,0.965,0.9125,100
quadratic_soft,network,0.704,0.965,0.9125,100
quadratic_soft,network,0.706,0.965,0.9125,100
quadratic_soft,network,0.708,0.965,0.9125,100
quadratic_soft,network,0.71,0.965,0.9125,100
quadratic_soft,network,0.712,0.965,0.9125,100
quadratic_soft,network,0.714,0.965,0.9125,100
quadratic_soft,network,0.716,0.965,0.9125,100
quadratic_soft,network,0.718,0.965,0.9125,100
quadratic_soft,network,0.72,0.965,0.9125,100
quadratic_soft,network,0.722,0.965,0.9125,100
quadratic_soft,network,0.724,0.965,0.9125,100
quadratic_soft,network,0.726,0.965,0.9125,100
quadratic_soft,network,0.728,0.965,0.9125,100
quadratic_soft,network,0.73,0.965,0.9125,100
quadratic_soft,network,0.732,0.965,0.9125,100
quadratic_soft,network,0.734,0.965,0.9125,100
quadratic_soft,network,0.736,0.965,0.9125,100
quadratic_soft,network,0.738,0.965,0.9125,100
quadratic_soft,network,0.74,0.965,0.9125,100
quadratic_soft,network,0.742,0.965,0.9125,100
quadratic_soft,network,0.744,0.965,0.9125,100
quadratic_soft,network,0.746,0.965,0.9125,100
quadratic_soft,network,0.748,0.965,0.9125,100
quadratic_soft,network,0.75,0.99,0.9125,100
quadratic_soft,network,0.752,0.99,0.9125,100
quadratic_soft,network,0.754,0.99,0.9125,100
quadratic_soft,network,0.756,0.99,0.9125,100
quadratic_soft,network,0.758,0.99,0.9125,100
quadratic_soft,network,0.76,0.99,0.9125,100
quadratic_soft,network,0.762,0.99,0.9125,100
quadratic_soft,network,0.764,0.99,0.9125,100
quadratic_soft,network,0.766,0.99,0.9125,100
quadratic_soft,network,0.768,0.99,0.9125,100
quadratic_soft,network,0.77,0.99,0.9125,100
quadratic_soft,network,0.772,0.99,0.9125,100
quadratic_soft,network,0.774,0.99,0.9125,100
quadratic_soft,network,0.776,0.99,0.9125,100
quadratic_soft,network,0.778,0.99,0.9125,100
quadratic_soft,network,0.78,0.99,0.9125,100
quadratic_soft,network,0.782,0.99,0.9125,100
quadratic_soft,network,0.784,0.99,0.9125,100
quadratic_soft,network,0.786,0.99,0.9125,100
quadratic_soft,network,0.788,0.99,0.9125,100
quadratic_soft,network,0.79,0.99,0.9125,100
quadratic_soft,network,0.792,0.99,0.9125,100
quadratic_soft,network,0.794,0.99,0.9125,100
quadratic_soft,network,0.796,0.99,0.9125,100
quadratic_soft,network,0.798,0.99,0.9125,100
quadratic_soft,network,0.8,0.99,0.9125,100
quadratic_soft,network,0.802,0.99,0.9125,100
quadratic_soft,network,0.804,0.99,0.9125,100
quadratic_soft,network,0.806,0.99,0.9125,100
quadratic_soft,network,0.808,0.99,0.9125,100
quadratic_soft,network,0.81,0.99,0.9125,100
quadratic_soft,network,0.812,0.99,0.9125,100
quadratic_soft,network,0.8140000000000001,0.99,0.9125,100
quadratic_soft,network,0.8160000000000001,0.99,0.9125,100
quadratic_soft,network,0.8180000000000001,0.99,0.9125,100
quadratic_soft,network,0.8200000000000001,0.99,0.9125,100
quadratic_soft,network,0.8220000000000001,0.99,0.9125,100
quadratic_soft,network,0.8240000000000001,0.99,0.9125,100
quadratic_soft,network,0.8260000000000001,0.99,0.9125,100
quadratic_soft,network,0.8280000000000001,0.99,0.9125,100
quadratic_soft,network,0.8300000000000001,0.99,0.9125,100
quadratic_soft,network,0.8320000000000001,0.99,0.9125,100
quadratic_soft,network,0.834,0.99,0.9125,100
quadratic_soft,network,0.836,0.99,0.9125,100
quadratic_soft,network,0.838,0.99,0.9125,100
quadratic_soft,network,0.84,0.99,0.9125,100
quadratic_soft,network,0.842,0.99,0.9125,100
quadratic_soft,network,0.844,0.99,0.9125,100
quadratic_soft,network,0.846,0.99,0.9125,100
quadratic_soft,network,0.848,0.99,0.9125,100
quadratic_soft,network,0.85,0.99,0.9125,100
quadratic_soft,network,0.852,0.99,0.9125,100
quadratic_soft,network,0.854,0.99,0.9125,100
quadratic_soft,network,0.856,0.99,0.9125,100
quadratic_soft,network,0.858,0.99,0.9125,100
quadratic_soft,network,0.86,0.99,0.9125,100
quadratic_soft,network,0.862,0.99,0.9125,100
quadratic_soft,network,0.864,0.99,0.9125,100
quadratic_soft,network,0.866,0.99,0.9125,100
quadratic_soft,network,0.868,0.99,0.9125,100
quadratic_soft,network,0.87,0.99,0.9125,100
quadratic_soft,network,0.872,0.99,0.9125,100
quadratic_soft,network,0.874,0.99,0.9125,100
quadratic_soft,network,0.876,0.99,0.9125,100
quadratic_soft,network,0.878,0.99,0.9125,100
quadratic_soft,network,0.88,0.99,0.9125,100
quadratic_soft,network,0.882,0.99,0.9125,100
quadratic_soft,network,0.884,0.99,0.9125,100
quadratic_soft,network,0.886,0.99,0.9125,100
quadratic_soft,network,0.888,0.99,0.9125,100
quadratic_soft,network,0.89,0.99,0.9125,100
quadratic_soft,network,0.892,0.99,0.9125,100
quadratic_soft,network,0.894,0.99,0.9125,100
quadratic_soft,network,0.896,0.99,0.9125,100
quadratic_soft,network,0.898,0.99,0.9125,100
quadratic_soft,network,0.9,0.99,0.9125,100
quadratic_soft,network,0.902,0.99,0.9125,100
quadratic_soft,network,0.904,0.99,0.9125,100
quadratic_soft,network,0.906,0.99,0.9125,100
quadratic_soft,network,0.908,0.99,0.9125,100
quadratic_soft,network,0.91,0.99,0.9125,100
quadratic_soft,network,0.912,0.99,0.9125,100
quadratic_soft,network,0.914,0.99,0.9125,100
quadratic_soft,network,0.916,0.99,0.9125,100
quadratic_soft,network,0.918,0.99,0.9125,100
quadratic_soft,network,0.92,0.99,0.9125,100
quadratic_soft,network,0.922,0.99,0.9125,100
quadratic_soft,network,0.924,0.99,0.9125,100
quadratic_soft,network,0.926,0.99,0.9125,100
quadratic_soft,network,0.928,0.99,0.9125,100
quadratic_soft,network,0.93,0.99,0.9125,100
quadratic_soft,network,0.932,0.99,0.9125,100
quadratic_soft,network,0.934,0.99,0.9125,100
quadratic_soft,network,0.936,0.99,0.9125,100
quadratic_soft,network,0.9380000000000001,0.99,0.9125,100
quadratic_soft,network,0.9400000000000001,0.99,0.9125,100
quadratic_soft,network,0.9420000000000001,0.99,0.9125,100
quadratic_soft,network,0.9440000000000001,0.99,0.9125,100
quadratic_soft,network,0.9460000000000001,0.99,0.9125,100
quadratic_soft,network,0.9480000000000001,0.99,0.9125,100
quadratic_soft,network,0.9500000000000001,0.99,0.9125,100
quadratic_soft,network,0.9520000000000001,0.99,0.9125,100
quadratic_soft,network,0.9540000000000001,0.99,0.9125,100
quadratic_soft,network,0.9560000000000001,0.99,0.9125,100
quadratic_soft,network,0.9580000000000001,0.99,0.9125,100
quadratic_soft,network,0.96,0.99,0.9125,100
quadratic_soft,network,0.962,0.99,0.9125,100
quadratic_soft,network,0.964,0.99,0.9125,100
quadratic_soft,network,0.966,0.99,0.9125,100
quadratic_soft,network,0.968,0.99,0.9125,100
quadratic_soft,network,0.97,0.99,0.9125,100
quadratic_soft,network,0.972,0.99,0.9125,100
quadratic_soft,network,0.974,0.99,0.9125,100
quadratic_soft,network,0.976,0.99,0.9125,100
quadratic_soft,network,0.978,0.99,0.9125,100
quadratic_soft,network,0.98,0.99,0.9125,100
quadratic_soft,network,0.982,0.99,0.9125,100
quadratic_soft,network,0.984,0.99,0.9125,100
quadratic_soft,network,0.986,0.99,0.9125,100
quadratic_soft,network,0.988,0.99,0.9125,100
quadratic_soft,network,0.99,0.99,0.9125,100
quadratic_soft,network,0.992,0.99,0.9125,100
quadratic_soft,network,0.994,0.99,0.9125,100
quadratic_soft,network,0.996,0.99,0.9125,100
quadratic_soft,network,0.998,0.99,0.9125,100
quadratic_soft,network,1.0,1.0,0.9125,100
quadratic_soft,frequency,0.0,0.7142857142857143,0.8558673469387755,98
quadratic_soft,frequency,0.002,0.7143673469387755,0.8558673469387755,98
quadratic_soft,frequency,0.004,0.7144489795918368,0.8558673469387755,98
quadratic_soft,frequency,0.006,0.714530612244898,0.8558673469387755,98
quadratic_soft,frequency,0.008,0.7146122448979592,0.8558673469387755,98
quadratic_soft,frequency,0.01,0.7146938775510204,0.8558673469387755,98
quadratic_soft,frequency,0.012,0.7147755102040817,0.8558673469387755,98
quadratic_soft,frequency,0.014,0.7148571428571429,0.8558673469387755,98
quadratic_soft,frequency,0.016,0.714938775510204,0.8558673469387755,98
quadratic_soft,frequency,0.018000000000000002,0.7150204081632653,0.8558673469387755,98
quadratic_soft,frequency,0.02,0.7151020408163266,0.8558673469387755,98
quadratic_soft,frequency,0.022,0.7151836734693877,0.8558673469387755,98
quadratic_soft,frequency,0.024,0.715265306122449,0.8558673469387755,98
quadratic_soft,frequency,0.026000000000000002,0.7153469387755101,0.8558673469387755,98
quadratic_soft,frequency,0.028,0.7154285714285714,0.8558673469387755,98
quadratic_soft,frequency,0.03,0.7155102040816327,0.8558673469387755,98
quadratic_soft,frequency,0.032,0.7155918367346938,0.8558673469387755,98
quadratic_soft,frequency,0.034,0.7156734693877551,0.8558673469387755,98
quadratic_soft,frequency,0.036000000000000004,0.7157551020408164,0.8558673469387755,98
quadratic_soft,frequency,0.038,0.7158367346938775,0.8558673469387755,98
quadratic_soft,frequency,0.04,0.7159183673469387,0.8558673469387755,98
quadratic_soft,frequency,0.042,0.7160000000000001,0.8558673469387755,98
quadratic_soft,frequency,0.044,0.7160816326530612,0.8558673469387755,98
quadratic_soft,frequency,0.046,0.7161632653061224,0.8558673469387755,98
quadratic_soft,frequency,0.048,0.7162448979591836,0.8558673469387755,98
quadratic_soft,frequency,0.05,0.7163265306122449,0.8558673469387755,98
quadratic_soft,frequency,0.052000000000000005,0.7164081632653061,0.8558673469387755,98
quadratic_soft,frequency,0.054,0.7164897959183673,0.8558673469387755,98
quadratic_soft,frequency,0.056,0.7165714285714286,0.8558673469387755,98
quadratic_soft,frequency,0.058,0.7166530612244898,0.8558673469387755,98
quadratic_soft,frequency,0.06,0.716734693877551,0.8558673469387755,98
quadratic_soft,frequency,0.062,0.7168163265306123,0.8558673469387755,98
quadratic_soft,frequency,0.064,0.7168979591836735,0.8558673469387755,98
quadratic_soft,frequency,0.066,0.7169795918367347,0.8558673469387755,98
quadratic_soft,frequency,0.068,0.7170612244897959,0.8558673469387755,98
quadratic_soft,frequency,0.07,0.7171428571428572,0.8558673469387755,98
quadratic_soft,frequency,0.07200000000000001,0.7172244897959184,0.8558673469387755,98
quadratic_soft,frequency,0.074,0.7173061224489796,0.8558673469387755,98
quadratic_soft,frequency,0.076,0.7173877551020409,0.8558673469387755,98
quadratic_soft,frequency,0.078,0.717469387755102,0.8558673469387755,98
quadratic_soft,frequency,0.08,0.7175510204081632,0.8558673469387755,98
quadratic_soft,frequency,0.082,0.7176326530612245,0.8558673469387755,98
quadratic_soft,frequency,0.084,0.7177142857142857,0.8558673469387755,98
quadratic_soft,frequency,0.08600000000000001,0.7177959183673469,0.8558673469387755,98
quadratic_soft,frequency,0.088,0.7178775510204082,0.8558673469387755,98
quadratic_soft,frequency,0.09,0.7179591836734693,0.8558673469387755,98
quadratic_soft,frequency,0.092,0.7180408163265306,0.8558673469387755,98
quadratic_soft,frequency,0.094,0.7181224489795919,0.8558673469387755,98
